<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
07/26/2016,AALI,Astra Agro Lestari Tbk.,15200,15200,14875,14900,2102200
07/26/2016,ABBA,Mahaka Media Tbk.,50,50,50,50,63000
07/26/2016,ABDA,Asuransi Bina Dana Arta Tbk.,6750,6750,6750,6750,0
07/26/2016,ABMM,ABM Investama Tbk.,2410,2410,2410,2410,500
07/26/2016,ACES,Ace Hardware Indonesia Tbk.,960,970,955,955,1781000
07/26/2016,ACST,Acset Indonusa Tbk.,3420,3450,3380,3450,120600
07/26/2016,ADES,Akasha Wira International Tbk.,1495,1495,1410,1460,14900
07/26/2016,ADHI,Adhi Karya (Persero) Tbk.,2750,2820,2720,2780,34088100
07/26/2016,ADMF,Adira Dinamika Multi Finance Tbk.,4810,4810,4750,4790,25500
07/26/2016,ADMG,Polychem Indonesia Tbk,220,248,192,204,22015600
07/26/2016,ADRO,Adaro Energy Tbk.,1070,1090,1060,1060,25771800
07/26/2016,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,414,432,396,404,26389200
07/26/2016,AGRS,Bank Agris Tbk.,95,95,88,90,56000
07/26/2016,AHAP,Asuransi Harta Aman Pratama Tbk.,185,200,185,200,100100
07/26/2016,AIMS,Akbar Indo Makmur Stimec Tbk,304,304,304,304,0
07/26/2016,AISA,Tiga Pilar Sejahtera Food Tbk.,1990,1990,1910,1945,2367800
07/26/2016,AKKU,Alam Karya Unggul Tbk.,360,360,360,360,2800
07/26/2016,AKPI,Argha Karya Prima Industry Tbk.,800,800,800,800,0
07/26/2016,AKRA,AKR Corporindo Tbk.,6900,6900,6800,6800,4418900
07/26/2016,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
07/26/2016,ALDO,Alkindo Naratama Tbk.,725,730,725,730,500900
07/26/2016,ALKA,Alakasa Industrindo Tbk,115,125,115,118,400
07/26/2016,ALMI,Alumindo Light Metal Industry Tbk.,184,185,184,185,168600
07/26/2016,ALTO,Tri Banyan Tirta Tbk.,330,332,330,332,170300
07/26/2016,AMAG,Asuransi Multi Artha Guna Tbk.,352,352,346,346,84400
07/26/2016,AMFG,Asahimas Flat Glass Tbk.,7100,7100,7100,7100,0
07/26/2016,AMIN,Ateliers Mecaniques D Indonesie Tbk.,181,191,181,189,12700
07/26/2016,AMRT,Sumber Alfaria Trijaya Tbk.,590,595,590,595,2411500
