<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
05/30/2014,AALI,Astra Agro Lestari Tbk.,27750,27750,27250,27325,2627100
05/30/2014,ABBA,Mahaka Media Tbk.,79,80,79,80,14400
05/30/2014,ABDA,Asuransi Bina Dana Arta Tbk.,5050,5050,5050,5050,0
05/30/2014,ABMM,ABM Investama Tbk.,3000,3000,3000,3000,0
05/30/2014,ACES,Ace Hardware Indonesia Tbk.,890,920,890,900,31375700
05/30/2014,ACST,Acset Indonusa Tbk.,2370,2380,2370,2380,7700
05/30/2014,ADES,Akasha Wira International Tbk.,1875,1905,1875,1880,164300
05/30/2014,ADHI,Adhi Karya (Persero) Tbk.,2715,2724,2651,2656,29244619
05/30/2014,ADMF,Adira Dinamika Multi Finance Tbk.,11600,11700,11575,11575,7500
05/30/2014,ADMG,Polychem Indonesia Tbk,193,193,191,193,397500
05/30/2014,ADRO,Adaro Energy Tbk.,1295,1295,1225,1225,71200700
05/30/2014,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,112,112,111,111,1314833
05/30/2014,AHAP,Asuransi Harta Aman Pratama Tbk.,180,180,180,180,0
05/30/2014,AIMS,Akbar Indo Makmur Stimec Tbk,367,367,367,367,200
05/30/2014,AISA,Tiga Pilar Sejahtera Food Tbk.,2595,2600,2500,2510,6666400
05/30/2014,AKKU,Alam Karya Unggul Tbk.,305,305,305,305,0
05/30/2014,AKPI,Argha Karya Prima Industry Tbk.,790,790,790,790,0
05/30/2014,AKRA,AKR Corporindo Tbk.,4460,4475,4125,4125,41598600
05/30/2014,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
05/30/2014,ALDO,Alkindo Naratama Tbk.,670,675,665,670,3030200
05/30/2014,ALKA,Alakasa Industrindo Tbk,600,600,600,600,0
05/30/2014,ALMI,Alumindo Light Metal Industry Tbk.,336,337,336,337,2000
05/30/2014,ALTO,Tri Banyan Tirta Tbk.,540,540,540,540,0
05/30/2014,AMAG,Asuransi Multi Artha Guna Tbk.,243,243,243,243,29500
05/30/2014,AMFG,Asahimas Flat Glass Tbk.,7150,7150,6975,6975,900
05/30/2014,AMRT,Sumber Alfaria Trijaya Tbk.,500,510,500,500,633100
05/30/2014,ANJT,Austindo Nusantara Jaya Tbk.,1550,1550,1550,1550,0
05/30/2014,ANTM,Aneka Tambang (Persero) Tbk.,1029,1029,1008,1008,34343936
05/30/2014,APEX,Apexindo Pratama Duta Tbk.,3950,3950,3880,3895,90500
05/30/2014,APIC,Pacific Strategic Financial Tbk.,525,530,515,520,24010700
05/30/2014,APII,Arita Prima Indonesia Tbk.,261,265,261,265,90100
05/30/2014,APLI,Asiaplast Industries Tbk.,66,66,66,66,6500
05/30/2014,APLN,Agung Podomoro Land Tbk.,274,274,268,268,10497000
05/30/2014,APOL,Arpeni Pratama Ocean Line Tbk.,50,50,50,50,100
05/30/2014,ARGO,Argo Pantes Tbk,1150,1150,1150,1150,0
05/30/2014,ARII,Atlas Resources Tbk.,695,700,690,690,3924600
05/30/2014,ARNA,Arwana Citramulia Tbk.,990,1000,985,995,2287000
05/30/2014,ARTA,Arthavest Tbk,230,245,230,237,298900
05/30/2014,ARTI,Ratu Prabu Energi Tbk,200,205,197,204,5021300
05/30/2014,ASBI,Asuransi Bintang Tbk.,490,497,490,497,5800
05/30/2014,ASDM,Asuransi Dayin Mitra Tbk.,800,800,800,800,200
05/30/2014,ASGR,Astra Graphia Tbk.,2230,2230,2185,2225,541200
05/30/2014,ASIA,Asia Natural Resources Tbk,50,50,50,50,0
05/30/2014,ASII,Astra International Tbk.,7500,7500,7075,7075,93936600
05/30/2014,ASJT,Asuransi Jasa Tania Tbk.,200,200,200,200,0
05/30/2014,ASMI,Asuransi Kresna Mitra Tbk.,478,478,477,477,2588100
05/30/2014,ASRI,Alam Sutera Realty Tbk.,505,505,495,500,58228300
05/30/2014,ASRM,Asuransi Ramayana Tbk.,1135,1135,1135,1135,0
05/30/2014,ASSA,Adi Sarana Armada Tbk.,298,298,290,293,514700
05/30/2014,ATPK,Bara Jaya Internasional Tbk.,230,230,229,230,62300
05/30/2014,AUTO,Astra Otoparts Tbk.,3800,3800,3720,3775,136200
05/30/2014,BABP,Bank MNC Internasional Tbk.,130,132,126,128,1968988
05/30/2014,BACA,Bank Capital Indonesia Tbk.,97,99,97,99,200
05/30/2014,BAEK,Bank Ekonomi Raharja Tbk.,1600,1600,1600,1600,0
05/30/2014,BAJA,Saranacentral Bajatama Tbk.,1630,1635,1625,1630,2708400
05/30/2014,BALI,Bali Towerindo Sentra Tbk.,557,600,557,578,1284000
05/30/2014,BAPA,Bekasi Asri Pemula Tbk.,55,55,52,54,26000
05/30/2014,BATA,Sepatu Bata Tbk.,930,955,930,955,3100
05/30/2014,BAYU,Bayu Buana Tbk,595,690,595,595,15700
05/30/2014,BBCA,Bank Central Asia Tbk.,11300,11325,10775,10775,33444800
05/30/2014,BBKP,Bank Bukopin Tbk.,655,665,645,645,4456400
05/30/2014,BBLD,Buana Finance Tbk.,1150,1150,1150,1150,0
05/30/2014,BBMD,Bank Mestika Dharma Tbk.,1545,1555,1545,1550,3423200
05/30/2014,BBNI,Bank Negara Indonesia (Persero) Tbk.,4970,4980,4775,4775,39555400
05/30/2014,BBNP,Bank Nusantara Parahyangan Tbk.,1480,1480,1480,1480,0
05/30/2014,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,10775,10900,10200,10200,57280500
05/30/2014,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,137,137,137,137,6651
05/30/2014,BBTN,Bank Tabungan Negara (Persero) Tbk.,1115,1120,1085,1090,22288100
05/30/2014,BCAP,MNC Kapital Indonesia Tbk.,998,998,998,998,0
05/30/2014,BCIC,Bank JTrust Indonesia Tbk.,50,50,50,50,0
05/30/2014,BCIP,Bumi Citra Permai Tbk.,575,575,565,570,23616100
05/30/2014,BDMN,Bank Danamon Indonesia Tbk.,4330,4345,4160,4160,9202800
05/30/2014,BEKS,Bank Pembangunan Daerah Banten Tbk.,82,83,82,82,94500
05/30/2014,BEST,Bekasi Fajar Industrial Estate Tbk.,500,505,494,505,13538700
05/30/2014,BFIN,BFI Finance  Indonesia Tbk.,2555,2555,2500,2500,322900
05/30/2014,BHIT,MNC Investama Tbk.,314,320,311,320,56210000
05/30/2014,BIMA,Primarindo Asia Infrastructure Tbk.,700,700,700,700,0
05/30/2014,BINA,Bank Ina Perdana Tbk.,262,265,262,265,900
05/30/2014,BIPI,Benakat Integra Tbk.,140,145,139,139,162576300
05/30/2014,BIPP,Bhuwanatala Indah Permai Tbk.,97,99,96,98,257237
05/30/2014,BISI,BISI International Tbk.,595,595,545,545,13091900
05/30/2014,BJBR,Bank Pembangunan Daerah Jawa Barat dan Banten Tbk,895,895,865,865,16011700
05/30/2014,BJTM,Bank Pembangunan Daerah Jawa Timur Tbk.,428,428,424,425,4894400
05/30/2014,BKDP,Bukit Darmo Property Tbk,66,69,66,68,293600
05/30/2014,BKSL,Sentul City Tbk.,149,150,143,147,50050300
05/30/2014,BKSW,Bank QNB Indonesia Tbk.,409,409,409,409,0
05/30/2014,BLTA,Berlian Laju Tanker Tbk,196,196,196,196,0
05/30/2014,BLTZ,Graha Layar Prima Tbk.,3150,3180,3150,3180,4700
05/30/2014,BMAS,Bank Maspion Indonesia Tbk.,300,300,300,300,0
05/30/2014,BMRI,Bank Mandiri (Persero) Tbk.,10375,10375,10050,10175,61794600
05/30/2014,BMSR,Bintang Mitra Semestaraya Tbk,160,160,160,160,0
05/30/2014,BMTR,Global Mediacom Tbk.,2095,2110,2050,2050,53147100
05/30/2014,BNBA,Bank Bumi Arta Tbk.,163,163,162,162,20900
05/30/2014,BNBR,Bakrie & Brothers Tbk,50,50,50,50,0
05/30/2014,BNGA,Bank CIMB Niaga Tbk.,1025,1030,1020,1030,10500
05/30/2014,BNII,Bank Maybank Indonesia Tbk.,293,302,287,298,14589000
05/30/2014,BNLI,Bank Permata Tbk.,1330,1335,1330,1335,15000
