<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
02/23/2016,AALI,Astra Agro Lestari Tbk.,17900,18000,16900,17075,1808700
02/23/2016,ABBA,Mahaka Media Tbk.,50,50,50,50,0
02/23/2016,ABDA,Asuransi Bina Dana Arta Tbk.,7200,7200,7200,7200,100
02/23/2016,ABMM,ABM Investama Tbk.,2700,2700,2700,2700,0
02/23/2016,ACES,Ace Hardware Indonesia Tbk.,895,895,860,865,9790400
02/23/2016,ACST,Acset Indonusa Tbk.,3000,3000,2905,2950,25100
02/23/2016,ADES,Akasha Wira International Tbk.,1025,1025,1025,1025,2000
02/23/2016,ADHI,Adhi Karya (Persero) Tbk.,2620,2620,2505,2510,31687100
02/23/2016,ADMF,Adira Dinamika Multi Finance Tbk.,3040,3170,3030,3100,128000
02/23/2016,ADMG,Polychem Indonesia Tbk,89,90,87,88,3183300
02/23/2016,ADRO,Adaro Energy Tbk.,610,615,595,595,38870400
02/23/2016,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,92,95,91,92,168400
02/23/2016,AGRS,Bank Agris Tbk.,93,93,93,93,0
02/23/2016,AHAP,Asuransi Harta Aman Pratama Tbk.,180,180,180,180,5000
02/23/2016,AIMS,Akbar Indo Makmur Stimec Tbk,500,500,500,500,0
02/23/2016,AISA,Tiga Pilar Sejahtera Food Tbk.,1100,1115,1060,1060,3811100
02/23/2016,AKKU,Alam Karya Unggul Tbk.,234,235,234,234,2100
02/23/2016,AKPI,Argha Karya Prima Industry Tbk.,930,930,930,930,0
02/23/2016,AKRA,AKR Corporindo Tbk.,7625,7700,7225,7225,4304600
02/23/2016,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
02/23/2016,ALDO,Alkindo Naratama Tbk.,720,725,720,720,1037300
02/23/2016,ALKA,Alakasa Industrindo Tbk,680,680,680,680,0
02/23/2016,ALMI,Alumindo Light Metal Industry Tbk.,199,199,199,199,0
02/23/2016,ALTO,Tri Banyan Tirta Tbk.,325,325,325,325,10000
02/23/2016,AMAG,Asuransi Multi Artha Guna Tbk.,320,320,320,320,0
02/23/2016,AMFG,Asahimas Flat Glass Tbk.,6225,6400,6225,6225,42400
02/23/2016,AMIN,Ateliers Mecaniques D Indonesie Tbk.,111,111,111,111,17300
02/23/2016,AMRT,Sumber Alfaria Trijaya Tbk.,550,555,550,555,1400
02/23/2016,ANJT,Austindo Nusantara Jaya Tbk.,1700,1700,1700,1700,0
02/23/2016,ANTM,Aneka Tambang (Persero) Tbk.,371,372,358,360,75692200
02/23/2016,APEX,Apexindo Pratama Duta Tbk.,3230,3230,3230,3230,0
02/23/2016,APIC,Pacific Strategic Financial Tbk.,650,650,645,645,1052400
02/23/2016,APII,Arita Prima Indonesia Tbk.,262,262,262,262,0
02/23/2016,APLI,Asiaplast Industries Tbk.,68,68,68,68,2900
02/23/2016,APLN,Agung Podomoro Land Tbk.,335,335,321,330,1331400
02/23/2016,APOL,Arpeni Pratama Ocean Line Tbk.,58,58,58,58,0
02/23/2016,ARGO,Argo Pantes Tbk,900,900,900,900,0
02/23/2016,ARII,Atlas Resources Tbk.,423,423,423,423,0
02/23/2016,ARNA,Arwana Citramulia Tbk.,585,590,540,545,579200
02/23/2016,ARTA,Arthavest Tbk,251,251,240,240,35300
02/23/2016,ARTI,Ratu Prabu Energi Tbk,148,148,139,146,7666800
02/23/2016,ARTO,Bank Artos Indonesia Tbk.,107,126,106,117,166400
02/23/2016,ASBI,Asuransi Bintang Tbk.,520,520,450,450,1100
02/23/2016,ASDM,Asuransi Dayin Mitra Tbk.,1190,1190,1190,1190,0
02/23/2016,ASGR,Astra Graphia Tbk.,1675,1725,1650,1725,208300
02/23/2016,ASII,Astra International Tbk.,6725,6725,6450,6525,42602100
02/23/2016,ASJT,Asuransi Jasa Tania Tbk.,175,175,175,175,0
02/23/2016,ASMI,Asuransi Kresna Mitra Tbk.,1260,1270,1235,1270,4341700
02/23/2016,ASRI,Alam Sutera Realty Tbk.,360,362,341,341,39772300
02/23/2016,ASRM,Asuransi Ramayana Tbk.,2300,2300,2300,2300,0
02/23/2016,ASSA,Adi Sarana Armada Tbk.,101,101,99,99,270600
02/23/2016,ATIC,Anabatic Technologies Tbk.,535,535,505,505,1100
02/23/2016,ATPK,Bara Jaya Internasional Tbk.,194,194,194,194,0
02/23/2016,AUTO,Astra Otoparts Tbk.,1710,1710,1675,1700,537100
02/23/2016,BABP,Bank MNC Internasional Tbk.,60,61,59,60,2923200
02/23/2016,BACA,Bank Capital Indonesia Tbk.,155,159,153,153,564600
02/23/2016,BAJA,Saranacentral Bajatama Tbk.,78,79,77,78,184800
02/23/2016,BALI,Bali Towerindo Sentra Tbk.,830,830,830,830,1700
02/23/2016,BAPA,Bekasi Asri Pemula Tbk.,50,50,50,50,0
02/23/2016,BATA,Sepatu Bata Tbk.,875,875,845,845,300
02/23/2016,BAYU,Bayu Buana Tbk,1025,1025,1025,1025,0
02/23/2016,BBCA,Bank Central Asia Tbk.,13200,13275,13025,13100,18498400
02/23/2016,BBHI,Bank Harda Internasional Tbk.,119,119,119,119,0
02/23/2016,BBKP,Bank Bukopin Tbk.,555,555,535,535,2559500
02/23/2016,BBLD,Buana Finance Tbk.,1250,1250,1250,1250,100
02/23/2016,BBMD,Bank Mestika Dharma Tbk.,1545,1545,1545,1545,0
02/23/2016,BBNI,Bank Negara Indonesia (Persero) Tbk.,5025,5050,4880,4955,48324900
02/23/2016,BBNP,Bank Nusantara Parahyangan Tbk.,1860,1860,1860,1860,0
02/23/2016,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,11000,11025,10525,10600,54608200
02/23/2016,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,67,67,52,52,600
02/23/2016,BBTN,Bank Tabungan Negara (Persero) Tbk.,1470,1485,1430,1450,35606200
02/23/2016,BBYB,Bank Yudha Bhakti Tbk.,202,210,199,205,308200
02/23/2016,BCAP,MNC Kapital Indonesia Tbk.,1675,1675,1500,1595,2500
02/23/2016,BCIC,Bank JTrust Indonesia Tbk.,50,50,50,50,0
02/23/2016,BCIP,Bumi Citra Permai Tbk.,735,750,735,745,35632900
02/23/2016,BDMN,Bank Danamon Indonesia Tbk.,3850,3950,3830,3850,1767800
02/23/2016,BEKS,Bank Pundi Indonesia Tbk.,69,69,64,66,23589200
02/23/2016,BEST,Bekasi Fajar Industrial Estate Tbk.,267,272,247,255,113010200
02/23/2016,BFIN,BFI Finance  Indonesia Tbk.,2700,2700,2700,2700,97500
02/23/2016,BHIT,MNC Investama Tbk.,125,125,121,123,2828700
02/23/2016,BIKA,Binakarya Jaya Abadi Tbk.,1500,1505,1490,1495,7564000
02/23/2016,BIMA,Primarindo Asia Infrastructure Tbk.,355,355,355,355,0
02/23/2016,BINA,Bank Ina Perdana Tbk.,300,305,300,305,500
02/23/2016,BIPI,Benakat Integra Tbk.,50,50,50,50,100
02/23/2016,BIPP,Bhuwanatala Indah Permai Tbk.,84,84,84,84,7500
02/23/2016,BIRD,Blue Bird Tbk.,5800,5800,5675,5800,1057600
02/23/2016,BISI,BISI International Tbk.,1345,1380,1330,1365,840000
02/23/2016,BJBR,Bank Pembangunan Daerah Jawa Barat dan Banten Tbk,930,935,880,880,21430800
02/23/2016,BJTM,Bank Pembangunan Daerah Jawa Timur Tbk.,421,423,413,418,6718600
02/23/2016,BKDP,Bukit Darmo Property Tbk,80,80,80,80,1000
02/23/2016,BKSL,Sentul City Tbk.,59,60,58,58,32997600
02/23/2016,BKSW,Bank QNB Indonesia Tbk.,360,368,360,368,18600
02/23/2016,BLTA,Berlian Laju Tanker Tbk,196,196,196,196,0
02/23/2016,BLTZ,Graha Layar Prima Tbk.,5600,5600,5600,5600,0
02/23/2016,BMAS,Bank Maspion Indonesia Tbk.,460,460,460,460,0
02/23/2016,BMRI,Bank Mandiri (Persero) Tbk.,9250,9375,9175,9250,19734800
02/23/2016,BMSR,Bintang Mitra Semestaraya Tbk,220,220,215,215,1200
02/23/2016,BMTR,Global Mediacom Tbk.,795,795,775,780,17974000
02/23/2016,BNBA,Bank Bumi Arta Tbk.,195,195,195,195,100
02/23/2016,BNBR,Bakrie & Brothers Tbk,50,50,50,50,0
02/23/2016,BNGA,Bank CIMB Niaga Tbk.,595,595,575,595,113600
02/23/2016,BNII,Bank Maybank Indonesia Tbk.,161,165,161,165,551800
02/23/2016,BNLI,Bank Permata Tbk.,630,630,610,610,1717900
02/23/2016,BOLT,Garuda Metalindo Tbk.,1030,1040,1030,1040,16190000
02/23/2016,BORN,Borneo Lumbung Energi & Metal Tbk.,50,50,50,50,0
02/23/2016,BPFI,Batavia Prosperindo Finance Tbk.,510,510,510,510,0
02/23/2016,BPII,Batavia Prosperindo Internasional Tbk.,3450,3450,3450,3450,0
02/23/2016,BRAM,Indo Kordsa Tbk.,4680,4680,4680,4680,0
02/23/2016,BRAU,Berau Coal Energy Tbk.,82,82,82,82,0
02/23/2016,BRMS,Bumi Resources Minerals Tbk.,50,50,50,50,74500
02/23/2016,BRNA,Berlina Tbk.,765,765,765,765,131000
02/23/2016,BRPT,Barito Pacific Tbk.,309,320,309,319,601300
02/23/2016,BSDE,Bumi Serpong Damai Tbk.,1735,1750,1655,1660,16518100
02/23/2016,BSIM,Bank Sinarmas Tbk.,500,500,500,500,930300
02/23/2016,BSSR,Baramulti Suksessarana Tbk.,1000,1000,1000,1000,0
02/23/2016,BSWD,Bank Of India Indonesia Tbk.,3120,3120,3120,3120,0
02/23/2016,BTEK,Bumi Teknokultura Unggul Tbk,1030,1230,1030,1150,416200
02/23/2016,BTEL,Bakrie Telecom Tbk.,50,50,50,50,0
02/23/2016,BTON,Betonjaya Manunggal Tbk.,470,475,470,475,2000
02/23/2016,BTPN,Bank Tabungan Pensiunan Nasional Tbk.,2085,2095,2070,2085,444400
02/23/2016,BUDI,Budi Starch & Sweetener Tbk.,62,62,62,62,0
02/23/2016,BUKK,Bukaka Teknik Utama Tbk.,690,690,645,645,200
02/23/2016,BULL,Buana Listya Tama Tbk.,90,90,84,88,1085300
02/23/2016,BUMI,Bumi Resources Tbk.,50,50,50,50,337100
02/23/2016,BUVA,Bukit Uluwatu Villa Tbk.,610,610,610,610,0
02/23/2016,BVIC,Bank Victoria International Tbk.,103,103,103,103,100
02/23/2016,BWPT,Eagle High Plantations Tbk.,228,248,226,234,303030100
02/23/2016,BYAN,Bayan Resources Tbk.,7950,7950,7950,7950,2000
02/23/2016,CANI,Capitol Nusantara Indonesia Tbk.,264,264,264,264,0
02/23/2016,CASS,Cardig Aero Services Tbk.,1250,1250,1250,1250,0
02/23/2016,CEKA,Wilmar Cahaya Indonesia Tbk.,670,670,670,670,100
02/23/2016,CENT,Centratama Telekomunikasi Indonesia Tbk.,140,140,140,140,0
02/23/2016,CFIN,Clipan Finance Indonesia Tbk.,260,260,260,260,0
02/23/2016,CINT,Chitose Internasional Tbk.,330,330,328,330,4824800
02/23/2016,CITA,Cita Mineral Investindo Tbk.,940,940,940,940,0
02/23/2016,CKRA,Cakra Mineral Tbk.,50,50,50,50,20000
02/23/2016,CLPI,Colorpak Indonesia Tbk.,645,650,645,645,93200
02/23/2016,CMNP,Citra Marga Nusaphala Persada Tbk.,1920,1920,1855,1855,29800
02/23/2016,CMPP,Rimau Multi Putra Pratama Tbk.,119,119,99,102,5900
02/23/2016,CNKO,Exploitasi Energi Indonesia Tbk.,50,50,50,50,330100
02/23/2016,CNTB,Saham Seri B ( Centex Tbk ),5000,5000,5000,5000,0
02/23/2016,CNTX,Century Textile Industry Tbk.,14550,14550,14550,14550,0
02/23/2016,COWL,Cowell Development Tbk.,585,585,585,585,2117300
02/23/2016,CPGT,Citra Maharlika Nusantara Corpora Tbk.,50,50,50,50,32200
02/23/2016,CPIN,Charoen Pokphand Indonesia Tbk,3375,3420,3125,3170,8725600
02/23/2016,CPRO,Central Proteina Prima Tbk.,50,50,50,50,5000
02/23/2016,CSAP,Catur Sentosa Adiprana Tbk.,403,405,399,401,22588300
02/23/2016,CTBN,Citra Tubindo Tbk.,5550,5550,5550,5550,0
02/23/2016,CTRA,Ciputra Development Tbk.,1325,1360,1300,1330,26765300
02/23/2016,CTRP,Ciputra Property Tbk.,390,390,377,377,2353200
02/23/2016,CTRS,Ciputra Surya Tbk.,1885,1885,1805,1810,952200
02/23/2016,CTTH,Citatah Tbk.,60,60,51,52,300
02/23/2016,DAJK,Dwi Aneka Jaya Kemasindo Tbk.,82,120,82,112,22658000
02/23/2016,DART,Duta Anggada Realty Tbk.,475,475,475,475,0
02/23/2016,DEFI,Danasupra Erapacific Tbk,140,140,140,140,0
02/23/2016,DEWA,Darma Henwa Tbk,50,50,50,50,0
02/23/2016,DGIK,Nusa Konstruksi Enjiniring Tbk.,50,50,50,50,1021800
02/23/2016,DILD,Intiland Development Tbk.,500,510,495,496,21141200
02/23/2016,DKFT,Central Omega Resources Tbk.,397,397,397,397,0
02/23/2016,DLTA,Delta Djakarta Tbk.,4700,4800,4650,4800,46800
02/23/2016,DMAS,Puradelta Lestari Tbk.,219,219,209,210,10028500
02/23/2016,DNAR,Bank Dinar Indonesia Tbk.,103,103,103,103,2200
02/23/2016,DNET,Indoritel Makmur Internasional Tbk.,1135,1135,1120,1135,26200
02/23/2016,DOID,Delta Dunia Makmur Tbk.,73,79,72,74,93952500
02/23/2016,DPNS,Duta Pertiwi Nusantara Tbk.,325,325,325,325,100
02/23/2016,DPUM,Dua Putra Utama Makmur Tbk.,1270,1270,1190,1225,768500
02/23/2016,DSFI,Dharma Samudera Fishing Industries Tbk.,119,122,112,113,10159300
02/23/2016,DSNG,Dharma Satya Nusantara Tbk.,465,475,460,460,2220300
02/23/2016,DSSA,Dian Swastatika Sentosa Tbk,12100,12100,12100,12100,0
02/23/2016,DUTI,Duta Pertiwi Tbk,6400,6400,6400,6400,0
02/23/2016,DVLA,Darya-Varia Laboratoria Tbk.,1300,1300,1300,1300,0
02/23/2016,DYAN,Dyandra Media International Tbk.,64,65,64,64,171000
02/23/2016,ECII,Electronic City Indonesia Tbk.,715,715,715,715,0
02/23/2016,EKAD,Ekadharma International Tbk.,420,420,402,418,12600
02/23/2016,ELSA,Elnusa Tbk.,280,290,269,270,209198100
02/23/2016,ELTY,Bakrieland Development Tbk.,50,50,50,50,0
02/23/2016,EMDE,Megapolitan Developments Tbk.,138,139,138,139,31500
02/23/2016,EMTK,Elang Mahkota Teknologi Tbk.,9725,9725,9725,9725,0
02/23/2016,ENRG,Energi Mega Persada Tbk.,50,50,50,50,3500
02/23/2016,EPMT,Enseval Putera Megatrading Tbk.,2700,2700,2700,2700,0
02/23/2016,ERAA,Erajaya Swasembada Tbk.,560,565,535,535,3420100
02/23/2016,ERTX,Eratex Djaja Tbk.,1050,1050,1050,1050,0
02/23/2016,ESSA,Surya Esa Perkasa Tbk.,1550,1550,1550,1550,2500
02/23/2016,ESTI,Ever Shine Tex Tbk.,218,218,218,218,0
02/23/2016,ETWA,Eterindo Wahanatama Tbk,79,79,72,77,2400
02/23/2016,EXCL,XL Axiata Tbk.,3895,3905,3780,3800,1829700
02/23/2016,FAST,Fast Food Indonesia Tbk.,935,945,935,935,14500
02/23/2016,FASW,Fajar Surya Wisesa Tbk.,1000,1000,1000,1000,0
02/23/2016,FISH,FKS Multi Agro Tbk.,1635,1635,1635,1635,0
02/23/2016,FMII,Fortune Mate Indonesia Tbk,376,376,376,376,30000
02/23/2016,FORU,Fortune Indonesia Tbk,700,700,700,700,0
02/23/2016,FPNI,Lotte Chemical Titan Tbk.,104,104,104,104,0
02/23/2016,FREN,Smartfren Telecom Tbk.,50,51,50,51,326000
02/23/2016,GAMA,Gading Development Tbk.,50,50,50,50,0
02/23/2016,GDST,Gunawan Dianjaya Steel Tbk.,58,58,56,56,167900
02/23/2016,GDYR,Goodyear Indonesia Tbk.,2725,2725,2725,2725,20000
02/23/2016,GEMA,Gema Grahasarana Tbk.,320,320,310,310,341000
02/23/2016,GEMS,Golden Energy Mines Tbk.,1600,1600,1600,1600,0
02/23/2016,GGRM,Gudang Garam Tbk.,65400,67225,65400,66100,1330000
02/23/2016,GIAA,Garuda Indonesia (Persero) Tbk.,409,410,384,386,52409600
02/23/2016,GJTL,Gajah Tunggal Tbk.,492,492,485,485,912900
02/23/2016,GLOB,Global Teleshop Tbk.,478,478,478,478,0
02/23/2016,GMCW,Grahamas Citrawisata Tbk.,860,860,860,860,0
02/23/2016,GMTD,Gowa Makassar Tourism Development Tbk.,7400,7400,7400,7400,0
02/23/2016,GOLD,Visi Telekomunikasi Infrastruktur Tbk.,440,545,440,545,133300
02/23/2016,GOLL,Golden Plantation Tbk.,76,76,71,74,9200
02/23/2016,GPRA,Perdana Gapuraprima Tbk.,182,197,181,194,4300
02/23/2016,GREN,Evergreen Invesco Tbk.,134,134,132,134,50592800
02/23/2016,GSMF,Equity Development Investment Tbk.,103,112,98,112,12100
02/23/2016,GTBO,Garda Tujuh Buana Tbk,260,260,260,260,0
02/23/2016,GWSA,Greenwood Sejahtera Tbk.,84,84,81,83,1655500
02/23/2016,GZCO,Gozco Plantations Tbk.,77,79,74,76,1510900
02/23/2016,HADE,HD Capital Tbk,50,50,50,50,0
02/23/2016,HDFA,Radana Bhaskara Finance Tbk.,130,130,130,130,0
02/23/2016,HDTX,Panasia Indo Resources Tbk.,800,805,800,800,840300
02/23/2016,HERO,Hero Supermarket Tbk.,1050,1050,1050,1050,100
02/23/2016,HEXA,Hexindo Adiperkasa Tbk.,1200,1225,1185,1205,510700
02/23/2016,HITS,Humpuss Intermoda Transportasi Tbk.,715,715,715,715,2400
02/23/2016,HMSP,H.M. Sampoerna Tbk.,108800,109000,105500,106575,291300
02/23/2016,HOME,Hotel Mandarine Regency Tbk.,260,260,260,260,100
02/23/2016,HOTL,Saraswati Griya Lestari Tbk.,125,125,125,125,100
02/23/2016,HRUM,Harum Energy Tbk.,660,685,655,660,5209600
02/23/2016,IATA,Indonesia Transport & Infrastructure Tbk,50,50,50,50,5000
02/23/2016,IBFN,Intan Baruprana Finance Tbk.,161,161,161,161,0
02/23/2016,IBST,Inti Bangun Sejahtera Tbk.,2120,2120,2120,2120,0
02/23/2016,ICBP,Indofood CBP Sukses Makmur Tbk.,15400,15450,15100,15275,2706600
02/23/2016,ICON,Island Concepts Indonesia Tbk.,605,605,605,605,0
02/23/2016,IDPR,Indonesia Pondasi Raya Tbk.,1480,1480,1470,1475,1718800
02/23/2016,IGAR,Champion Pacific Indonesia Tbk.,230,235,216,235,64800
02/23/2016,IIKP,Inti Agri Resources Tbk,2920,3100,2920,3100,1100
02/23/2016,IKAI,Intikeramik Alamasri Industri Tbk.,124,124,124,124,0
02/23/2016,IKBI,Sumi Indo Kabel Tbk.,1040,1040,1040,1040,400
02/23/2016,IMAS,Indomobil Sukses Internasional Tbk.,2145,2145,2145,2145,100
02/23/2016,IMJS,Indomobil Multi Jasa Tbk.,440,440,440,440,0
02/23/2016,IMPC,Impack Pratama Industri Tbk.,9275,9275,9250,9250,201300
02/23/2016,INAF,Indofarma Tbk.,313,317,299,303,1584800
02/23/2016,INAI,Indal Aluminium Industry Tbk.,420,420,420,420,5000
02/23/2016,INCI,Intanwijaya Internasional Tbk,310,310,300,300,800
02/23/2016,INCO,Vale Indonesia Tbk.,1620,1650,1525,1525,20902900
02/23/2016,INDF,Indofood Sukses Makmur Tbk.,6825,6850,6750,6775,9197200
02/23/2016,INDR,Indo-Rama Synthetics Tbk.,715,715,680,680,1000
02/23/2016,INDS,Indospring Tbk.,359,361,352,360,53200
02/23/2016,INDX,Tanah Laut Tbk,121,130,120,122,5200
02/23/2016,INDY,Indika Energy Tbk.,130,135,125,126,28531600
02/23/2016,INKP,Indah Kiat Pulp & Paper Tbk.,870,870,860,865,1486000
02/23/2016,INPC,Bank Artha Graha Internasional Tbk.,70,71,69,69,164200
02/23/2016,INPP,Indonesian Paradise Property Tbk.,368,369,367,367,827500
02/23/2016,INRU,Toba Pulp Lestari Tbk.,350,350,350,350,0
02/23/2016,INTA,Intraco Penta Tbk.,249,250,249,249,15000
