<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
09/13/2016,AALI,Astra Agro Lestari Tbk.,16375,16375,15800,15900,947000
09/13/2016,ABBA,Mahaka Media Tbk.,50,50,50,50,0
09/13/2016,ABDA,Asuransi Bina Dana Arta Tbk.,6200,6200,6200,6200,0
09/13/2016,ABMM,ABM Investama Tbk.,2140,2140,2140,2140,400
09/13/2016,ACES,Ace Hardware Indonesia Tbk.,965,965,945,945,1899200
09/13/2016,ACST,Acset Indonusa Tbk.,2930,2930,2890,2930,90800
09/13/2016,ADES,Akasha Wira International Tbk.,1300,1335,1300,1300,14900
09/13/2016,ADHI,Adhi Karya (Persero) Tbk.,2630,2640,2560,2560,15800400
09/13/2016,ADMF,Adira Dinamika Multi Finance Tbk.,6000,6025,6000,6000,108300
09/13/2016,ADMG,Polychem Indonesia Tbk,174,177,164,168,1428800
09/13/2016,ADRO,Adaro Energy Tbk.,1250,1250,1150,1165,51705000
09/13/2016,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,310,312,286,286,9923900
09/13/2016,AGRS,Bank Agris Tbk.,97,97,97,97,100
09/13/2016,AHAP,Asuransi Harta Aman Pratama Tbk.,172,172,172,172,0
09/13/2016,AIMS,Akbar Indo Makmur Stimec Tbk,250,250,250,250,100
09/13/2016,AISA,Tiga Pilar Sejahtera Food Tbk.,2130,2130,1995,2000,3287200
09/13/2016,AKKU,Alam Karya Unggul Tbk.,195,195,195,195,0
09/13/2016,AKPI,Argha Karya Prima Industry Tbk.,860,860,860,860,0
09/13/2016,AKRA,AKR Corporindo Tbk.,6800,6900,6450,6450,2471900
09/13/2016,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
09/13/2016,ALDO,Alkindo Naratama Tbk.,725,725,725,725,33500
09/13/2016,ALKA,Alakasa Industrindo Tbk,300,300,250,250,600
09/13/2016,ALMI,Alumindo Light Metal Industry Tbk.,183,183,183,183,50000
09/13/2016,ALTO,Tri Banyan Tirta Tbk.,328,330,328,330,167300
09/13/2016,AMAG,Asuransi Multi Artha Guna Tbk.,338,340,330,330,32800
09/13/2016,AMFG,Asahimas Flat Glass Tbk.,6700,6700,6700,6700,2200
09/13/2016,AMIN,Ateliers Mecaniques D Indonesie Tbk.,185,185,185,185,0
09/13/2016,AMRT,Sumber Alfaria Trijaya Tbk.,570,570,570,570,0
09/13/2016,ANJT,Austindo Nusantara Jaya Tbk.,1785,1785,1785,1785,0
09/13/2016,ANTM,Aneka Tambang (Persero) Tbk.,690,690,645,645,74147700
09/13/2016,APEX,Apexindo Pratama Duta Tbk.,3270,3270,3260,3260,66100
09/13/2016,APIC,Pacific Strategic Financial Tbk.,590,590,570,570,1240200
09/13/2016,APII,Arita Prima Indonesia Tbk.,368,368,368,368,0
09/13/2016,APLI,Asiaplast Industries Tbk.,75,75,72,72,142900
09/13/2016,APLN,Agung Podomoro Land Tbk.,312,318,306,310,34865400
09/13/2016,APOL,Arpeni Pratama Ocean Line Tbk.,58,58,58,58,0
