<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
10/24/2016,AALI,Astra Agro Lestari Tbk.,14950,15500,14950,15325,1724400
10/24/2016,ABBA,Mahaka Media Tbk.,50,50,50,50,0
10/24/2016,ABDA,Asuransi Bina Dana Arta Tbk.,7500,7500,7500,7500,0
10/24/2016,ABMM,ABM Investama Tbk.,2260,2320,2210,2300,5000
10/24/2016,ACES,Ace Hardware Indonesia Tbk.,880,880,850,875,4090400
10/24/2016,ACST,Acset Indonusa Tbk.,2910,2950,2830,2950,588900
10/24/2016,ADES,Akasha Wira International Tbk.,1205,1220,1205,1220,13100
10/24/2016,ADHI,Adhi Karya (Persero) Tbk.,2310,2320,2280,2300,8025600
10/24/2016,ADMF,Adira Dinamika Multi Finance Tbk.,6150,6200,6150,6200,52700
10/24/2016,ADMG,Polychem Indonesia Tbk,134,142,134,139,177400
10/24/2016,ADRO,Adaro Energy Tbk.,1500,1540,1495,1525,26332800
10/24/2016,AGII,Aneka Gas Industri Tbk.,1135,1140,1105,1125,21230500
10/24/2016,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,278,304,278,296,48835200
10/24/2016,AGRS,Bank Agris Tbk.,88,93,88,92,1400
10/24/2016,AHAP,Asuransi Harta Aman Pratama Tbk.,175,175,175,175,5000
10/24/2016,AIMS,Akbar Indo Makmur Stimec Tbk,268,268,268,268,0
10/24/2016,AISA,Tiga Pilar Sejahtera Food Tbk.,2160,2260,2130,2260,6776000
10/24/2016,AKKU,Alam Karya Unggul Tbk.,268,268,268,268,0
10/24/2016,AKPI,Argha Karya Prima Industry Tbk.,855,855,855,855,0
10/24/2016,AKRA,AKR Corporindo Tbk.,6625,6825,6600,6800,4560600
10/24/2016,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
10/24/2016,ALDO,Alkindo Naratama Tbk.,610,610,610,610,0
10/24/2016,ALKA,Alakasa Industrindo Tbk,268,268,268,268,0
10/24/2016,ALMI,Alumindo Light Metal Industry Tbk.,185,185,185,185,0
10/24/2016,ALTO,Tri Banyan Tirta Tbk.,330,330,328,328,219900
10/24/2016,AMAG,Asuransi Multi Artha Guna Tbk.,370,374,354,370,94800
10/24/2016,AMFG,Asahimas Flat Glass Tbk.,6875,6875,6875,6875,0
10/24/2016,AMIN,Ateliers Mecaniques D Indonesie Tbk.,216,218,212,218,604000
10/24/2016,AMRT,Sumber Alfaria Trijaya Tbk.,510,510,505,510,657300
10/24/2016,ANJT,Austindo Nusantara Jaya Tbk.,1990,1990,1990,1990,0
10/24/2016,ANTM,Aneka Tambang (Persero) Tbk.,820,840,820,840,95607700
10/24/2016,APEX,Apexindo Pratama Duta Tbk.,2750,2790,2750,2760,135600
10/24/2016,APIC,Pacific Strategic Financial Tbk.,204,210,202,204,291300
10/24/2016,APII,Arita Prima Indonesia Tbk.,362,362,362,362,0
10/24/2016,APLI,Asiaplast Industries Tbk.,99,104,96,98,382900
10/24/2016,APLN,Agung Podomoro Land Tbk.,290,304,290,300,38117900
10/24/2016,APOL,Arpeni Pratama Ocean Line Tbk.,58,58,58,58,0
10/24/2016,ARGO,Argo Pantes Tbk,900,900,900,900,0
10/24/2016,ARII,Atlas Resources Tbk.,500,500,500,500,0
10/24/2016,ARNA,Arwana Citramulia Tbk.,595,620,595,605,2499700
10/24/2016,ARTA,Arthavest Tbk,300,300,300,300,0
10/24/2016,ARTI,Ratu Prabu Energi Tbk,55,55,55,55,0
10/24/2016,ARTO,Bank Artos Indonesia Tbk.,145,145,145,145,0
10/24/2016,ASBI,Asuransi Bintang Tbk.,312,312,282,290,4400
10/24/2016,ASDM,Asuransi Dayin Mitra Tbk.,905,950,900,950,1300
10/24/2016,ASGR,Astra Graphia Tbk.,1990,1990,1990,1990,100
10/24/2016,ASII,Astra International Tbk.,8425,8425,8250,8300,20644900
10/24/2016,ASJT,Asuransi Jasa Tania Tbk.,238,240,238,240,500
10/24/2016,ASMI,Asuransi Kresna Mitra Tbk.,460,460,452,452,2332100
10/24/2016,ASRI,Alam Sutera Realty Tbk.,462,468,460,466,41894000
10/24/2016,ASRM,Asuransi Ramayana Tbk.,2100,2100,2100,2100,0
10/24/2016,ASSA,Adi Sarana Armada Tbk.,194,194,191,192,904400
10/24/2016,ATIC,Anabatic Technologies Tbk.,700,705,700,700,43100
10/24/2016,ATPK,Bara Jaya Internasional Tbk.,194,194,194,194,0
10/24/2016,AUTO,Astra Otoparts Tbk.,2280,2280,2270,2280,21600
10/24/2016,BABP,Bank MNC Internasional Tbk.,69,71,68,70,11158300
10/24/2016,BACA,Bank Capital Indonesia Tbk.,192,212,192,200,11848000
10/24/2016,BAJA,Saranacentral Bajatama Tbk.,336,350,332,336,5442700
10/24/2016,BALI,Bali Towerindo Sentra Tbk.,950,955,940,955,32500
10/24/2016,BAPA,Bekasi Asri Pemula Tbk.,50,51,50,50,74800
10/24/2016,BATA,Sepatu Bata Tbk.,730,750,730,750,17700
10/24/2016,BAYU,Bayu Buana Tbk,930,930,930,930,0
10/24/2016,BBCA,Bank Central Asia Tbk.,15875,15875,15550,15675,12907900
10/24/2016,BBHI,Bank Harda Internasional Tbk.,72,72,72,72,200
10/24/2016,BBKP,Bank Bukopin Tbk.,660,675,655,660,9104300
10/24/2016,BBLD,Buana Finance Tbk.,1000,1000,1000,1000,0
10/24/2016,BBMD,Bank Mestika Dharma Tbk.,1570,1570,1570,1570,0
10/24/2016,BBNI,Bank Negara Indonesia (Persero) Tbk.,5425,5500,5425,5450,6452000
10/24/2016,BBNP,Bank Nusantara Parahyangan Tbk.,1910,1910,1910,1910,0
10/24/2016,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,12225,12275,12150,12200,10070300
10/24/2016,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,51,52,50,51,35000
10/24/2016,BBTN,Bank Tabungan Negara (Persero) Tbk.,1935,1950,1930,1940,5512500
10/24/2016,BBYB,Bank Yudha Bhakti Tbk.,300,302,296,296,189800
10/24/2016,BCAP,MNC Kapital Indonesia Tbk.,1565,1565,1565,1565,0
10/24/2016,BCIC,Bank JTrust Indonesia Tbk.,50,50,50,50,0
10/24/2016,BCIP,Bumi Citra Permai Tbk.,432,432,432,432,0
10/24/2016,BDMN,Bank Danamon Indonesia Tbk.,3950,3980,3910,3980,771600
10/24/2016,BEKS,Bank Pembangunan Daerah Banten Tbk.,54,57,54,55,326377200
10/24/2016,BEST,Bekasi Fajar Industrial Estate Tbk.,342,344,330,334,137967300
10/24/2016,BFIN,BFI Finance  Indonesia Tbk.,3300,3300,3300,3300,1800
10/24/2016,BGTG,Bank Ganesha Tbk.,91,91,85,85,56800
10/24/2016,BHIT,MNC Investama Tbk.,143,144,141,142,16066300
10/24/2016,BIKA,Binakarya Jaya Abadi Tbk.,494,505,480,482,5188000
10/24/2016,BIMA,Primarindo Asia Infrastructure Tbk.,179,179,179,179,0
10/24/2016,BINA,Bank Ina Perdana Tbk.,216,216,216,216,0
10/24/2016,BIPI,Benakat Integra Tbk.,50,50,50,50,2500
10/24/2016,BIPP,Bhuwanatala Indah Permai Tbk.,92,92,91,91,174800
10/24/2016,BIRD,Blue Bird Tbk.,3130,3130,3050,3100,657400
10/24/2016,BISI,BISI International Tbk.,1915,1950,1910,1950,791500
10/24/2016,BJBR,Bank Pembangunan Daerah Jawa Barat dan Banten Tbk,1730,1740,1675,1675,6891900
10/24/2016,BJTM,Bank Pembangunan Daerah Jawa Timur Tbk.,545,565,540,555,64406100
10/24/2016,BKDP,Bukit Darmo Property Tbk,75,75,75,75,0
10/24/2016,BKSL,Sentul City Tbk.,93,95,93,93,138443400
10/24/2016,BKSW,Bank QNB Indonesia Tbk.,340,358,340,358,1100
