<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
10/20/2015,AALI,Astra Agro Lestari Tbk.,18950,19700,18950,19275,1811000
10/20/2015,ABBA,Mahaka Media Tbk.,50,51,50,51,27000
10/20/2015,ABDA,Asuransi Bina Dana Arta Tbk.,7100,7100,7100,7100,200
10/20/2015,ABMM,ABM Investama Tbk.,2825,2825,2825,2825,0
10/20/2015,ACES,Ace Hardware Indonesia Tbk.,700,700,670,675,7195700
10/20/2015,ACST,Acset Indonusa Tbk.,3885,4200,3840,4200,318600
10/20/2015,ADES,Akasha Wira International Tbk.,1015,1025,1015,1020,42200
10/20/2015,ADHI,Adhi Karya (Persero) Tbk.,2070,2235,2050,2235,114607900
10/20/2015,ADMF,Adira Dinamika Multi Finance Tbk.,3895,3895,3890,3890,7500
10/20/2015,ADMG,Polychem Indonesia Tbk,93,96,93,94,851300
10/20/2015,ADRO,Adaro Energy Tbk.,640,695,640,670,65585400
10/20/2015,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,87,98,87,90,1692700
10/20/2015,AGRS,Bank Agris Tbk.,120,120,120,120,0
10/20/2015,AHAP,Asuransi Harta Aman Pratama Tbk.,148,148,148,148,0
10/20/2015,AIMS,Akbar Indo Makmur Stimec Tbk,420,420,420,420,0
10/20/2015,AISA,Tiga Pilar Sejahtera Food Tbk.,1545,1545,1530,1540,1312300
10/20/2015,AKKU,Alam Karya Unggul Tbk.,305,305,305,305,0
10/20/2015,AKPI,Argha Karya Prima Industry Tbk.,800,800,800,800,0
10/20/2015,AKRA,AKR Corporindo Tbk.,6100,6100,6000,6025,2650700
10/20/2015,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
10/20/2015,ALDO,Alkindo Naratama Tbk.,690,690,690,690,45900
10/20/2015,ALKA,Alakasa Industrindo Tbk,421,421,421,421,0
10/20/2015,ALMI,Alumindo Light Metal Industry Tbk.,218,219,214,216,21300
10/20/2015,ALTO,Tri Banyan Tirta Tbk.,325,330,325,330,26600
10/20/2015,AMAG,Asuransi Multi Artha Guna Tbk.,365,366,365,365,16500
10/20/2015,AMFG,Asahimas Flat Glass Tbk.,6300,6600,6300,6575,9400
10/20/2015,AMRT,Sumber Alfaria Trijaya Tbk.,530,535,530,535,254900
10/20/2015,ANJT,Austindo Nusantara Jaya Tbk.,1610,1610,1610,1610,0
10/20/2015,ANTM,Aneka Tambang (Persero) Tbk.,428,431,420,424,49671500
10/20/2015,APEX,Apexindo Pratama Duta Tbk.,3330,3330,3330,3330,3800
10/20/2015,APIC,Pacific Strategic Financial Tbk.,550,575,550,575,15723200
10/20/2015,APII,Arita Prima Indonesia Tbk.,187,200,187,200,5100
10/20/2015,APLI,Asiaplast Industries Tbk.,76,76,76,76,0
10/20/2015,APLN,Agung Podomoro Land Tbk.,305,305,297,299,4751100
10/20/2015,APOL,Arpeni Pratama Ocean Line Tbk.,58,58,58,58,0
10/20/2015,ARGO,Argo Pantes Tbk,900,900,900,900,0
10/20/2015,ARII,Atlas Resources Tbk.,400,415,400,415,152500
10/20/2015,ARNA,Arwana Citramulia Tbk.,500,500,489,492,416300
10/20/2015,ARTA,Arthavest Tbk,269,269,269,269,100
10/20/2015,ARTI,Ratu Prabu Energi Tbk,235,240,227,234,90686500
10/20/2015,ASBI,Asuransi Bintang Tbk.,440,440,440,440,0
10/20/2015,ASDM,Asuransi Dayin Mitra Tbk.,1000,1000,1000,1000,0
10/20/2015,ASGR,Astra Graphia Tbk.,1745,1745,1685,1695,123600
10/20/2015,ASII,Astra International Tbk.,6500,6525,6350,6350,17780900
10/20/2015,ASJT,Asuransi Jasa Tania Tbk.,130,130,130,130,0
10/20/2015,ASMI,Asuransi Kresna Mitra Tbk.,905,935,905,925,1212000
10/20/2015,ASRI,Alam Sutera Realty Tbk.,384,393,379,380,126215800
10/20/2015,ASRM,Asuransi Ramayana Tbk.,2160,2160,2160,2160,8600
10/20/2015,ASSA,Adi Sarana Armada Tbk.,112,115,112,115,612500
10/20/2015,ATIC,Anabatic Technologies Tbk.,720,755,720,750,3565100
10/20/2015,ATPK,Bara Jaya Internasional Tbk.,194,194,194,194,0
10/20/2015,AUTO,Astra Otoparts Tbk.,1610,1620,1610,1615,771100
10/20/2015,BABP,Bank MNC Internasional Tbk.,72,73,71,71,3405400
10/20/2015,BACA,Bank Capital Indonesia Tbk.,158,159,157,158,2837200
10/20/2015,BAJA,Saranacentral Bajatama Tbk.,103,106,103,103,307700
10/20/2015,BALI,Bali Towerindo Sentra Tbk.,745,760,725,750,65300
10/20/2015,BAPA,Bekasi Asri Pemula Tbk.,50,50,50,50,0
10/20/2015,BATA,Sepatu Bata Tbk.,1065,1065,1065,1065,0
