<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
10/27/2016,AALI,Astra Agro Lestari Tbk.,15750,15800,15400,15625,1330000
10/27/2016,ABBA,Mahaka Media Tbk.,50,50,50,50,5000
10/27/2016,ABDA,Asuransi Bina Dana Arta Tbk.,7500,7500,7500,7500,0
10/27/2016,ABMM,ABM Investama Tbk.,2200,2320,2200,2320,17200
10/27/2016,ACES,Ace Hardware Indonesia Tbk.,870,875,855,875,2113300
10/27/2016,ACST,Acset Indonusa Tbk.,3100,3200,3050,3200,547100
10/27/2016,ADES,Akasha Wira International Tbk.,1240,1240,1175,1220,38600
10/27/2016,ADHI,Adhi Karya (Persero) Tbk.,2210,2230,2140,2150,22762800
10/27/2016,ADMF,Adira Dinamika Multi Finance Tbk.,6300,6325,6300,6300,82700
10/27/2016,ADMG,Polychem Indonesia Tbk,141,146,135,140,1547500
10/27/2016,ADRO,Adaro Energy Tbk.,1590,1605,1535,1550,60630600
10/27/2016,AGII,Aneka Gas Industri Tbk.,1125,1135,1120,1120,16615600
10/27/2016,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,304,304,292,292,7789100
10/27/2016,AGRS,Bank Agris Tbk.,85,89,85,86,1600
10/27/2016,AHAP,Asuransi Harta Aman Pratama Tbk.,180,180,180,180,0
10/27/2016,AIMS,Akbar Indo Makmur Stimec Tbk,260,260,260,260,500
10/27/2016,AISA,Tiga Pilar Sejahtera Food Tbk.,2270,2280,2230,2270,2223800
10/27/2016,AKKU,Alam Karya Unggul Tbk.,224,224,224,224,0
10/27/2016,AKPI,Argha Karya Prima Industry Tbk.,855,855,855,855,0
10/27/2016,AKRA,AKR Corporindo Tbk.,6825,6900,6750,6900,2905100
10/27/2016,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
10/27/2016,ALDO,Alkindo Naratama Tbk.,610,610,610,610,0
10/27/2016,ALKA,Alakasa Industrindo Tbk,268,268,268,268,0
10/27/2016,ALMI,Alumindo Light Metal Industry Tbk.,182,182,182,182,0
10/27/2016,ALTO,Tri Banyan Tirta Tbk.,328,330,328,330,203600
10/27/2016,AMAG,Asuransi Multi Artha Guna Tbk.,368,370,362,368,459900
10/27/2016,AMFG,Asahimas Flat Glass Tbk.,6550,6725,6500,6650,60700
10/27/2016,AMIN,Ateliers Mecaniques D Indonesie Tbk.,234,238,208,236,1154600
10/27/2016,AMRT,Sumber Alfaria Trijaya Tbk.,500,500,496,500,503700
10/27/2016,ANJT,Austindo Nusantara Jaya Tbk.,1990,1990,1990,1990,0
10/27/2016,ANTM,Aneka Tambang (Persero) Tbk.,840,900,840,875,427882900
10/27/2016,APEX,Apexindo Pratama Duta Tbk.,2700,2730,2670,2670,141300
10/27/2016,APIC,Pacific Strategic Financial Tbk.,208,242,204,238,3769200
10/27/2016,APII,Arita Prima Indonesia Tbk.,362,362,362,362,0
10/27/2016,APLI,Asiaplast Industries Tbk.,100,102,97,99,71400
10/27/2016,APLN,Agung Podomoro Land Tbk.,290,292,286,290,7786300
10/27/2016,APOL,Arpeni Pratama Ocean Line Tbk.,58,58,58,58,0
10/27/2016,ARGO,Argo Pantes Tbk,900,900,900,900,0
10/27/2016,ARII,Atlas Resources Tbk.,450,500,450,500,3100
10/27/2016,ARNA,Arwana Citramulia Tbk.,620,635,620,630,39136600
10/27/2016,ARTA,Arthavest Tbk,300,300,300,300,0
10/27/2016,ARTI,Ratu Prabu Energi Tbk,55,73,53,63,69038000
10/27/2016,ARTO,Bank Artos Indonesia Tbk.,155,155,155,155,0
10/27/2016,ASBI,Asuransi Bintang Tbk.,354,354,316,338,38300
10/27/2016,ASDM,Asuransi Dayin Mitra Tbk.,950,950,950,950,100
