<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
02/04/2015,AALI,Astra Agro Lestari Tbk.,23625,23900,23575,23625,1339800
02/04/2015,ABBA,Mahaka Media Tbk.,59,76,58,74,4909500
02/04/2015,ABDA,Asuransi Bina Dana Arta Tbk.,6550,6550,6550,6550,15700
02/04/2015,ABMM,ABM Investama Tbk.,2925,2925,2925,2925,0
02/04/2015,ACES,Ace Hardware Indonesia Tbk.,750,760,750,750,18813700
02/04/2015,ACST,Acset Indonusa Tbk.,4495,4500,4200,4275,770600
02/04/2015,ADES,Akasha Wira International Tbk.,1380,1385,1365,1375,61700
02/04/2015,ADHI,Adhi Karya (Persero) Tbk.,3254,3284,2885,2893,242983083
02/04/2015,ADMF,Adira Dinamika Multi Finance Tbk.,6850,6875,6850,6850,19600
02/04/2015,ADMG,Polychem Indonesia Tbk,153,156,151,154,331200
02/04/2015,ADRO,Adaro Energy Tbk.,1005,1025,995,1000,176723100
02/04/2015,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,103,104,101,101,1181833
02/04/2015,AGRS,Bank Agris Tbk.,130,132,129,132,233300
02/04/2015,AHAP,Asuransi Harta Aman Pratama Tbk.,194,194,194,194,0
02/04/2015,AIMS,Akbar Indo Makmur Stimec Tbk,420,420,420,420,100
02/04/2015,AISA,Tiga Pilar Sejahtera Food Tbk.,2070,2085,2025,2025,9553200
02/04/2015,AKKU,Alam Karya Unggul Tbk.,305,305,305,305,0
02/04/2015,AKPI,Argha Karya Prima Industry Tbk.,800,800,800,800,0
02/04/2015,AKRA,AKR Corporindo Tbk.,4635,4645,4585,4590,8669100
02/04/2015,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
02/04/2015,ALDO,Alkindo Naratama Tbk.,730,735,730,735,290500
02/04/2015,ALKA,Alakasa Industrindo Tbk,900,900,900,900,0
02/04/2015,ALMI,Alumindo Light Metal Industry Tbk.,245,245,240,240,465900
02/04/2015,ALTO,Tri Banyan Tirta Tbk.,341,346,341,342,2036600
02/04/2015,AMAG,Asuransi Multi Artha Guna Tbk.,237,237,234,234,2992200
02/04/2015,AMFG,Asahimas Flat Glass Tbk.,8300,8300,8275,8275,39400
02/04/2015,AMRT,Sumber Alfaria Trijaya Tbk.,475,475,470,474,891600
02/04/2015,ANJT,Austindo Nusantara Jaya Tbk.,1200,1200,1200,1200,0
02/04/2015,ANTM,Aneka Tambang (Persero) Tbk.,890,903,882,882,25973805
02/04/2015,APEX,Apexindo Pratama Duta Tbk.,3325,3325,3325,3325,0
02/04/2015,APIC,Pacific Strategic Financial Tbk.,540,545,540,540,14267600
02/04/2015,APII,Arita Prima Indonesia Tbk.,430,430,430,430,0
02/04/2015,APLI,Asiaplast Industries Tbk.,71,73,71,72,139300
02/04/2015,APLN,Agung Podomoro Land Tbk.,462,479,462,473,100701800
02/04/2015,APOL,Arpeni Pratama Ocean Line Tbk.,74,76,71,71,32305000
02/04/2015,ARGO,Argo Pantes Tbk,1150,1150,1150,1150,0
02/04/2015,ARII,Atlas Resources Tbk.,423,423,423,423,50100
02/04/2015,ARNA,Arwana Citramulia Tbk.,995,1000,945,945,6441600
02/04/2015,ARTA,Arthavest Tbk,226,226,226,226,0
02/04/2015,ARTI,Ratu Prabu Energi Tbk,100,101,99,99,1605700
02/04/2015,ASBI,Asuransi Bintang Tbk.,800,800,775,775,3000
02/04/2015,ASDM,Asuransi Dayin Mitra Tbk.,1000,1000,1000,1000,0
02/04/2015,ASGR,Astra Graphia Tbk.,1830,1850,1825,1835,151900
02/04/2015,ASII,Astra International Tbk.,7700,7725,7625,7725,28775500
02/04/2015,ASJT,Asuransi Jasa Tania Tbk.,151,154,150,150,4819400
02/04/2015,ASMI,Asuransi Kresna Mitra Tbk.,625,625,620,625,1411900
02/04/2015,ASRI,Alam Sutera Realty Tbk.,610,620,595,595,138252600
02/04/2015,ASRM,Asuransi Ramayana Tbk.,1245,1245,1245,1245,0
02/04/2015,ASSA,Adi Sarana Armada Tbk.,162,168,156,158,14959600
02/04/2015,ATPK,Bara Jaya Internasional Tbk.,196,196,195,195,41400
02/04/2015,AUTO,Astra Otoparts Tbk.,3800,3800,3770,3770,13700
02/04/2015,BABP,Bank MNC Internasional Tbk.,88,89,86,88,7445900
02/04/2015,BACA,Bank Capital Indonesia Tbk.,109,112,108,108,577700
02/04/2015,BAEK,Bank Ekonomi Raharja Tbk.,2000,2000,2000,2000,4000
02/04/2015,BAJA,Saranacentral Bajatama Tbk.,250,250,243,243,536100
02/04/2015,BALI,Bali Towerindo Sentra Tbk.,399,399,399,399,2500
02/04/2015,BAPA,Bekasi Asri Pemula Tbk.,51,51,50,50,200
02/04/2015,BATA,Sepatu Bata Tbk.,1030,1040,1030,1030,51200
02/04/2015,BAYU,Bayu Buana Tbk,985,985,985,985,1000
02/04/2015,BBCA,Bank Central Asia Tbk.,13525,14000,13475,13900,27261200
02/04/2015,BBKP,Bank Bukopin Tbk.,785,785,780,785,3207800
02/04/2015,BBLD,Buana Finance Tbk.,755,755,755,755,0
02/04/2015,BBMD,Bank Mestika Dharma Tbk.,1600,1600,1600,1600,0
02/04/2015,BBNI,Bank Negara Indonesia (Persero) Tbk.,6500,6825,6450,6500,43160800
02/04/2015,BBNP,Bank Nusantara Parahyangan Tbk.,2310,2310,2310,2310,0
02/04/2015,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,11875,11925,11725,11775,39058400
02/04/2015,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,175,175,175,175,700
02/04/2015,BBTN,Bank Tabungan Negara (Persero) Tbk.,1010,1015,995,1000,67743500
02/04/2015,BBYB,Bank Yudha Bhakti Tbk.,122,122,108,108,1838300
02/04/2015,BCAP,MNC Kapital Indonesia Tbk.,958,978,958,978,939250
02/04/2015,BCIC,Bank JTrust Indonesia Tbk.,50,50,50,50,0
02/04/2015,BCIP,Bumi Citra Permai Tbk.,790,820,790,805,45032000
02/04/2015,BDMN,Bank Danamon Indonesia Tbk.,4800,4920,4780,4800,2671800
02/04/2015,BEKS,Bank Pembangunan Daerah Banten Tbk.,71,73,71,71,33600
02/04/2015,BEST,Bekasi Fajar Industrial Estate Tbk.,730,735,715,715,28600300
02/04/2015,BFIN,BFI Finance  Indonesia Tbk.,2800,2800,2800,2800,0
02/04/2015,BHIT,MNC Investama Tbk.,280,280,274,278,11551800
02/04/2015,BIMA,Primarindo Asia Infrastructure Tbk.,700,700,700,700,0
02/04/2015,BINA,Bank Ina Perdana Tbk.,255,280,255,275,28700
02/04/2015,BIPI,Benakat Integra Tbk.,115,116,111,111,14289400
02/04/2015,BIPP,Bhuwanatala Indah Permai Tbk.,102,102,99,99,1434481
02/04/2015,BIRD,Blue Bird Tbk.,10425,10450,10000,10025,1001100
02/04/2015,BISI,BISI International Tbk.,1080,1190,1080,1150,12252000
02/04/2015,BJBR,Bank Pembangunan Daerah Jawa Barat dan Banten Tbk,840,860,835,855,49846800
02/04/2015,BJTM,Bank Pembangunan Daerah Jawa Timur Tbk.,535,560,535,550,41537200
02/04/2015,BKDP,Bukit Darmo Property Tbk,115,115,108,113,24671200
02/04/2015,BKSL,Sentul City Tbk.,115,117,113,114,99012000
02/04/2015,BKSW,Bank QNB Indonesia Tbk.,420,420,420,420,0
02/04/2015,BLTA,Berlian Laju Tanker Tbk,196,196,196,196,0
02/04/2015,BLTZ,Graha Layar Prima Tbk.,2900,2900,2900,2900,0
02/04/2015,BMAS,Bank Maspion Indonesia Tbk.,390,390,390,390,0
02/04/2015,BMRI,Bank Mandiri (Persero) Tbk.,11400,11450,11200,11375,33951000
02/04/2015,BMSR,Bintang Mitra Semestaraya Tbk,150,150,150,150,200
02/04/2015,BMTR,Global Mediacom Tbk.,1840,1900,1835,1865,15729600
02/04/2015,BNBA,Bank Bumi Arta Tbk.,165,165,165,165,0
02/04/2015,BNBR,Bakrie & Brothers Tbk,50,50,50,50,1200
02/04/2015,BNGA,Bank CIMB Niaga Tbk.,825,830,820,825,191200
02/04/2015,BNII,Bank Maybank Indonesia Tbk.,201,202,197,199,784900
02/04/2015,BNLI,Bank Permata Tbk.,1560,1570,1550,1565,25700
02/04/2015,BORN,Borneo Lumbung Energi & Metal Tbk.,50,50,50,50,1106200
02/04/2015,BPFI,Batavia Prosperindo Finance Tbk.,550,550,550,550,0
02/04/2015,BPII,Batavia Prosperindo Internasional Tbk.,1400,1400,1400,1400,0
02/04/2015,BRAM,Indo Kordsa Tbk.,6125,6125,6125,6125,0
02/04/2015,BRAU,Berau Coal Energy Tbk.,76,78,75,75,17943400
02/04/2015,BRMS,Bumi Resources Minerals Tbk.,264,268,256,264,3270900
02/04/2015,BRNA,Berlina Tbk.,695,695,675,680,62600
02/04/2015,BRPT,Barito Pacific Tbk.,303,305,295,297,265800
02/04/2015,BSDE,Bumi Serpong Damai Tbk.,2100,2130,2025,2045,47572800
02/04/2015,BSIM,Bank Sinarmas Tbk.,355,355,345,345,115900
02/04/2015,BSSR,Baramulti Suksessarana Tbk.,1590,1590,1590,1590,0
02/04/2015,BSWD,Bank Of India Indonesia Tbk.,2565,2565,2565,2565,0
02/04/2015,BTEK,Bumi Teknokultura Unggul Tbk,1220,1220,1215,1215,7597600
02/04/2015,BTEL,Bakrie Telecom Tbk.,50,50,50,50,100
02/04/2015,BTON,Betonjaya Manunggal Tbk.,505,560,505,560,200
02/04/2015,BTPN,Bank Tabungan Pensiunan Nasional Tbk.,4000,4100,4000,4100,36100
02/04/2015,BUDI,Budi Starch & Sweetener Tbk.,101,102,101,101,8800
02/04/2015,BULL,Buana Listya Tama Tbk.,400,400,400,400,0
02/04/2015,BUMI,Bumi Resources Tbk.,106,106,101,102,222628300
02/04/2015,BUVA,Bukit Uluwatu Villa Tbk.,530,530,530,530,20000
02/04/2015,BVIC,Bank Victoria International Tbk.,119,119,118,119,72500
02/04/2015,BWPT,Eagle High Plantations Tbk.,350,352,343,346,24923200
02/04/2015,BYAN,Bayan Resources Tbk.,7500,7500,7025,7300,8900
02/04/2015,CANI,Capitol Nusantara Indonesia Tbk.,264,264,264,264,0
02/04/2015,CASS,Cardig Aero Services Tbk.,1200,1200,1200,1200,1398300
02/04/2015,CEKA,Wilmar Cahaya Indonesia Tbk.,720,723,675,723,12400
02/04/2015,CENT,Centratama Telekomunikasi Indonesia Tbk.,197,197,197,197,57750
02/04/2015,CFIN,Clipan Finance Indonesia Tbk.,425,426,425,425,625100
02/04/2015,CINT,Chitose Internasional Tbk.,352,352,351,352,2116200
02/04/2015,CITA,Cita Mineral Investindo Tbk.,940,940,940,940,0
02/04/2015,CKRA,Cakra Mineral Tbk.,161,163,150,154,552800
02/04/2015,CLPI,Colorpak Indonesia Tbk.,800,800,795,795,8800
02/04/2015,CMNP,Citra Marga Nusaphala Persada Tbk.,2576,2600,2504,2552,290875
02/04/2015,CMPP,Rimau Multi Putra Pratama Tbk.,140,140,140,140,100
02/04/2015,CNKO,Exploitasi Energi Indonesia Tbk.,114,116,109,110,5974100
02/04/2015,CNTB,Saham Seri B ( Centex Tbk ),5000,5000,5000,5000,0
02/04/2015,CNTX,Century Textile Industry Tbk.,17475,17475,17475,17475,0
02/04/2015,COWL,Cowell Development Tbk.,625,640,620,635,15199900
02/04/2015,CPGT,Citra Maharlika Nusantara Corpora Tbk.,98,98,96,98,3248100
02/04/2015,CPIN,Charoen Pokphand Indonesia Tbk,3810,3815,3740,3780,24155700
02/04/2015,CPRO,Central Proteina Prima Tbk.,119,120,113,114,125852000
02/04/2015,CSAP,Catur Sentosa Adiprana Tbk.,595,600,585,590,7327900
02/04/2015,CTBN,Citra Tubindo Tbk.,6000,6000,5350,5350,600
02/04/2015,CTRA,Ciputra Development Tbk.,1515,1545,1490,1510,24917000
02/04/2015,CTRP,Ciputra Property Tbk.,835,850,820,825,6647000
02/04/2015,CTRS,Ciputra Surya Tbk.,2950,3020,2950,3000,524000
02/04/2015,CTTH,Citatah Tbk.,70,70,70,70,60000
02/04/2015,DAJK,Dwi Aneka Jaya Kemasindo Tbk.,760,765,755,755,1826300
02/04/2015,DART,Duta Anggada Realty Tbk.,755,785,755,780,98500
02/04/2015,DEFI,Danasupra Erapacific Tbk,1250,1250,1250,1250,0
02/04/2015,DEWA,Darma Henwa Tbk,50,50,50,50,200
02/04/2015,DGIK,Nusa Konstruksi Enjiniring Tbk.,179,183,175,177,5219200
02/04/2015,DILD,Intiland Development Tbk.,630,640,615,625,54899500
02/04/2015,DKFT,Central Omega Resources Tbk.,397,397,397,397,0
02/04/2015,DLTA,Delta Djakarta Tbk.,325100,325100,325000,325000,600
02/04/2015,DNAR,Bank Dinar Indonesia Tbk.,162,168,160,160,212800
02/04/2015,DNET,Indoritel Makmur Internasional Tbk.,930,930,915,925,203500
02/04/2015,DOID,Delta Dunia Makmur Tbk.,155,159,152,152,15755100
02/04/2015,DPNS,Duta Pertiwi Nusantara Tbk.,345,345,345,345,0
02/04/2015,DSFI,Dharma Samudera Fishing Industries Tbk.,173,175,165,167,9577800
02/04/2015,DSNG,Dharma Satya Nusantara Tbk.,838,845,838,845,17770500
02/04/2015,DSSA,Dian Swastatika Sentosa Tbk,12900,12900,12900,12900,0
02/04/2015,DUTI,Duta Pertiwi Tbk,5200,5200,5200,5200,0
02/04/2015,DVLA,Darya-Varia Laboratoria Tbk.,1550,1550,1550,1550,1000
02/04/2015,DYAN,Dyandra Media International Tbk.,124,124,113,113,3938400
02/04/2015,ECII,Electronic City Indonesia Tbk.,1030,1030,1030,1030,163400
02/04/2015,EKAD,Ekadharma International Tbk.,520,535,510,530,404200
02/04/2015,ELSA,Elnusa Tbk.,615,630,600,605,80011000
02/04/2015,ELTY,Bakrieland Development Tbk.,50,50,50,50,2400
02/04/2015,EMDE,Megapolitan Developments Tbk.,125,125,125,125,0
02/04/2015,EMTK,Elang Mahkota Teknologi Tbk.,9200,9475,9050,9050,49300
02/04/2015,ENRG,Energi Mega Persada Tbk.,105,107,104,104,69960400
02/04/2015,EPMT,Enseval Putera Megatrading Tbk.,2995,2995,2995,2995,0
02/04/2015,ERAA,Erajaya Swasembada Tbk.,1190,1215,1175,1180,16006300
02/04/2015,ERTX,Eratex Djaja Tbk.,700,700,700,700,0
02/04/2015,ESSA,Surya Esa Perkasa Tbk.,2695,2695,2600,2695,2900
02/04/2015,ESTI,Ever Shine Tex Tbk.,200,200,200,200,0
02/04/2015,ETWA,Eterindo Wahanatama Tbk,225,225,225,225,500
02/04/2015,EXCL,XL Axiata Tbk.,4710,4890,4700,4890,3545100
02/04/2015,FAST,Fast Food Indonesia Tbk.,1700,1710,1605,1710,77800
02/04/2015,FASW,Fajar Surya Wisesa Tbk.,1670,1675,1665,1665,209500
02/04/2015,FISH,FKS Multi Agro Tbk.,1750,1750,1750,1750,0
02/04/2015,FMII,Fortune Mate Indonesia Tbk,447,449,447,449,600000
02/04/2015,FORU,Fortune Indonesia Tbk,710,710,710,710,1200
02/04/2015,FPNI,Lotte Chemical Titan Tbk.,87,97,87,97,161100
02/04/2015,FREN,Smartfren Telecom Tbk.,84,84,80,82,5454400
02/04/2015,GAMA,Gading Development Tbk.,50,50,50,50,95600
02/04/2015,GDST,Gunawan Dianjaya Steel Tbk.,96,96,92,94,323100
02/04/2015,GDYR,Goodyear Indonesia Tbk.,1620,1620,1620,1620,0
02/04/2015,GEMA,Gema Grahasarana Tbk.,320,335,315,335,50000
02/04/2015,GEMS,Golden Energy Mines Tbk.,1945,1945,1945,1945,0
02/04/2015,GGRM,Gudang Garam Tbk.,56000,56400,55150,55450,734900
02/04/2015,GIAA,Garuda Indonesia (Persero) Tbk.,565,570,555,560,16006300
02/04/2015,GJTL,Gajah Tunggal Tbk.,1480,1480,1410,1435,4677800
02/04/2015,GLOB,Global Teleshop Tbk.,1000,1035,1000,1035,1000
02/04/2015,GMCW,Grahamas Citrawisata Tbk.,860,860,860,860,0
02/04/2015,GMTD,Gowa Makassar Tourism Development Tbk.,6500,6500,6500,6500,0
02/04/2015,GOLD,Visi Telekomunikasi Infrastruktur Tbk.,300,300,300,300,0
02/04/2015,GOLL,Golden Plantation Tbk.,202,208,202,202,715400
