<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
03/31/2015,AALI,Astra Agro Lestari Tbk.,23800,24300,23800,24300,994900
03/31/2015,ABBA,Mahaka Media Tbk.,55,55,52,53,656100
03/31/2015,ABDA,Asuransi Bina Dana Arta Tbk.,6775,6825,6775,6825,15200
03/31/2015,ABMM,ABM Investama Tbk.,2740,2800,2740,2800,246300
03/31/2015,ACES,Ace Hardware Indonesia Tbk.,730,740,725,735,22883600
03/31/2015,ACST,Acset Indonusa Tbk.,5500,5500,5375,5400,450600
03/31/2015,ADES,Akasha Wira International Tbk.,1400,1400,1375,1375,20100
03/31/2015,ADHI,Adhi Karya (Persero) Tbk.,2605,2622,2592,2592,25967559
03/31/2015,ADMF,Adira Dinamika Multi Finance Tbk.,6250,6325,6150,6300,13100
03/31/2015,ADMG,Polychem Indonesia Tbk,131,134,131,134,348800
03/31/2015,ADRO,Adaro Energy Tbk.,970,970,950,950,45247600
03/31/2015,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,105,106,104,104,1959067
03/31/2015,AGRS,Bank Agris Tbk.,148,148,148,148,100
03/31/2015,AHAP,Asuransi Harta Aman Pratama Tbk.,180,180,180,180,0
03/31/2015,AIMS,Akbar Indo Makmur Stimec Tbk,330,330,330,330,800
03/31/2015,AISA,Tiga Pilar Sejahtera Food Tbk.,2100,2110,2095,2095,3493400
03/31/2015,AKKU,Alam Karya Unggul Tbk.,305,305,305,305,0
03/31/2015,AKPI,Argha Karya Prima Industry Tbk.,680,680,680,680,0
03/31/2015,AKRA,AKR Corporindo Tbk.,5100,5200,5075,5125,6504900
03/31/2015,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
03/31/2015,ALDO,Alkindo Naratama Tbk.,725,725,725,725,88500
03/31/2015,ALKA,Alakasa Industrindo Tbk,900,900,900,900,100
03/31/2015,ALMI,Alumindo Light Metal Industry Tbk.,255,255,255,255,0
03/31/2015,ALTO,Tri Banyan Tirta Tbk.,348,348,346,347,1681100
03/31/2015,AMAG,Asuransi Multi Artha Guna Tbk.,237,237,231,237,852600
03/31/2015,AMFG,Asahimas Flat Glass Tbk.,7500,7700,7500,7700,142600
03/31/2015,AMRT,Sumber Alfaria Trijaya Tbk.,570,575,560,570,5133200
03/31/2015,ANJT,Austindo Nusantara Jaya Tbk.,1180,1180,1180,1180,750000
03/31/2015,ANTM,Aneka Tambang (Persero) Tbk.,727,731,722,727,6831180
03/31/2015,APEX,Apexindo Pratama Duta Tbk.,3325,3325,3325,3325,0
03/31/2015,APIC,Pacific Strategic Financial Tbk.,545,555,545,555,15003900
03/31/2015,APII,Arita Prima Indonesia Tbk.,390,390,380,380,110000
03/31/2015,APLI,Asiaplast Industries Tbk.,79,79,76,79,16500
03/31/2015,APLN,Agung Podomoro Land Tbk.,440,441,430,440,41909300
