<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
04/21/2016,AALI,Astra Agro Lestari Tbk.,16000,16300,16000,16050,1511800
04/21/2016,ABBA,Mahaka Media Tbk.,50,50,50,50,0
04/21/2016,ABDA,Asuransi Bina Dana Arta Tbk.,7950,7950,7950,7950,0
04/21/2016,ABMM,ABM Investama Tbk.,2735,2735,2735,2735,0
04/21/2016,ACES,Ace Hardware Indonesia Tbk.,855,870,840,850,6570700
04/21/2016,ACST,Acset Indonusa Tbk.,3720,3720,3600,3650,52600
04/21/2016,ADES,Akasha Wira International Tbk.,1040,1040,1040,1040,300
04/21/2016,ADHI,Adhi Karya (Persero) Tbk.,2840,2885,2820,2855,42462800
04/21/2016,ADMF,Adira Dinamika Multi Finance Tbk.,3605,3650,3585,3650,56900
04/21/2016,ADMG,Polychem Indonesia Tbk,104,105,103,103,922900
04/21/2016,ADRO,Adaro Energy Tbk.,730,760,725,750,128642400
04/21/2016,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,112,119,111,113,15179200
04/21/2016,AGRS,Bank Agris Tbk.,93,99,93,96,100500
04/21/2016,AHAP,Asuransi Harta Aman Pratama Tbk.,178,178,162,178,21000
04/21/2016,AIMS,Akbar Indo Makmur Stimec Tbk,315,315,315,315,0
04/21/2016,AISA,Tiga Pilar Sejahtera Food Tbk.,1190,1215,1190,1200,3550200
04/21/2016,AKKU,Alam Karya Unggul Tbk.,200,200,143,144,2800
04/21/2016,AKPI,Argha Karya Prima Industry Tbk.,895,895,895,895,0
04/21/2016,AKRA,AKR Corporindo Tbk.,6675,6725,6600,6650,9283200
04/21/2016,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
04/21/2016,ALDO,Alkindo Naratama Tbk.,735,735,735,735,222500
04/21/2016,ALKA,Alakasa Industrindo Tbk,160,160,160,160,0
04/21/2016,ALMI,Alumindo Light Metal Industry Tbk.,185,185,185,185,0
04/21/2016,ALTO,Tri Banyan Tirta Tbk.,325,325,325,325,10000
04/21/2016,AMAG,Asuransi Multi Artha Guna Tbk.,350,350,350,350,0
