<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
04/24/2015,AALI,Astra Agro Lestari Tbk.,23500,23500,22000,22000,2067300
04/24/2015,ABBA,Mahaka Media Tbk.,53,53,50,50,274800
04/24/2015,ABDA,Asuransi Bina Dana Arta Tbk.,7050,7100,7050,7100,5800
04/24/2015,ABMM,ABM Investama Tbk.,2770,2770,2765,2765,2800
04/24/2015,ACES,Ace Hardware Indonesia Tbk.,690,695,675,680,29226300
04/24/2015,ACST,Acset Indonusa Tbk.,5050,5175,5000,5050,358600
04/24/2015,ADES,Akasha Wira International Tbk.,1380,1380,1375,1375,12900
04/24/2015,ADHI,Adhi Karya (Persero) Tbk.,2579,2609,2524,2524,30899845
04/24/2015,ADMF,Adira Dinamika Multi Finance Tbk.,6225,6275,6200,6250,5600
04/24/2015,ADMG,Polychem Indonesia Tbk,138,139,136,137,687000
04/24/2015,ADRO,Adaro Energy Tbk.,985,985,955,970,24627700
04/24/2015,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,101,102,99,99,2880733
04/24/2015,AGRS,Bank Agris Tbk.,144,145,140,145,14700
04/24/2015,AHAP,Asuransi Harta Aman Pratama Tbk.,179,179,179,179,0
04/24/2015,AIMS,Akbar Indo Makmur Stimec Tbk,420,420,420,420,0
04/24/2015,AISA,Tiga Pilar Sejahtera Food Tbk.,1780,1810,1770,1770,2121500
04/24/2015,AKKU,Alam Karya Unggul Tbk.,305,305,305,305,0
04/24/2015,AKPI,Argha Karya Prima Industry Tbk.,640,640,640,640,1000
04/24/2015,AKRA,AKR Corporindo Tbk.,5300,5350,5125,5150,10030600
04/24/2015,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
04/24/2015,ALDO,Alkindo Naratama Tbk.,725,725,720,725,199500
04/24/2015,ALKA,Alakasa Industrindo Tbk,900,900,900,900,0
04/24/2015,ALMI,Alumindo Light Metal Industry Tbk.,231,243,231,231,23500
04/24/2015,ALTO,Tri Banyan Tirta Tbk.,348,348,348,348,0
04/24/2015,AMAG,Asuransi Multi Artha Guna Tbk.,359,374,352,365,90825200
04/24/2015,AMFG,Asahimas Flat Glass Tbk.,7050,7050,7000,7050,29200
04/24/2015,AMRT,Sumber Alfaria Trijaya Tbk.,525,540,525,540,546200
04/24/2015,ANJT,Austindo Nusantara Jaya Tbk.,1000,1000,1000,1000,2349000
04/24/2015,ANTM,Aneka Tambang (Persero) Tbk.,735,735,722,727,6952061
04/24/2015,APEX,Apexindo Pratama Duta Tbk.,3325,3325,3325,3325,0
04/24/2015,APIC,Pacific Strategic Financial Tbk.,540,540,540,540,14243200
04/24/2015,APII,Arita Prima Indonesia Tbk.,330,330,330,330,0
04/24/2015,APLI,Asiaplast Industries Tbk.,85,85,73,82,6700
04/24/2015,APLN,Agung Podomoro Land Tbk.,432,440,432,438,5969700
04/24/2015,APOL,Arpeni Pratama Ocean Line Tbk.,58,58,58,58,0
04/24/2015,ARGO,Argo Pantes Tbk,1150,1150,1150,1150,0
04/24/2015,ARII,Atlas Resources Tbk.,418,418,408,413,228000
04/24/2015,ARNA,Arwana Citramulia Tbk.,660,660,525,535,37963700
04/24/2015,ARTA,Arthavest Tbk,224,224,224,224,100
04/24/2015,ARTI,Ratu Prabu Energi Tbk,84,87,84,84,201600
04/24/2015,ASBI,Asuransi Bintang Tbk.,465,465,465,465,0
04/24/2015,ASDM,Asuransi Dayin Mitra Tbk.,880,880,880,880,0
04/24/2015,ASGR,Astra Graphia Tbk.,2160,2205,2150,2200,493800
04/24/2015,ASII,Astra International Tbk.,7975,8000,7800,7875,23973400
04/24/2015,ASJT,Asuransi Jasa Tania Tbk.,147,147,147,147,283400
04/24/2015,ASMI,Asuransi Kresna Mitra Tbk.,745,745,735,740,925300
04/24/2015,ASRI,Alam Sutera Realty Tbk.,670,680,670,670,45731800
04/24/2015,ASRM,Asuransi Ramayana Tbk.,1200,1200,1200,1200,30500
04/24/2015,ASSA,Adi Sarana Armada Tbk.,153,153,143,147,4190400
04/24/2015,ATPK,Bara Jaya Internasional Tbk.,205,208,205,208,595900
04/24/2015,AUTO,Astra Otoparts Tbk.,3240,3270,3215,3255,57600
04/24/2015,BABP,Bank MNC Internasional Tbk.,106,108,104,104,22143800
04/24/2015,BACA,Bank Capital Indonesia Tbk.,225,227,223,223,10055400
04/24/2015,BAEK,Bank Ekonomi Raharja Tbk.,2100,2100,2100,2100,0
04/24/2015,BAJA,Saranacentral Bajatama Tbk.,205,206,203,205,162000
04/24/2015,BALI,Bali Towerindo Sentra Tbk.,495,495,495,495,0
04/24/2015,BAPA,Bekasi Asri Pemula Tbk.,50,50,50,50,0
04/24/2015,BATA,Sepatu Bata Tbk.,1170,1170,1170,1170,0
04/24/2015,BAYU,Bayu Buana Tbk,1040,1040,970,1015,25400
04/24/2015,BBCA,Bank Central Asia Tbk.,14900,15000,14850,14900,10309800
04/24/2015,BBKP,Bank Bukopin Tbk.,705,715,705,710,3433900
04/24/2015,BBLD,Buana Finance Tbk.,1500,1500,1500,1500,0
04/24/2015,BBMD,Bank Mestika Dharma Tbk.,1600,1600,1600,1600,0
04/24/2015,BBNI,Bank Negara Indonesia (Persero) Tbk.,7125,7125,6950,6950,35049200
04/24/2015,BBNP,Bank Nusantara Parahyangan Tbk.,2310,2310,2310,2310,0
04/24/2015,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,13075,13100,12925,12950,29965200
04/24/2015,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,135,135,135,135,0
04/24/2015,BBTN,Bank Tabungan Negara (Persero) Tbk.,1155,1170,1155,1155,10264000
04/24/2015,BBYB,Bank Yudha Bhakti Tbk.,94,95,94,95,92200
