<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
08/13/2014,AALI,Astra Agro Lestari Tbk.,26250,26325,26200,26275,1175900
08/13/2014,ABBA,Mahaka Media Tbk.,76,80,72,77,96100
08/13/2014,ABDA,Asuransi Bina Dana Arta Tbk.,5450,5450,5450,5450,0
08/13/2014,ABMM,ABM Investama Tbk.,2700,2700,2700,2700,100000
08/13/2014,ACES,Ace Hardware Indonesia Tbk.,900,915,895,900,13727300
08/13/2014,ACST,Acset Indonusa Tbk.,2830,2860,2780,2780,255700
08/13/2014,ADES,Akasha Wira International Tbk.,1660,1660,1655,1660,82100
08/13/2014,ADHI,Adhi Karya (Persero) Tbk.,2711,2732,2690,2702,36937706
08/13/2014,ADMF,Adira Dinamika Multi Finance Tbk.,11175,11200,11075,11100,21200
08/13/2014,ADMG,Polychem Indonesia Tbk,205,208,204,204,140800
08/13/2014,ADRO,Adaro Energy Tbk.,1270,1285,1270,1285,27476300
08/13/2014,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,111,115,108,112,7323400
08/13/2014,AHAP,Asuransi Harta Aman Pratama Tbk.,180,180,180,180,0
08/13/2014,AIMS,Akbar Indo Makmur Stimec Tbk,430,430,430,430,100
08/13/2014,AISA,Tiga Pilar Sejahtera Food Tbk.,2465,2485,2450,2460,4903100
08/13/2014,AKKU,Alam Karya Unggul Tbk.,305,305,305,305,0
08/13/2014,AKPI,Argha Karya Prima Industry Tbk.,790,790,790,790,0
08/13/2014,AKRA,AKR Corporindo Tbk.,4680,4800,4675,4800,8653000
08/13/2014,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
08/13/2014,ALDO,Alkindo Naratama Tbk.,715,730,715,725,5066400
08/13/2014,ALKA,Alakasa Industrindo Tbk,600,600,600,600,0
08/13/2014,ALMI,Alumindo Light Metal Industry Tbk.,345,345,345,345,911500
08/13/2014,ALTO,Tri Banyan Tirta Tbk.,351,359,350,359,102900
08/13/2014,AMAG,Asuransi Multi Artha Guna Tbk.,240,244,240,243,250700
08/13/2014,AMFG,Asahimas Flat Glass Tbk.,8300,8300,8150,8150,41900
08/13/2014,AMRT,Sumber Alfaria Trijaya Tbk.,493,494,493,494,14200
08/13/2014,ANJT,Austindo Nusantara Jaya Tbk.,1225,1225,1225,1225,4500
08/13/2014,ANTM,Aneka Tambang (Persero) Tbk.,1050,1054,1046,1046,11993905
08/13/2014,APEX,Apexindo Pratama Duta Tbk.,3775,3775,3775,3775,4900
08/13/2014,APIC,Pacific Strategic Financial Tbk.,555,560,550,560,19696500
08/13/2014,APII,Arita Prima Indonesia Tbk.,250,250,250,250,88000
08/13/2014,APLI,Asiaplast Industries Tbk.,73,73,73,73,0
08/13/2014,APLN,Agung Podomoro Land Tbk.,350,351,345,351,12917000
08/13/2014,APOL,Arpeni Pratama Ocean Line Tbk.,50,50,50,50,0
08/13/2014,ARGO,Argo Pantes Tbk,1150,1150,1150,1150,0
08/13/2014,ARII,Atlas Resources Tbk.,296,296,296,296,0
08/13/2014,ARNA,Arwana Citramulia Tbk.,1010,1015,1010,1015,1939800
08/13/2014,ARTA,Arthavest Tbk,229,229,229,229,0
08/13/2014,ARTI,Ratu Prabu Energi Tbk,162,164,161,162,6062300
08/13/2014,ASBI,Asuransi Bintang Tbk.,700,710,700,710,10200
08/13/2014,ASDM,Asuransi Dayin Mitra Tbk.,880,880,880,880,300
08/13/2014,ASGR,Astra Graphia Tbk.,2195,2195,2190,2190,120300
08/13/2014,ASIA,Asia Natural Resources Tbk,50,50,50,50,0
08/13/2014,ASII,Astra International Tbk.,7700,7725,7650,7725,18753300
08/13/2014,ASJT,Asuransi Jasa Tania Tbk.,300,300,300,300,0
08/13/2014,ASMI,Asuransi Kresna Mitra Tbk.,505,505,497,499,1013600
08/13/2014,ASRI,Alam Sutera Realty Tbk.,535,545,530,545,64965700
08/13/2014,ASRM,Asuransi Ramayana Tbk.,1000,1000,1000,1000,2800
08/13/2014,ASSA,Adi Sarana Armada Tbk.,221,223,217,217,472600
08/13/2014,ATPK,Bara Jaya Internasional Tbk.,250,250,235,235,10651400
08/13/2014,AUTO,Astra Otoparts Tbk.,3900,3905,3900,3905,32900
08/13/2014,BABP,Bank MNC Internasional Tbk.,110,110,109,109,58084250
08/13/2014,BACA,Bank Capital Indonesia Tbk.,91,91,91,91,0
08/13/2014,BAEK,Bank Ekonomi Raharja Tbk.,1800,1800,1800,1800,0
08/13/2014,BAJA,Saranacentral Bajatama Tbk.,510,510,510,510,0
08/13/2014,BALI,Bali Towerindo Sentra Tbk.,427,460,427,460,7000
08/13/2014,BAPA,Bekasi Asri Pemula Tbk.,54,54,52,52,11100
08/13/2014,BATA,Sepatu Bata Tbk.,975,975,940,970,400
08/13/2014,BAYU,Bayu Buana Tbk,625,740,625,740,64400
08/13/2014,BBCA,Bank Central Asia Tbk.,11750,11775,11625,11750,10298400
08/13/2014,BBKP,Bank Bukopin Tbk.,720,730,715,725,7080400
08/13/2014,BBLD,Buana Finance Tbk.,1925,1925,1925,1925,0
08/13/2014,BBMD,Bank Mestika Dharma Tbk.,1500,1500,1495,1495,1985300
08/13/2014,BBNI,Bank Negara Indonesia (Persero) Tbk.,5125,5150,5075,5150,25980400
08/13/2014,BBNP,Bank Nusantara Parahyangan Tbk.,1480,1480,1480,1480,0
08/13/2014,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,10925,10925,10800,10925,26166900
08/13/2014,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,190,190,190,190,0
08/13/2014,BBTN,Bank Tabungan Negara (Persero) Tbk.,1180,1195,1165,1180,57808500
08/13/2014,BCAP,MNC Kapital Indonesia Tbk.,899,899,889,889,51850
08/13/2014,BCIC,Bank JTrust Indonesia Tbk.,50,50,50,50,0
08/13/2014,BCIP,Bumi Citra Permai Tbk.,620,645,620,625,30613400
08/13/2014,BDMN,Bank Danamon Indonesia Tbk.,3865,3920,3865,3910,6104900
08/13/2014,BEKS,Bank Pembangunan Daerah Banten Tbk.,82,85,82,85,80000
08/13/2014,BEST,Bekasi Fajar Industrial Estate Tbk.,595,620,590,615,38808200
08/13/2014,BFIN,BFI Finance  Indonesia Tbk.,2300,2300,2300,2300,0
08/13/2014,BHIT,MNC Investama Tbk.,370,373,369,371,20758100
08/13/2014,BIMA,Primarindo Asia Infrastructure Tbk.,700,700,700,700,0
08/13/2014,BINA,Bank Ina Perdana Tbk.,255,255,255,255,0
08/13/2014,BIPI,Benakat Integra Tbk.,119,122,119,121,71100500
08/13/2014,BIPP,Bhuwanatala Indah Permai Tbk.,94,95,94,95,163126
08/13/2014,BISI,BISI International Tbk.,515,530,515,520,2984400
08/13/2014,BJBR,Bank Pembangunan Daerah Jawa Barat dan Banten Tbk,855,860,845,845,28250400
08/13/2014,BJTM,Bank Pembangunan Daerah Jawa Timur Tbk.,436,436,433,436,5144100
08/13/2014,BKDP,Bukit Darmo Property Tbk,77,78,75,78,865200
08/13/2014,BKSL,Sentul City Tbk.,125,126,123,125,124872500
08/13/2014,BKSW,Bank QNB Indonesia Tbk.,360,360,360,360,0
08/13/2014,BLTA,Berlian Laju Tanker Tbk,196,196,196,196,0
08/13/2014,BLTZ,Graha Layar Prima Tbk.,3090,3100,3000,3000,2000
08/13/2014,BMAS,Bank Maspion Indonesia Tbk.,343,343,343,343,0
08/13/2014,BMRI,Bank Mandiri (Persero) Tbk.,10350,10500,10350,10500,13002000
08/13/2014,BMSR,Bintang Mitra Semestaraya Tbk,150,150,150,150,0
08/13/2014,BMTR,Global Mediacom Tbk.,1820,1825,1790,1825,15064200
08/13/2014,BNBA,Bank Bumi Arta Tbk.,152,152,152,152,50000
08/13/2014,BNBR,Bakrie & Brothers Tbk,50,50,50,50,200000
08/13/2014,BNGA,Bank CIMB Niaga Tbk.,1005,1005,995,1000,502000
08/13/2014,BNII,Bank Maybank Indonesia Tbk.,295,297,291,295,7442000
08/13/2014,BNLI,Bank Permata Tbk.,1340,1380,1340,1380,200
08/13/2014,BORN,Borneo Lumbung Energi & Metal Tbk.,97,97,97,97,0
08/13/2014,BPFI,Batavia Prosperindo Finance Tbk.,473,483,473,483,87429
08/13/2014,BPII,Batavia Prosperindo Internasional Tbk.,545,545,535,535,25000
08/13/2014,BRAM,Indo Kordsa Tbk.,3000,3000,3000,3000,0
08/13/2014,BRAU,Berau Coal Energy Tbk.,113,116,111,112,24689000
08/13/2014,BRMS,Bumi Resources Minerals Tbk.,270,273,266,269,7589600
08/13/2014,BRNA,Berlina Tbk.,700,700,700,700,2045400
08/13/2014,BRPT,Barito Pacific Tbk.,289,289,287,289,210200
08/13/2014,BSDE,Bumi Serpong Damai Tbk.,1630,1630,1615,1630,12050900
08/13/2014,BSIM,Bank Sinarmas Tbk.,280,280,280,280,200
08/13/2014,BSSR,Baramulti Suksessarana Tbk.,1680,1685,1680,1685,5300
08/13/2014,BSWD,Bank Of India Indonesia Tbk.,5417,5417,5417,5417,0
08/13/2014,BTEK,Bumi Teknokultura Unggul Tbk,1440,1440,1380,1440,1562100
08/13/2014,BTEL,Bakrie Telecom Tbk.,50,50,50,50,200
08/13/2014,BTON,Betonjaya Manunggal Tbk.,471,472,471,472,3200
08/13/2014,BTPN,Bank Tabungan Pensiunan Nasional Tbk.,4210,4210,4200,4200,25800
08/13/2014,BUDI,Budi Starch & Sweetener Tbk.,117,117,116,116,105600
08/13/2014,BULL,Buana Listya Tama Tbk.,400,400,400,400,0
08/13/2014,BUMI,Bumi Resources Tbk.,186,192,184,186,83578400
08/13/2014,BUVA,Bukit Uluwatu Villa Tbk.,605,605,600,600,60500
08/13/2014,BVIC,Bank Victoria International Tbk.,123,124,120,122,1092600
08/13/2014,BWPT,Eagle High Plantations Tbk.,939,948,919,923,20748700
08/13/2014,BYAN,Bayan Resources Tbk.,6775,6800,6775,6800,26500
08/13/2014,CANI,Capitol Nusantara Indonesia Tbk.,255,256,254,254,356000
08/13/2014,CASS,Cardig Aero Services Tbk.,1080,1080,1080,1080,22200
08/13/2014,CEKA,Wilmar Cahaya Indonesia Tbk.,930,935,925,925,256800
08/13/2014,CENT,Centratama Telekomunikasi Indonesia Tbk.,190,190,188,190,28350
08/13/2014,CFIN,Clipan Finance Indonesia Tbk.,426,426,421,421,112500
08/13/2014,CINT,Chitose Internasional Tbk.,381,381,379,380,2952600
08/13/2014,CITA,Cita Mineral Investindo Tbk.,940,940,940,940,0
08/13/2014,CKRA,Cakra Mineral Tbk.,199,199,199,199,0
08/13/2014,CLPI,Colorpak Indonesia Tbk.,725,730,720,720,38100
08/13/2014,CMNP,Citra Marga Nusaphala Persada Tbk.,3400,3400,3240,3352,33875
08/13/2014,CMPP,Rimau Multi Putra Pratama Tbk.,175,175,175,175,0
08/13/2014,CNKO,Exploitasi Energi Indonesia Tbk.,193,198,188,193,5897400
08/13/2014,CNTB,Saham Seri B ( Centex Tbk ),5000,5000,5000,5000,0
08/13/2014,CNTX,Century Textile Industry Tbk.,10000,10000,10000,10000,0
08/13/2014,COWL,Cowell Development Tbk.,585,585,570,580,19956100
08/13/2014,CPGT,Citra Maharlika Nusantara Corpora Tbk.,87,87,85,87,48237900
08/13/2014,CPIN,Charoen Pokphand Indonesia Tbk,4000,4070,3985,4070,11500300
08/13/2014,CPRO,Central Proteina Prima Tbk.,50,50,50,50,0
08/13/2014,CSAP,Catur Sentosa Adiprana Tbk.,705,765,700,730,2889800
08/13/2014,CTBN,Citra Tubindo Tbk.,5550,5550,5550,5550,0
08/13/2014,CTRA,Ciputra Development Tbk.,1230,1235,1215,1235,3813100
