<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
01/13/2016,AALI,Astra Agro Lestari Tbk.,16575,16800,16300,16375,851800
01/13/2016,ABBA,Mahaka Media Tbk.,50,50,50,50,100
01/13/2016,ABDA,Asuransi Bina Dana Arta Tbk.,7500,7500,7500,7500,0
01/13/2016,ABMM,ABM Investama Tbk.,2850,2850,2850,2850,230400
01/13/2016,ACES,Ace Hardware Indonesia Tbk.,760,810,760,805,12486900
01/13/2016,ACST,Acset Indonusa Tbk.,3200,3200,3040,3195,77400
01/13/2016,ADES,Akasha Wira International Tbk.,1030,1030,1010,1010,10600
01/13/2016,ADHI,Adhi Karya (Persero) Tbk.,2395,2430,2375,2380,43178200
01/13/2016,ADMF,Adira Dinamika Multi Finance Tbk.,3350,3350,3275,3285,44200
01/13/2016,ADMG,Polychem Indonesia Tbk,88,88,87,87,591000
01/13/2016,ADRO,Adaro Energy Tbk.,481,488,473,473,33103100
01/13/2016,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,95,95,90,90,3125600
01/13/2016,AGRS,Bank Agris Tbk.,82,82,82,82,100
01/13/2016,AHAP,Asuransi Harta Aman Pratama Tbk.,190,190,190,190,0
01/13/2016,AIMS,Akbar Indo Makmur Stimec Tbk,420,420,420,420,0
01/13/2016,AISA,Tiga Pilar Sejahtera Food Tbk.,1205,1215,1165,1170,8316600
01/13/2016,AKKU,Alam Karya Unggul Tbk.,250,250,250,250,0
01/13/2016,AKPI,Argha Karya Prima Industry Tbk.,1150,1150,945,945,200
01/13/2016,AKRA,AKR Corporindo Tbk.,7350,7375,7175,7200,8090700
01/13/2016,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
01/13/2016,ALDO,Alkindo Naratama Tbk.,725,730,725,725,79600
01/13/2016,ALKA,Alakasa Industrindo Tbk,650,675,650,675,300
01/13/2016,ALMI,Alumindo Light Metal Industry Tbk.,193,198,193,198,3200
01/13/2016,ALTO,Tri Banyan Tirta Tbk.,327,327,327,327,5000
01/13/2016,AMAG,Asuransi Multi Artha Guna Tbk.,360,365,360,365,13900
01/13/2016,AMFG,Asahimas Flat Glass Tbk.,6550,6550,6550,6550,0
01/13/2016,AMIN,Ateliers Mecaniques D Indonesie Tbk.,125,126,125,125,171400
01/13/2016,AMRT,Sumber Alfaria Trijaya Tbk.,600,640,600,600,3576200
01/13/2016,ANJT,Austindo Nusantara Jaya Tbk.,1700,1700,1700,1700,200
01/13/2016,ANTM,Aneka Tambang (Persero) Tbk.,307,307,301,301,31152000
01/13/2016,APEX,Apexindo Pratama Duta Tbk.,3330,3330,3330,3330,0
01/13/2016,APIC,Pacific Strategic Financial Tbk.,645,645,640,645,1821600
01/13/2016,APII,Arita Prima Indonesia Tbk.,242,262,242,262,200
01/13/2016,APLI,Asiaplast Industries Tbk.,58,58,58,58,100
01/13/2016,APLN,Agung Podomoro Land Tbk.,319,324,312,315,2673500
01/13/2016,APOL,Arpeni Pratama Ocean Line Tbk.,58,58,58,58,0
01/13/2016,ARGO,Argo Pantes Tbk,900,900,900,900,0
01/13/2016,ARII,Atlas Resources Tbk.,423,423,423,423,0
01/13/2016,ARNA,Arwana Citramulia Tbk.,480,480,465,475,3923600
01/13/2016,ARTA,Arthavest Tbk,380,380,342,342,2800
01/13/2016,ARTI,Ratu Prabu Energi Tbk,179,180,178,180,1390700
01/13/2016,ARTO,Bank Artos Indonesia Tbk.,174,179,158,161,7038900
01/13/2016,ASBI,Asuransi Bintang Tbk.,328,328,328,328,14100
01/13/2016,ASDM,Asuransi Dayin Mitra Tbk.,1145,1145,1145,1145,0
01/13/2016,ASGR,Astra Graphia Tbk.,1800,1800,1755,1755,4500
01/13/2016,ASII,Astra International Tbk.,5975,6000,5900,5900,55453200
01/13/2016,ASJT,Asuransi Jasa Tania Tbk.,169,169,169,169,0
01/13/2016,ASMI,Asuransi Kresna Mitra Tbk.,1205,1205,1190,1190,939600
01/13/2016,ASRI,Alam Sutera Realty Tbk.,333,337,331,331,24867000
01/13/2016,ASRM,Asuransi Ramayana Tbk.,2200,2200,2200,2200,0
01/13/2016,ASSA,Adi Sarana Armada Tbk.,102,102,96,98,610500
01/13/2016,ATIC,Anabatic Technologies Tbk.,665,670,665,670,2976500
01/13/2016,ATPK,Bara Jaya Internasional Tbk.,194,194,194,194,0
01/13/2016,AUTO,Astra Otoparts Tbk.,1620,1620,1580,1595,1953800
01/13/2016,BABP,Bank MNC Internasional Tbk.,65,66,61,63,799800
01/13/2016,BACA,Bank Capital Indonesia Tbk.,156,156,141,150,44900
01/13/2016,BAJA,Saranacentral Bajatama Tbk.,85,86,84,85,74100
01/13/2016,BALI,Bali Towerindo Sentra Tbk.,860,860,825,860,17500
01/13/2016,BAPA,Bekasi Asri Pemula Tbk.,51,51,51,51,0
01/13/2016,BATA,Sepatu Bata Tbk.,920,920,920,920,100
01/13/2016,BAYU,Bayu Buana Tbk,1125,1125,1125,1125,0
01/13/2016,BBCA,Bank Central Asia Tbk.,13225,13300,13150,13175,15317400
01/13/2016,BBHI,Bank Harda Internasional Tbk.,120,120,120,120,0
01/13/2016,BBKP,Bank Bukopin Tbk.,665,670,660,665,540100
01/13/2016,BBLD,Buana Finance Tbk.,1250,1250,1250,1250,0
01/13/2016,BBMD,Bank Mestika Dharma Tbk.,1560,1560,1560,1560,0
01/13/2016,BBNI,Bank Negara Indonesia (Persero) Tbk.,4990,5025,4945,4985,25416000
01/13/2016,BBNP,Bank Nusantara Parahyangan Tbk.,1860,1860,1860,1860,0
01/13/2016,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,11675,11700,11575,11600,13700700
01/13/2016,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,50,50,50,50,200
01/13/2016,BBTN,Bank Tabungan Negara (Persero) Tbk.,1340,1375,1335,1370,33275400
01/13/2016,BBYB,Bank Yudha Bhakti Tbk.,170,186,169,171,1013200
01/13/2016,BCAP,MNC Kapital Indonesia Tbk.,1635,1635,1575,1595,6900
01/13/2016,BCIC,Bank JTrust Indonesia Tbk.,50,50,50,50,0
01/13/2016,BCIP,Bumi Citra Permai Tbk.,780,780,770,770,15586700
01/13/2016,BDMN,Bank Danamon Indonesia Tbk.,3000,3100,2970,3080,2065100
01/13/2016,BEKS,Bank Pundi Indonesia Tbk.,52,61,52,58,59260900
01/13/2016,BEST,Bekasi Fajar Industrial Estate Tbk.,280,286,276,283,20289800
01/13/2016,BFIN,BFI Finance  Indonesia Tbk.,2600,2600,2600,2600,300
01/13/2016,BHIT,MNC Investama Tbk.,156,159,151,152,3607800
01/13/2016,BIKA,Binakarya Jaya Abadi Tbk.,1970,1990,1965,1985,13775700
01/13/2016,BIMA,Primarindo Asia Infrastructure Tbk.,350,350,350,350,0
01/13/2016,BINA,Bank Ina Perdana Tbk.,290,295,290,290,7400
01/13/2016,BIPI,Benakat Integra Tbk.,50,50,50,50,0
01/13/2016,BIPP,Bhuwanatala Indah Permai Tbk.,80,87,80,85,22400
01/13/2016,BIRD,Blue Bird Tbk.,6700,6700,6700,6700,200
01/13/2016,BISI,BISI International Tbk.,1300,1325,1295,1300,728100
01/13/2016,BJBR,Bank Pembangunan Daerah Jawa Barat dan Banten Tbk,810,840,805,835,24725000
01/13/2016,BJTM,Bank Pembangunan Daerah Jawa Timur Tbk.,449,454,440,443,5416400
01/13/2016,BKDP,Bukit Darmo Property Tbk,89,89,89,89,0
01/13/2016,BKSL,Sentul City Tbk.,58,59,57,57,7160600
01/13/2016,BKSW,Bank QNB Indonesia Tbk.,299,299,284,284,6900
01/13/2016,BLTA,Berlian Laju Tanker Tbk,196,196,196,196,0
01/13/2016,BLTZ,Graha Layar Prima Tbk.,4500,4500,4500,4500,0
01/13/2016,BMAS,Bank Maspion Indonesia Tbk.,400,400,400,400,0
01/13/2016,BMRI,Bank Mandiri (Persero) Tbk.,9275,9450,9200,9350,33049600
01/13/2016,BMSR,Bintang Mitra Semestaraya Tbk,350,350,350,350,0
01/13/2016,BMTR,Global Mediacom Tbk.,940,940,910,920,19246700
01/13/2016,BNBA,Bank Bumi Arta Tbk.,174,174,173,173,253500
01/13/2016,BNBR,Bakrie & Brothers Tbk,50,50,50,50,0
01/13/2016,BNGA,Bank CIMB Niaga Tbk.,610,615,610,615,49200
01/13/2016,BNII,Bank Maybank Indonesia Tbk.,162,165,161,162,105600
01/13/2016,BNLI,Bank Permata Tbk.,795,830,795,830,3900
01/13/2016,BOLT,Garuda Metalindo Tbk.,1100,1110,1090,1100,14929200
01/13/2016,BORN,Borneo Lumbung Energi & Metal Tbk.,50,50,50,50,0
01/13/2016,BPFI,Batavia Prosperindo Finance Tbk.,560,560,560,560,0
01/13/2016,BPII,Batavia Prosperindo Internasional Tbk.,3450,3450,3450,3450,0
01/13/2016,BRAM,Indo Kordsa Tbk.,4680,4680,4680,4680,0
01/13/2016,BRAU,Berau Coal Energy Tbk.,82,82,82,82,0
01/13/2016,BRMS,Bumi Resources Minerals Tbk.,50,50,50,50,100
01/13/2016,BRNA,Berlina Tbk.,720,730,720,730,1038000
01/13/2016,BRPT,Barito Pacific Tbk.,133,140,127,140,741900
01/13/2016,BSDE,Bumi Serpong Damai Tbk.,1810,1840,1810,1820,45336600
01/13/2016,BSIM,Bank Sinarmas Tbk.,384,384,384,384,0
01/13/2016,BSSR,Baramulti Suksessarana Tbk.,1000,1000,1000,1000,0
01/13/2016,BSWD,Bank Of India Indonesia Tbk.,3595,3595,3595,3595,0
01/13/2016,BTEK,Bumi Teknokultura Unggul Tbk,1490,1545,1425,1545,24092100
01/13/2016,BTEL,Bakrie Telecom Tbk.,50,50,50,50,1000
01/13/2016,BTON,Betonjaya Manunggal Tbk.,449,449,449,449,0
01/13/2016,BTPN,Bank Tabungan Pensiunan Nasional Tbk.,2300,2350,2225,2235,438900
01/13/2016,BUDI,Budi Starch & Sweetener Tbk.,64,64,64,64,100
01/13/2016,BUKK,Bukaka Teknik Utama Tbk.,770,770,770,770,0
01/13/2016,BULL,Buana Listya Tama Tbk.,65,67,65,67,84500
01/13/2016,BUMI,Bumi Resources Tbk.,50,50,50,50,22200
01/13/2016,BUVA,Bukit Uluwatu Villa Tbk.,595,595,595,595,0
01/13/2016,BVIC,Bank Victoria International Tbk.,98,104,98,104,5600
01/13/2016,BWPT,Eagle High Plantations Tbk.,134,137,133,135,14660300
01/13/2016,BYAN,Bayan Resources Tbk.,8050,8050,8050,8050,2000
01/13/2016,CANI,Capitol Nusantara Indonesia Tbk.,264,264,264,264,0
01/13/2016,CASS,Cardig Aero Services Tbk.,1100,1100,1100,1100,2100
01/13/2016,CEKA,Wilmar Cahaya Indonesia Tbk.,665,665,665,665,0
01/13/2016,CENT,Centratama Telekomunikasi Indonesia Tbk.,125,125,125,125,19000
01/13/2016,CFIN,Clipan Finance Indonesia Tbk.,265,265,258,258,14467200
01/13/2016,CINT,Chitose Internasional Tbk.,335,335,335,335,3280000
01/13/2016,CITA,Cita Mineral Investindo Tbk.,940,940,940,940,0
01/13/2016,CKRA,Cakra Mineral Tbk.,50,50,50,50,100
01/13/2016,CLPI,Colorpak Indonesia Tbk.,640,640,610,615,3600
01/13/2016,CMNP,Citra Marga Nusaphala Persada Tbk.,2075,2200,1955,1955,17200
01/13/2016,CMPP,Rimau Multi Putra Pratama Tbk.,115,115,115,115,100
01/13/2016,CNKO,Exploitasi Energi Indonesia Tbk.,50,50,50,50,600
01/13/2016,CNTB,Saham Seri B ( Centex Tbk ),5000,5000,5000,5000,0
01/13/2016,CNTX,Century Textile Industry Tbk.,14550,14550,14550,14550,0
01/13/2016,COWL,Cowell Development Tbk.,600,600,590,590,1054300
01/13/2016,CPGT,Citra Maharlika Nusantara Corpora Tbk.,50,50,50,50,8100
01/13/2016,CPIN,Charoen Pokphand Indonesia Tbk,2920,2960,2890,2920,6995500
01/13/2016,CPRO,Central Proteina Prima Tbk.,50,50,50,50,12200
