<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
12/15/2015,AALI,Astra Agro Lestari Tbk.,16500,16600,16275,16450,574200
12/15/2015,ABBA,Mahaka Media Tbk.,50,50,50,50,100
12/15/2015,ABDA,Asuransi Bina Dana Arta Tbk.,7500,7500,7500,7500,0
12/15/2015,ABMM,ABM Investama Tbk.,2600,2600,2600,2600,0
12/15/2015,ACES,Ace Hardware Indonesia Tbk.,770,770,735,745,6611200
12/15/2015,ACST,Acset Indonusa Tbk.,2600,2645,2595,2600,43100
12/15/2015,ADES,Akasha Wira International Tbk.,1020,1030,1020,1030,37500
12/15/2015,ADHI,Adhi Karya (Persero) Tbk.,2080,2090,2050,2065,13781800
12/15/2015,ADMF,Adira Dinamika Multi Finance Tbk.,3450,3450,3450,3450,120000
12/15/2015,ADMG,Polychem Indonesia Tbk,91,91,88,88,262600
12/15/2015,ADRO,Adaro Energy Tbk.,477,482,441,463,86173200
12/15/2015,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,94,99,90,95,25400
12/15/2015,AGRS,Bank Agris Tbk.,94,94,82,82,5200
12/15/2015,AHAP,Asuransi Harta Aman Pratama Tbk.,165,165,165,165,500
12/15/2015,AIMS,Akbar Indo Makmur Stimec Tbk,420,420,420,420,0
12/15/2015,AISA,Tiga Pilar Sejahtera Food Tbk.,1370,1380,1345,1345,1539300
12/15/2015,AKKU,Alam Karya Unggul Tbk.,305,305,305,305,0
12/15/2015,AKPI,Argha Karya Prima Industry Tbk.,790,790,790,790,0
12/15/2015,AKRA,AKR Corporindo Tbk.,6800,6875,6700,6725,9735800
12/15/2015,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
12/15/2015,ALDO,Alkindo Naratama Tbk.,690,695,690,695,65100
12/15/2015,ALKA,Alakasa Industrindo Tbk,700,700,700,700,0
12/15/2015,ALMI,Alumindo Light Metal Industry Tbk.,200,200,200,200,100
12/15/2015,ALTO,Tri Banyan Tirta Tbk.,324,329,324,329,466900
12/15/2015,AMAG,Asuransi Multi Artha Guna Tbk.,358,358,358,358,0
12/15/2015,AMFG,Asahimas Flat Glass Tbk.,6775,6775,6775,6775,100
12/15/2015,AMIN,Ateliers Mecaniques D Indonesie Tbk.,132,135,127,131,1969100
12/15/2015,AMRT,Sumber Alfaria Trijaya Tbk.,580,580,580,580,50000
12/15/2015,ANJT,Austindo Nusantara Jaya Tbk.,1610,1610,1610,1610,0
12/15/2015,ANTM,Aneka Tambang (Persero) Tbk.,290,295,286,289,44956800
12/15/2015,APEX,Apexindo Pratama Duta Tbk.,3330,3330,3330,3330,0
12/15/2015,APIC,Pacific Strategic Financial Tbk.,620,635,620,635,1610100
12/15/2015,APII,Arita Prima Indonesia Tbk.,222,222,222,222,0
12/15/2015,APLI,Asiaplast Industries Tbk.,60,79,58,61,24900
12/15/2015,APLN,Agung Podomoro Land Tbk.,303,308,303,305,12054000
