<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
10/01/2014,AALI,Astra Agro Lestari Tbk.,23200,23300,23050,23100,1552400
10/01/2014,ABBA,Mahaka Media Tbk.,68,68,66,68,87700
10/01/2014,ABDA,Asuransi Bina Dana Arta Tbk.,5400,5400,5400,5400,200
10/01/2014,ABMM,ABM Investama Tbk.,2605,2770,2525,2770,77400
10/01/2014,ACES,Ace Hardware Indonesia Tbk.,890,895,855,870,31000000
10/01/2014,ACST,Acset Indonusa Tbk.,3295,3300,3200,3300,26700
10/01/2014,ADES,Akasha Wira International Tbk.,1550,1600,1550,1570,173800
10/01/2014,ADHI,Adhi Karya (Persero) Tbk.,2333,2422,2333,2410,19987779
10/01/2014,ADMF,Adira Dinamika Multi Finance Tbk.,11300,11300,11275,11275,29700
10/01/2014,ADMG,Polychem Indonesia Tbk,189,190,189,190,46600
10/01/2014,ADRO,Adaro Energy Tbk.,1180,1185,1160,1160,37058800
10/01/2014,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,117,118,112,112,7687867
10/01/2014,AHAP,Asuransi Harta Aman Pratama Tbk.,212,212,212,212,247
10/01/2014,AIMS,Akbar Indo Makmur Stimec Tbk,380,391,380,391,5000
10/01/2014,AISA,Tiga Pilar Sejahtera Food Tbk.,2295,2315,2295,2295,2381400
10/01/2014,AKKU,Alam Karya Unggul Tbk.,305,305,305,305,0
10/01/2014,AKPI,Argha Karya Prima Industry Tbk.,795,795,795,795,0
10/01/2014,AKRA,AKR Corporindo Tbk.,5450,5475,5300,5350,4242600
10/01/2014,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
10/01/2014,ALDO,Alkindo Naratama Tbk.,695,715,685,710,5515600
10/01/2014,ALKA,Alakasa Industrindo Tbk,600,600,600,600,0
10/01/2014,ALMI,Alumindo Light Metal Industry Tbk.,330,330,327,327,241600
10/01/2014,ALTO,Tri Banyan Tirta Tbk.,335,349,335,348,506700
10/01/2014,AMAG,Asuransi Multi Artha Guna Tbk.,234,234,227,230,9010300
10/01/2014,AMFG,Asahimas Flat Glass Tbk.,7325,7700,7300,7375,68500
10/01/2014,AMRT,Sumber Alfaria Trijaya Tbk.,510,550,510,525,17650100
10/01/2014,ANJT,Austindo Nusantara Jaya Tbk.,1115,1115,1115,1115,10000
10/01/2014,ANTM,Aneka Tambang (Persero) Tbk.,932,932,911,911,11706543
10/01/2014,APEX,Apexindo Pratama Duta Tbk.,3640,3640,3635,3640,69300
10/01/2014,APIC,Pacific Strategic Financial Tbk.,540,545,540,545,13528200
10/01/2014,APII,Arita Prima Indonesia Tbk.,420,420,400,420,15900
10/01/2014,APLI,Asiaplast Industries Tbk.,75,75,75,75,0
10/01/2014,APLN,Agung Podomoro Land Tbk.,343,346,339,344,30647600
10/01/2014,APOL,Arpeni Pratama Ocean Line Tbk.,50,50,50,50,0
10/01/2014,ARGO,Argo Pantes Tbk,1150,1150,1150,1150,0
10/01/2014,ARII,Atlas Resources Tbk.,410,435,410,435,33400
10/01/2014,ARNA,Arwana Citramulia Tbk.,990,995,980,990,1355900
10/01/2014,ARTA,Arthavest Tbk,234,234,234,234,0
10/01/2014,ARTI,Ratu Prabu Energi Tbk,136,136,120,122,12183900
10/01/2014,ASBI,Asuransi Bintang Tbk.,1300,1300,1300,1300,0
10/01/2014,ASDM,Asuransi Dayin Mitra Tbk.,975,975,975,975,0
10/01/2014,ASGR,Astra Graphia Tbk.,2210,2275,2200,2275,249000
10/01/2014,ASIA,Asia Natural Resources Tbk,50,50,50,50,0
10/01/2014,ASII,Astra International Tbk.,7000,7075,7000,7000,16215600
10/01/2014,ASJT,Asuransi Jasa Tania Tbk.,300,300,300,300,0
10/01/2014,ASMI,Asuransi Kresna Mitra Tbk.,479,480,478,480,1291000
10/01/2014,ASRI,Alam Sutera Realty Tbk.,455,467,453,462,41500400
10/01/2014,ASRM,Asuransi Ramayana Tbk.,1250,1250,1250,1250,0
10/01/2014,ASSA,Adi Sarana Armada Tbk.,208,208,205,205,215700
10/01/2014,ATPK,Bara Jaya Internasional Tbk.,227,227,225,227,2018800
10/01/2014,AUTO,Astra Otoparts Tbk.,4250,4250,4250,4250,2700
10/01/2014,BABP,Bank MNC Internasional Tbk.,114,114,111,112,154918050
10/01/2014,BACA,Bank Capital Indonesia Tbk.,92,97,90,95,150800
10/01/2014,BAEK,Bank Ekonomi Raharja Tbk.,1800,1800,1800,1800,0
10/01/2014,BAJA,Saranacentral Bajatama Tbk.,330,336,326,327,750200
10/01/2014,BALI,Bali Towerindo Sentra Tbk.,435,447,435,447,2500
10/01/2014,BAPA,Bekasi Asri Pemula Tbk.,55,55,52,54,25900
10/01/2014,BATA,Sepatu Bata Tbk.,985,985,985,985,0
10/01/2014,BAYU,Bayu Buana Tbk,1290,1340,1290,1295,16000
10/01/2014,BBCA,Bank Central Asia Tbk.,13575,13575,13025,13025,11165500
10/01/2014,BBKP,Bank Bukopin Tbk.,710,720,710,720,1442600
10/01/2014,BBLD,Buana Finance Tbk.,1980,1980,1980,1980,0
10/01/2014,BBMD,Bank Mestika Dharma Tbk.,1500,1500,1500,1500,0
10/01/2014,BBNI,Bank Negara Indonesia (Persero) Tbk.,5475,5625,5475,5575,21143900
10/01/2014,BBNP,Bank Nusantara Parahyangan Tbk.,1850,1850,1850,1850,0
10/01/2014,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,10500,10800,10500,10750,45714800
10/01/2014,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,211,211,192,210,4125384
10/01/2014,BBTN,Bank Tabungan Negara (Persero) Tbk.,1170,1195,1160,1180,73128500
10/01/2014,BCAP,MNC Kapital Indonesia Tbk.,1210,1220,1180,1200,35000450
10/01/2014,BCIC,Bank JTrust Indonesia Tbk.,50,50,50,50,0
10/01/2014,BCIP,Bumi Citra Permai Tbk.,675,685,670,680,30708300
10/01/2014,BDMN,Bank Danamon Indonesia Tbk.,3925,3980,3910,3940,2972600
10/01/2014,BEKS,Bank Pembangunan Daerah Banten Tbk.,81,86,81,85,41600
10/01/2014,BEST,Bekasi Fajar Industrial Estate Tbk.,590,605,575,585,53471500
