<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
08/09/2016,AALI,Astra Agro Lestari Tbk.,15200,15200,15050,15100,2163200
08/09/2016,ABBA,Mahaka Media Tbk.,50,50,50,50,4500
08/09/2016,ABDA,Asuransi Bina Dana Arta Tbk.,6500,6500,6500,6500,0
08/09/2016,ABMM,ABM Investama Tbk.,2340,2380,2300,2380,11900
08/09/2016,ACES,Ace Hardware Indonesia Tbk.,955,980,950,960,15097200
08/09/2016,ACST,Acset Indonusa Tbk.,3400,3550,3390,3550,477200
08/09/2016,ADES,Akasha Wira International Tbk.,1455,1455,1405,1420,47700
08/09/2016,ADHI,Adhi Karya (Persero) Tbk.,2790,2820,2750,2760,25205300
08/09/2016,ADMF,Adira Dinamika Multi Finance Tbk.,6425,6700,6350,6500,204000
08/09/2016,ADMG,Polychem Indonesia Tbk,198,208,194,195,3168900
08/09/2016,ADRO,Adaro Energy Tbk.,1170,1200,1155,1200,54767900
08/09/2016,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,458,458,444,444,15485200
08/09/2016,AGRS,Bank Agris Tbk.,97,99,90,95,57300
08/09/2016,AHAP,Asuransi Harta Aman Pratama Tbk.,204,204,204,204,0
08/09/2016,AIMS,Akbar Indo Makmur Stimec Tbk,180,180,180,180,0
08/09/2016,AISA,Tiga Pilar Sejahtera Food Tbk.,1900,1930,1850,1910,3459600
08/09/2016,AKKU,Alam Karya Unggul Tbk.,210,220,190,191,35100
08/09/2016,AKPI,Argha Karya Prima Industry Tbk.,850,850,825,840,18400
08/09/2016,AKRA,AKR Corporindo Tbk.,6850,6900,6775,6800,3489900
08/09/2016,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
08/09/2016,ALDO,Alkindo Naratama Tbk.,730,730,730,730,502300
08/09/2016,ALKA,Alakasa Industrindo Tbk,270,270,220,220,800
08/09/2016,ALMI,Alumindo Light Metal Industry Tbk.,195,200,187,187,503000
08/09/2016,ALTO,Tri Banyan Tirta Tbk.,328,328,326,328,255100
08/09/2016,AMAG,Asuransi Multi Artha Guna Tbk.,348,366,344,366,717700
08/09/2016,AMFG,Asahimas Flat Glass Tbk.,7100,7100,7100,7100,0
08/09/2016,AMIN,Ateliers Mecaniques D Indonesie Tbk.,175,177,165,177,548100
08/09/2016,AMRT,Sumber Alfaria Trijaya Tbk.,575,585,550,570,88500
08/09/2016,ANJT,Austindo Nusantara Jaya Tbk.,1790,1790,1790,1790,200
08/09/2016,ANTM,Aneka Tambang (Persero) Tbk.,815,820,800,800,61905100
08/09/2016,APEX,Apexindo Pratama Duta Tbk.,3200,3230,3200,3220,46000
08/09/2016,APIC,Pacific Strategic Financial Tbk.,630,630,625,625,3770600
08/09/2016,APII,Arita Prima Indonesia Tbk.,368,368,368,368,0
08/09/2016,APLI,Asiaplast Industries Tbk.,82,82,77,82,885100
08/09/2016,APLN,Agung Podomoro Land Tbk.,322,330,320,322,35025700
08/09/2016,APOL,Arpeni Pratama Ocean Line Tbk.,58,58,58,58,0
08/09/2016,ARGO,Argo Pantes Tbk,900,900,900,900,0
08/09/2016,ARII,Atlas Resources Tbk.,510,510,510,510,0
08/09/2016,ARNA,Arwana Citramulia Tbk.,590,595,585,590,1583700
08/09/2016,ARTA,Arthavest Tbk,266,266,266,266,0
08/09/2016,ARTI,Ratu Prabu Energi Tbk,178,180,177,180,1717900
08/09/2016,ARTO,Bank Artos Indonesia Tbk.,155,155,155,155,1000
08/09/2016,ASBI,Asuransi Bintang Tbk.,414,426,394,394,5500
08/09/2016,ASDM,Asuransi Dayin Mitra Tbk.,930,930,930,930,600
08/09/2016,ASGR,Astra Graphia Tbk.,2050,2060,2050,2050,34100
08/09/2016,ASII,Astra International Tbk.,8250,8250,8075,8125,70915800
08/09/2016,ASJT,Asuransi Jasa Tania Tbk.,202,212,202,212,83500
08/09/2016,ASMI,Asuransi Kresna Mitra Tbk.,418,422,408,422,2837700
08/09/2016,ASRI,Alam Sutera Realty Tbk.,540,560,540,555,201963200
08/09/2016,ASRM,Asuransi Ramayana Tbk.,2700,2700,2700,2700,0
08/09/2016,ASSA,Adi Sarana Armada Tbk.,206,212,200,200,10848500
08/09/2016,ATIC,Anabatic Technologies Tbk.,630,640,630,640,227100
08/09/2016,ATPK,Bara Jaya Internasional Tbk.,194,194,194,194,0
08/09/2016,AUTO,Astra Otoparts Tbk.,2480,2630,2480,2580,215300
08/09/2016,BABP,Bank MNC Internasional Tbk.,79,82,77,78,66436100
08/09/2016,BACA,Bank Capital Indonesia Tbk.,189,189,187,189,5013900
08/09/2016,BAJA,Saranacentral Bajatama Tbk.,181,186,174,178,1568800
08/09/2016,BALI,Bali Towerindo Sentra Tbk.,1020,1040,1020,1020,42000
08/09/2016,BAPA,Bekasi Asri Pemula Tbk.,51,51,50,50,311400
08/09/2016,BATA,Sepatu Bata Tbk.,870,880,855,880,17200
08/09/2016,BAYU,Bayu Buana Tbk,1200,1200,1200,1200,0
08/09/2016,BBCA,Bank Central Asia Tbk.,15100,15100,14950,15000,19340400
