<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
05/11/2016,AALI,Astra Agro Lestari Tbk.,14950,15575,14900,15500,1685500
05/11/2016,ABBA,Mahaka Media Tbk.,50,50,50,50,80000
05/11/2016,ABDA,Asuransi Bina Dana Arta Tbk.,7750,7750,7750,7750,0
05/11/2016,ABMM,ABM Investama Tbk.,2630,2630,2630,2630,0
05/11/2016,ACES,Ace Hardware Indonesia Tbk.,910,935,910,925,3094600
05/11/2016,ACST,Acset Indonusa Tbk.,3580,3580,3580,3580,0
05/11/2016,ADES,Akasha Wira International Tbk.,1040,1060,1035,1050,44000
05/11/2016,ADHI,Adhi Karya (Persero) Tbk.,2570,2600,2490,2530,42140500
05/11/2016,ADMF,Adira Dinamika Multi Finance Tbk.,4400,4550,4380,4550,57300
05/11/2016,ADMG,Polychem Indonesia Tbk,109,112,106,106,8336200
05/11/2016,ADRO,Adaro Energy Tbk.,670,700,660,685,45489500
05/11/2016,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,183,184,167,167,12167300
05/11/2016,AGRS,Bank Agris Tbk.,92,93,92,93,4700
05/11/2016,AHAP,Asuransi Harta Aman Pratama Tbk.,156,166,156,166,500
05/11/2016,AIMS,Akbar Indo Makmur Stimec Tbk,300,300,300,300,200
05/11/2016,AISA,Tiga Pilar Sejahtera Food Tbk.,1125,1155,1085,1155,5030000
05/11/2016,AKKU,Alam Karya Unggul Tbk.,159,159,144,144,500
05/11/2016,AKPI,Argha Karya Prima Industry Tbk.,810,810,810,810,1500
05/11/2016,AKRA,AKR Corporindo Tbk.,6475,6500,6250,6400,9416200
05/11/2016,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
05/11/2016,ALDO,Alkindo Naratama Tbk.,730,730,730,730,41800
05/11/2016,ALKA,Alakasa Industrindo Tbk,160,160,160,160,0
05/11/2016,ALMI,Alumindo Light Metal Industry Tbk.,180,188,180,188,15700
05/11/2016,ALTO,Tri Banyan Tirta Tbk.,326,330,326,330,177800
05/11/2016,AMAG,Asuransi Multi Artha Guna Tbk.,350,350,330,330,69800
05/11/2016,AMFG,Asahimas Flat Glass Tbk.,6500,6500,6500,6500,600
05/11/2016,AMIN,Ateliers Mecaniques D Indonesie Tbk.,125,131,125,130,1642700
05/11/2016,AMRT,Sumber Alfaria Trijaya Tbk.,590,600,590,600,1200
05/11/2016,ANJT,Austindo Nusantara Jaya Tbk.,1790,1790,1790,1790,0
05/11/2016,ANTM,Aneka Tambang (Persero) Tbk.,715,730,710,710,75196900
05/11/2016,APEX,Apexindo Pratama Duta Tbk.,3230,3230,3230,3230,0
05/11/2016,APIC,Pacific Strategic Financial Tbk.,610,620,610,620,1358700
05/11/2016,APII,Arita Prima Indonesia Tbk.,261,261,261,261,0
05/11/2016,APLI,Asiaplast Industries Tbk.,69,69,65,69,111600
05/11/2016,APLN,Agung Podomoro Land Tbk.,244,248,244,244,2586200
05/11/2016,APOL,Arpeni Pratama Ocean Line Tbk.,58,58,58,58,0
05/11/2016,ARGO,Argo Pantes Tbk,900,900,900,900,0
05/11/2016,ARII,Atlas Resources Tbk.,470,470,470,470,0
05/11/2016,ARNA,Arwana Citramulia Tbk.,590,590,575,590,160300
05/11/2016,ARTA,Arthavest Tbk,260,260,260,260,100
05/11/2016,ARTI,Ratu Prabu Energi Tbk,212,216,198,206,5454300
05/11/2016,ARTO,Bank Artos Indonesia Tbk.,140,142,140,142,25500
05/11/2016,ASBI,Asuransi Bintang Tbk.,470,470,470,470,100
05/11/2016,ASDM,Asuransi Dayin Mitra Tbk.,1200,1200,1200,1200,0
05/11/2016,ASGR,Astra Graphia Tbk.,2000,2000,2000,2000,32400
05/11/2016,ASII,Astra International Tbk.,6575,6700,6550,6650,32150300
05/11/2016,ASJT,Asuransi Jasa Tania Tbk.,161,161,161,161,0
05/11/2016,ASMI,Asuransi Kresna Mitra Tbk.,1505,1505,1505,1505,690500
05/11/2016,ASRI,Alam Sutera Realty Tbk.,374,384,370,380,60497700
05/11/2016,ASRM,Asuransi Ramayana Tbk.,2350,2450,2350,2450,200
05/11/2016,ASSA,Adi Sarana Armada Tbk.,115,115,111,111,2375500
05/11/2016,ATIC,Anabatic Technologies Tbk.,625,680,615,670,42600
05/11/2016,ATPK,Bara Jaya Internasional Tbk.,194,194,194,194,0
05/11/2016,AUTO,Astra Otoparts Tbk.,1950,1950,1900,1900,6100
05/11/2016,BABP,Bank MNC Internasional Tbk.,71,73,71,71,5878900
05/11/2016,BACA,Bank Capital Indonesia Tbk.,206,212,206,212,1235600
05/11/2016,BAJA,Saranacentral Bajatama Tbk.,122,129,120,120,751600
05/11/2016,BALI,Bali Towerindo Sentra Tbk.,980,990,950,990,24600
