<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
09/04/2015,AALI,Astra Agro Lestari Tbk.,16400,16450,16000,16050,756200
09/04/2015,ABBA,Mahaka Media Tbk.,50,51,50,50,306000
09/04/2015,ABDA,Asuransi Bina Dana Arta Tbk.,7500,7500,7500,7500,0
09/04/2015,ABMM,ABM Investama Tbk.,2800,2810,2750,2810,58800
09/04/2015,ACES,Ace Hardware Indonesia Tbk.,575,580,560,565,6072300
09/04/2015,ACST,Acset Indonusa Tbk.,4200,4200,4200,4200,300
09/04/2015,ADES,Akasha Wira International Tbk.,1130,1130,1125,1125,27300
09/04/2015,ADHI,Adhi Karya (Persero) Tbk.,1850,1858,1765,1765,63710718
09/04/2015,ADMF,Adira Dinamika Multi Finance Tbk.,4050,4050,3950,3950,1200
09/04/2015,ADMG,Polychem Indonesia Tbk,116,139,105,105,106551500
09/04/2015,ADRO,Adaro Energy Tbk.,620,620,570,580,26990500
09/04/2015,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,82,82,80,80,151700
09/04/2015,AGRS,Bank Agris Tbk.,110,110,110,110,100
09/04/2015,AHAP,Asuransi Harta Aman Pratama Tbk.,160,160,160,160,0
09/04/2015,AIMS,Akbar Indo Makmur Stimec Tbk,420,420,420,420,0
09/04/2015,AISA,Tiga Pilar Sejahtera Food Tbk.,1605,1665,1605,1625,4311600
09/04/2015,AKKU,Alam Karya Unggul Tbk.,305,305,305,305,0
09/04/2015,AKPI,Argha Karya Prima Industry Tbk.,750,750,750,750,0
09/04/2015,AKRA,AKR Corporindo Tbk.,5700,5700,5500,5525,7381500
09/04/2015,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
09/04/2015,ALDO,Alkindo Naratama Tbk.,675,675,670,670,78200
09/04/2015,ALKA,Alakasa Industrindo Tbk,421,421,421,421,0
09/04/2015,ALMI,Alumindo Light Metal Industry Tbk.,238,238,238,238,0
09/04/2015,ALTO,Tri Banyan Tirta Tbk.,330,330,330,330,10000
09/04/2015,AMAG,Asuransi Multi Artha Guna Tbk.,386,390,385,385,34000
09/04/2015,AMFG,Asahimas Flat Glass Tbk.,5500,5500,5500,5500,0
09/04/2015,AMRT,Sumber Alfaria Trijaya Tbk.,560,560,560,560,113200
09/04/2015,ANJT,Austindo Nusantara Jaya Tbk.,1610,1610,1610,1610,0
09/04/2015,ANTM,Aneka Tambang (Persero) Tbk.,414,420,406,407,15276592
09/04/2015,APEX,Apexindo Pratama Duta Tbk.,3330,3330,3330,3330,3600
09/04/2015,APIC,Pacific Strategic Financial Tbk.,575,575,570,575,14022800
09/04/2015,APII,Arita Prima Indonesia Tbk.,300,300,300,300,0
09/04/2015,APLI,Asiaplast Industries Tbk.,64,64,64,64,9000
09/04/2015,APLN,Agung Podomoro Land Tbk.,325,326,316,316,7242300
09/04/2015,APOL,Arpeni Pratama Ocean Line Tbk.,58,58,58,58,0
09/04/2015,ARGO,Argo Pantes Tbk,900,900,900,900,0
09/04/2015,ARII,Atlas Resources Tbk.,423,423,423,423,0
09/04/2015,ARNA,Arwana Citramulia Tbk.,479,515,479,510,8496000
09/04/2015,ARTA,Arthavest Tbk,264,264,264,264,0
09/04/2015,ARTI,Ratu Prabu Energi Tbk,196,200,177,188,12912700
09/04/2015,ASBI,Asuransi Bintang Tbk.,440,440,440,440,0
09/04/2015,ASDM,Asuransi Dayin Mitra Tbk.,1000,1000,1000,1000,0
09/04/2015,ASGR,Astra Graphia Tbk.,1795,1795,1780,1780,200
09/04/2015,ASII,Astra International Tbk.,6050,6200,6025,6200,15446400
09/04/2015,ASJT,Asuransi Jasa Tania Tbk.,148,148,148,148,100
09/04/2015,ASMI,Asuransi Kresna Mitra Tbk.,860,860,860,860,1246000
09/04/2015,ASRI,Alam Sutera Realty Tbk.,346,348,338,338,51452000
09/04/2015,ASRM,Asuransi Ramayana Tbk.,1800,1900,1800,1900,1500
