<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
02/17/2014,AALI,Astra Agro Lestari Tbk.,23200,23450,22850,22900,1125700
02/17/2014,ABBA,Mahaka Media Tbk.,119,120,119,120,20300
02/17/2014,ABDA,Asuransi Bina Dana Arta Tbk.,4010,4475,4010,4475,4200
02/17/2014,ABMM,ABM Investama Tbk.,2975,2975,2975,2975,0
02/17/2014,ACES,Ace Hardware Indonesia Tbk.,810,835,810,830,10192900
02/17/2014,ACST,Acset Indonusa Tbk.,2100,2100,2100,2100,408200
02/17/2014,ADES,Akasha Wira International Tbk.,2150,2205,2150,2175,1574400
02/17/2014,ADHI,Adhi Karya (Persero) Tbk.,1722,1888,1722,1875,170967498
02/17/2014,ADMF,Adira Dinamika Multi Finance Tbk.,9100,9550,9075,9500,11300
02/17/2014,ADMG,Polychem Indonesia Tbk,219,222,215,218,1985600
02/17/2014,ADRO,Adaro Energy Tbk.,945,980,935,975,91117800
02/17/2014,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,117,118,116,117,248267
02/17/2014,AHAP,Asuransi Harta Aman Pratama Tbk.,171,171,171,171,0
02/17/2014,AIMS,Akbar Indo Makmur Stimec Tbk,725,750,700,740,11000
02/17/2014,AISA,Tiga Pilar Sejahtera Food Tbk.,1860,1940,1860,1930,7677600
02/17/2014,AKKU,Alam Karya Unggul Tbk.,305,305,305,305,0
02/17/2014,AKPI,Argha Karya Prima Industry Tbk.,710,710,710,710,500
02/17/2014,AKRA,AKR Corporindo Tbk.,4520,4565,4510,4560,11093600
02/17/2014,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
02/17/2014,ALDO,Alkindo Naratama Tbk.,695,715,695,700,7031600
02/17/2014,ALKA,Alakasa Industrindo Tbk,600,600,600,600,0
02/17/2014,ALMI,Alumindo Light Metal Industry Tbk.,317,317,317,317,100
02/17/2014,ALTO,Tri Banyan Tirta Tbk.,560,565,560,565,3942500
02/17/2014,AMAG,Asuransi Multi Artha Guna Tbk.,208,208,206,206,86700
02/17/2014,AMFG,Asahimas Flat Glass Tbk.,6975,6975,6975,6975,0
02/17/2014,AMRT,Sumber Alfaria Trijaya Tbk.,437,440,435,437,1570700
02/17/2014,ANJT,Austindo Nusantara Jaya Tbk.,1630,1630,1630,1630,5000
02/17/2014,ANTM,Aneka Tambang (Persero) Tbk.,861,874,857,869,37317871
02/17/2014,APEX,Apexindo Pratama Duta Tbk.,2595,2605,2595,2605,33500
02/17/2014,APIC,Pacific Strategic Financial Tbk.,530,530,525,530,5623800
02/17/2014,APII,Arita Prima Indonesia Tbk.,230,240,230,230,96100
02/17/2014,APLI,Asiaplast Industries Tbk.,60,60,59,59,20600
02/17/2014,APLN,Agung Podomoro Land Tbk.,239,246,239,242,86474900
02/17/2014,APOL,Arpeni Pratama Ocean Line Tbk.,50,50,50,50,0
02/17/2014,ARGO,Argo Pantes Tbk,1200,1200,1200,1200,0
02/17/2014,ARII,Atlas Resources Tbk.,750,755,735,735,5075000
02/17/2014,ARNA,Arwana Citramulia Tbk.,860,865,845,845,1634800
02/17/2014,ARTA,Arthavest Tbk,204,204,201,201,200
02/17/2014,ARTI,Ratu Prabu Energi Tbk,176,179,174,174,210400
02/17/2014,ASBI,Asuransi Bintang Tbk.,560,560,550,550,2100
02/17/2014,ASDM,Asuransi Dayin Mitra Tbk.,625,625,625,625,0
02/17/2014,ASGR,Astra Graphia Tbk.,1730,1745,1730,1735,279000
02/17/2014,ASIA,Asia Natural Resources Tbk,50,50,50,50,0
02/17/2014,ASII,Astra International Tbk.,6750,6900,6725,6825,52551700
02/17/2014,ASJT,Asuransi Jasa Tania Tbk.,200,200,200,200,0
02/17/2014,ASMI,Asuransi Kresna Mitra Tbk.,438,442,434,434,12785800
02/17/2014,ASRI,Alam Sutera Realty Tbk.,575,600,575,590,210308400
02/17/2014,ASRM,Asuransi Ramayana Tbk.,1000,1000,1000,1000,1500
