<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
10/12/2016,AALI,Astra Agro Lestari Tbk.,15250,15325,14950,15000,2254100
10/12/2016,ABBA,Mahaka Media Tbk.,50,50,50,50,100
10/12/2016,ABDA,Asuransi Bina Dana Arta Tbk.,7200,7200,7200,7200,0
10/12/2016,ABMM,ABM Investama Tbk.,2330,2450,2230,2300,5500
10/12/2016,ACES,Ace Hardware Indonesia Tbk.,850,850,825,840,3653300
10/12/2016,ACST,Acset Indonusa Tbk.,2900,2960,2890,2960,349300
10/12/2016,ADES,Akasha Wira International Tbk.,1250,1250,1250,1250,10500
10/12/2016,ADHI,Adhi Karya (Persero) Tbk.,2340,2350,2310,2320,10989300
10/12/2016,ADMF,Adira Dinamika Multi Finance Tbk.,6100,6150,6050,6075,23400
10/12/2016,ADMG,Polychem Indonesia Tbk,140,140,133,140,285500
10/12/2016,ADRO,Adaro Energy Tbk.,1390,1410,1385,1405,30869600
10/12/2016,AGII,Aneka Gas Industri Tbk.,1155,1155,1125,1135,22450200
10/12/2016,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,320,330,316,320,9317400
10/12/2016,AGRS,Bank Agris Tbk.,93,93,93,93,0
10/12/2016,AHAP,Asuransi Harta Aman Pratama Tbk.,210,220,210,214,400
10/12/2016,AIMS,Akbar Indo Makmur Stimec Tbk,268,268,268,268,0
10/12/2016,AISA,Tiga Pilar Sejahtera Food Tbk.,2010,2050,2010,2040,137000
10/12/2016,AKKU,Alam Karya Unggul Tbk.,210,276,210,260,25800
10/12/2016,AKPI,Argha Karya Prima Industry Tbk.,860,860,860,860,0
10/12/2016,AKRA,AKR Corporindo Tbk.,6450,6450,6325,6325,2420300
10/12/2016,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
10/12/2016,ALDO,Alkindo Naratama Tbk.,715,715,715,715,0
10/12/2016,ALKA,Alakasa Industrindo Tbk,300,300,300,300,0
10/12/2016,ALMI,Alumindo Light Metal Industry Tbk.,188,188,178,185,1400
10/12/2016,ALTO,Tri Banyan Tirta Tbk.,328,330,328,330,228100
10/12/2016,AMAG,Asuransi Multi Artha Guna Tbk.,360,378,342,370,268800
10/12/2016,AMFG,Asahimas Flat Glass Tbk.,7050,7050,7050,7050,1500
10/12/2016,AMIN,Ateliers Mecaniques D Indonesie Tbk.,214,216,200,214,835100
10/12/2016,AMRT,Sumber Alfaria Trijaya Tbk.,510,510,505,510,716200
10/12/2016,ANJT,Austindo Nusantara Jaya Tbk.,1990,1990,1990,1990,0
10/12/2016,ANTM,Aneka Tambang (Persero) Tbk.,825,865,810,840,411468100
10/12/2016,APEX,Apexindo Pratama Duta Tbk.,3270,3270,3260,3260,44000
10/12/2016,APIC,Pacific Strategic Financial Tbk.,206,210,204,204,4760200
10/12/2016,APII,Arita Prima Indonesia Tbk.,366,366,366,366,0
