<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
03/27/2014,AALI,Astra Agro Lestari Tbk.,25275,25650,25200,25400,909300
03/27/2014,ABBA,Mahaka Media Tbk.,103,103,92,100,2277700
03/27/2014,ABDA,Asuransi Bina Dana Arta Tbk.,5400,5600,5275,5600,13500
03/27/2014,ABMM,ABM Investama Tbk.,3050,3200,3050,3200,450300
03/27/2014,ACES,Ace Hardware Indonesia Tbk.,755,755,745,750,7022100
03/27/2014,ACST,Acset Indonusa Tbk.,2300,2300,2280,2300,2622200
03/27/2014,ADES,Akasha Wira International Tbk.,2080,2080,2055,2065,115200
03/27/2014,ADHI,Adhi Karya (Persero) Tbk.,2562,2588,2550,2554,32790231
03/27/2014,ADMF,Adira Dinamika Multi Finance Tbk.,9300,9300,9300,9300,0
03/27/2014,ADMG,Polychem Indonesia Tbk,215,215,205,210,1321500
03/27/2014,ADRO,Adaro Energy Tbk.,980,985,970,970,33800800
03/27/2014,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,117,118,114,118,732900
03/27/2014,AHAP,Asuransi Harta Aman Pratama Tbk.,162,162,162,162,0
03/27/2014,AIMS,Akbar Indo Makmur Stimec Tbk,381,381,360,380,36200
03/27/2014,AISA,Tiga Pilar Sejahtera Food Tbk.,2000,2050,1995,2040,2920500
03/27/2014,AKKU,Alam Karya Unggul Tbk.,305,305,305,305,0
03/27/2014,AKPI,Argha Karya Prima Industry Tbk.,750,750,750,750,0
03/27/2014,AKRA,AKR Corporindo Tbk.,4830,4840,4805,4825,5561700
03/27/2014,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
03/27/2014,ALDO,Alkindo Naratama Tbk.,650,650,645,650,2651300
03/27/2014,ALKA,Alakasa Industrindo Tbk,600,600,600,600,0
03/27/2014,ALMI,Alumindo Light Metal Industry Tbk.,285,295,285,295,35200
03/27/2014,ALTO,Tri Banyan Tirta Tbk.,545,550,540,545,512400
03/27/2014,AMAG,Asuransi Multi Artha Guna Tbk.,250,250,248,248,28100
03/27/2014,AMFG,Asahimas Flat Glass Tbk.,7000,7000,6825,6950,14800
03/27/2014,AMRT,Sumber Alfaria Trijaya Tbk.,520,520,500,520,137300
03/27/2014,ANJT,Austindo Nusantara Jaya Tbk.,1620,1620,1620,1620,0
03/27/2014,ANTM,Aneka Tambang (Persero) Tbk.,962,962,941,953,53775415
03/27/2014,APEX,Apexindo Pratama Duta Tbk.,2575,2585,2570,2575,63100
03/27/2014,APIC,Pacific Strategic Financial Tbk.,510,520,510,520,4923300
03/27/2014,APII,Arita Prima Indonesia Tbk.,240,247,240,247,46500
03/27/2014,APLI,Asiaplast Industries Tbk.,67,67,65,65,500
03/27/2014,APLN,Agung Podomoro Land Tbk.,280,282,275,275,24591600
03/27/2014,APOL,Arpeni Pratama Ocean Line Tbk.,50,50,50,50,0
03/27/2014,ARGO,Argo Pantes Tbk,1150,1150,1150,1150,0
03/27/2014,ARII,Atlas Resources Tbk.,700,705,675,695,4336000
03/27/2014,ARNA,Arwana Citramulia Tbk.,840,900,825,895,5360800
03/27/2014,ARTA,Arthavest Tbk,197,197,197,197,200
03/27/2014,ARTI,Ratu Prabu Energi Tbk,175,175,171,174,21200
03/27/2014,ASBI,Asuransi Bintang Tbk.,475,475,475,475,0
03/27/2014,ASDM,Asuransi Dayin Mitra Tbk.,715,715,715,715,0
03/27/2014,ASGR,Astra Graphia Tbk.,1820,1850,1820,1830,67500
03/27/2014,ASIA,Asia Natural Resources Tbk,50,50,50,50,0
03/27/2014,ASII,Astra International Tbk.,7225,7375,7200,7250,51398100
03/27/2014,ASJT,Asuransi Jasa Tania Tbk.,200,200,200,200,0
03/27/2014,ASMI,Asuransi Kresna Mitra Tbk.,463,465,462,463,4285900
03/27/2014,ASRI,Alam Sutera Realty Tbk.,620,625,610,620,56535600
03/27/2014,ASRM,Asuransi Ramayana Tbk.,960,960,960,960,0
03/27/2014,ASSA,Adi Sarana Armada Tbk.,304,314,303,312,5421500
03/27/2014,ATPK,Bara Jaya Internasional Tbk.,250,255,250,250,230000
