<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
12/28/2015,AALI,Astra Agro Lestari Tbk.,15800,16150,15700,16025,4254700
12/28/2015,ABBA,Mahaka Media Tbk.,50,50,50,50,0
12/28/2015,ABDA,Asuransi Bina Dana Arta Tbk.,8000,8000,8000,8000,0
12/28/2015,ABMM,ABM Investama Tbk.,2875,2875,2875,2875,0
12/28/2015,ACES,Ace Hardware Indonesia Tbk.,830,830,805,825,3718100
12/28/2015,ACST,Acset Indonusa Tbk.,2750,2795,2690,2695,1133400
12/28/2015,ADES,Akasha Wira International Tbk.,1030,1030,1020,1025,20100
12/28/2015,ADHI,Adhi Karya (Persero) Tbk.,2110,2140,2110,2135,11054700
12/28/2015,ADMF,Adira Dinamika Multi Finance Tbk.,3470,3470,3470,3470,31600
12/28/2015,ADMG,Polychem Indonesia Tbk,88,90,88,90,27600
12/28/2015,ADRO,Adaro Energy Tbk.,505,520,500,510,19929200
12/28/2015,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,96,96,93,96,34700
12/28/2015,AGRS,Bank Agris Tbk.,87,88,85,85,3000
12/28/2015,AHAP,Asuransi Harta Aman Pratama Tbk.,170,190,170,190,67400
12/28/2015,AIMS,Akbar Indo Makmur Stimec Tbk,420,420,420,420,0
12/28/2015,AISA,Tiga Pilar Sejahtera Food Tbk.,1230,1255,1185,1235,6502100
12/28/2015,AKKU,Alam Karya Unggul Tbk.,305,305,305,305,0
12/28/2015,AKPI,Argha Karya Prima Industry Tbk.,900,900,900,900,0
12/28/2015,AKRA,AKR Corporindo Tbk.,6900,7100,6850,6850,5402600
12/28/2015,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
12/28/2015,ALDO,Alkindo Naratama Tbk.,710,715,710,715,691700
12/28/2015,ALKA,Alakasa Industrindo Tbk,735,735,735,735,0
12/28/2015,ALMI,Alumindo Light Metal Industry Tbk.,199,199,188,191,7600
12/28/2015,ALTO,Tri Banyan Tirta Tbk.,325,325,325,325,0
12/28/2015,AMAG,Asuransi Multi Artha Guna Tbk.,379,380,379,380,1300
12/28/2015,AMFG,Asahimas Flat Glass Tbk.,6600,6825,6600,6825,400
12/28/2015,AMIN,Ateliers Mecaniques D Indonesie Tbk.,128,133,128,133,163600
12/28/2015,AMRT,Sumber Alfaria Trijaya Tbk.,580,580,580,580,0
12/28/2015,ANJT,Austindo Nusantara Jaya Tbk.,1610,1610,1610,1610,0
12/28/2015,ANTM,Aneka Tambang (Persero) Tbk.,304,309,304,305,104481700
12/28/2015,APEX,Apexindo Pratama Duta Tbk.,3330,3330,3330,3330,0
12/28/2015,APIC,Pacific Strategic Financial Tbk.,650,665,650,660,2098500
12/28/2015,APII,Arita Prima Indonesia Tbk.,222,222,222,222,0
12/28/2015,APLI,Asiaplast Industries Tbk.,68,68,68,68,0
12/28/2015,APLN,Agung Podomoro Land Tbk.,328,335,327,329,2538800
12/28/2015,APOL,Arpeni Pratama Ocean Line Tbk.,58,58,58,58,0
12/28/2015,ARGO,Argo Pantes Tbk,900,900,900,900,0
12/28/2015,ARII,Atlas Resources Tbk.,423,423,423,423,0
12/28/2015,ARNA,Arwana Citramulia Tbk.,483,495,483,495,2579500
12/28/2015,ARTA,Arthavest Tbk,338,349,310,349,420600
12/28/2015,ARTI,Ratu Prabu Energi Tbk,166,168,164,167,876500
12/28/2015,ASBI,Asuransi Bintang Tbk.,440,440,440,440,0
12/28/2015,ASDM,Asuransi Dayin Mitra Tbk.,1145,1145,1145,1145,0
12/28/2015,ASGR,Astra Graphia Tbk.,1700,1700,1700,1700,0
12/28/2015,ASII,Astra International Tbk.,5975,6075,5950,6000,30436700
12/28/2015,ASJT,Asuransi Jasa Tania Tbk.,157,157,157,157,600000
12/28/2015,ASMI,Asuransi Kresna Mitra Tbk.,1180,1180,1155,1170,463400
12/28/2015,ASRI,Alam Sutera Realty Tbk.,339,346,339,346,17264000
12/28/2015,ASRM,Asuransi Ramayana Tbk.,2650,2650,2650,2650,0
12/28/2015,ASSA,Adi Sarana Armada Tbk.,103,104,99,101,429000
12/28/2015,ATIC,Anabatic Technologies Tbk.,695,700,690,695,2966600
12/28/2015,ATPK,Bara Jaya Internasional Tbk.,194,194,194,194,0
12/28/2015,AUTO,Astra Otoparts Tbk.,1650,1650,1630,1630,55200
12/28/2015,BABP,Bank MNC Internasional Tbk.,65,73,65,70,10449700
12/28/2015,BACA,Bank Capital Indonesia Tbk.,191,195,191,192,8147700
12/28/2015,BAJA,Saranacentral Bajatama Tbk.,84,85,83,83,21500
12/28/2015,BALI,Bali Towerindo Sentra Tbk.,880,885,875,885,25100
12/28/2015,BAPA,Bekasi Asri Pemula Tbk.,51,51,51,51,0
12/28/2015,BATA,Sepatu Bata Tbk.,950,980,950,980,11200
12/28/2015,BAYU,Bayu Buana Tbk,990,1200,990,990,40300
12/28/2015,BBCA,Bank Central Asia Tbk.,13100,13400,13100,13325,13088100
12/28/2015,BBHI,Bank Harda Internasional Tbk.,120,120,120,120,0
12/28/2015,BBKP,Bank Bukopin Tbk.,685,695,680,685,1187200
12/28/2015,BBLD,Buana Finance Tbk.,1110,1200,1110,1200,24700
12/28/2015,BBMD,Bank Mestika Dharma Tbk.,1560,1560,1560,1560,0
12/28/2015,BBNI,Bank Negara Indonesia (Persero) Tbk.,4935,5025,4880,5000,12873400
12/28/2015,BBNP,Bank Nusantara Parahyangan Tbk.,1860,1860,1860,1860,0
12/28/2015,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,11000,11450,10975,11400,20106600
12/28/2015,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,50,50,50,50,200
12/28/2015,BBTN,Bank Tabungan Negara (Persero) Tbk.,1300,1315,1295,1310,6669600
12/28/2015,BBYB,Bank Yudha Bhakti Tbk.,386,386,386,386,0
12/28/2015,BCAP,MNC Kapital Indonesia Tbk.,1590,1590,1560,1590,10200
12/28/2015,BCIC,Bank JTrust Indonesia Tbk.,50,50,50,50,0
12/28/2015,BCIP,Bumi Citra Permai Tbk.,855,860,845,850,13937800
12/28/2015,BDMN,Bank Danamon Indonesia Tbk.,3200,3240,3200,3205,1574500
12/28/2015,BEKS,Bank Pundi Indonesia Tbk.,52,53,51,52,1874200
12/28/2015,BEST,Bekasi Fajar Industrial Estate Tbk.,313,321,311,311,12342800
12/28/2015,BFIN,BFI Finance  Indonesia Tbk.,2400,2400,2400,2400,0
12/28/2015,BHIT,MNC Investama Tbk.,157,175,157,171,35317200
12/28/2015,BIKA,Binakarya Jaya Abadi Tbk.,2100,2105,1910,1920,9015300
12/28/2015,BIMA,Primarindo Asia Infrastructure Tbk.,350,350,350,350,0
12/28/2015,BINA,Bank Ina Perdana Tbk.,280,280,280,280,0
12/28/2015,BIPI,Benakat Integra Tbk.,50,50,50,50,330100
12/28/2015,BIPP,Bhuwanatala Indah Permai Tbk.,79,85,79,85,13200
12/28/2015,BIRD,Blue Bird Tbk.,7125,7425,7125,7150,48000
12/28/2015,BISI,BISI International Tbk.,1330,1345,1310,1330,145600
