<date>,<ticker>,<name>,<open>,<high>,<low>,<close>,<volume>
02/20/2015,AALI,Astra Agro Lestari Tbk.,25000,25300,24900,24975,471300
02/20/2015,ABBA,Mahaka Media Tbk.,61,62,61,62,29600
02/20/2015,ABDA,Asuransi Bina Dana Arta Tbk.,6625,6625,6625,6625,0
02/20/2015,ABMM,ABM Investama Tbk.,2915,2915,2915,2915,0
02/20/2015,ACES,Ace Hardware Indonesia Tbk.,765,775,755,770,11701700
02/20/2015,ACST,Acset Indonusa Tbk.,4920,5000,4805,4805,775800
02/20/2015,ADES,Akasha Wira International Tbk.,1395,1400,1375,1380,63100
02/20/2015,ADHI,Adhi Karya (Persero) Tbk.,2893,2982,2893,2961,48771388
02/20/2015,ADMF,Adira Dinamika Multi Finance Tbk.,6900,6900,6700,6700,10600
02/20/2015,ADMG,Polychem Indonesia Tbk,135,149,135,149,50200
02/20/2015,ADRO,Adaro Energy Tbk.,995,1005,985,995,63188300
02/20/2015,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,105,105,103,103,2082500
02/20/2015,AGRS,Bank Agris Tbk.,134,136,134,136,88300
02/20/2015,AHAP,Asuransi Harta Aman Pratama Tbk.,180,180,180,180,9882
02/20/2015,AIMS,Akbar Indo Makmur Stimec Tbk,390,390,390,390,0
02/20/2015,AISA,Tiga Pilar Sejahtera Food Tbk.,2130,2135,2115,2120,1602400
02/20/2015,AKKU,Alam Karya Unggul Tbk.,305,305,305,305,0
02/20/2015,AKPI,Argha Karya Prima Industry Tbk.,840,840,840,840,0
02/20/2015,AKRA,AKR Corporindo Tbk.,4860,4895,4860,4870,4871000
02/20/2015,AKSI,Majapahit Inti Corpora Tbk.,125,125,125,125,0
02/20/2015,ALDO,Alkindo Naratama Tbk.,720,720,720,720,215000
02/20/2015,ALKA,Alakasa Industrindo Tbk,900,900,900,900,0
02/20/2015,ALMI,Alumindo Light Metal Industry Tbk.,258,258,243,243,85200
02/20/2015,ALTO,Tri Banyan Tirta Tbk.,354,357,353,353,3245900
02/20/2015,AMAG,Asuransi Multi Artha Guna Tbk.,227,235,227,234,344600
02/20/2015,AMFG,Asahimas Flat Glass Tbk.,8250,8325,8150,8325,23700
02/20/2015,AMRT,Sumber Alfaria Trijaya Tbk.,485,485,470,470,3500
02/20/2015,ANJT,Austindo Nusantara Jaya Tbk.,1190,1190,1190,1190,0
02/20/2015,ANTM,Aneka Tambang (Persero) Tbk.,869,874,865,865,7057189
02/20/2015,APEX,Apexindo Pratama Duta Tbk.,3325,3325,3325,3325,0
02/20/2015,APIC,Pacific Strategic Financial Tbk.,545,550,545,550,15447000
02/20/2015,APII,Arita Prima Indonesia Tbk.,385,385,385,385,10000
02/20/2015,APLI,Asiaplast Industries Tbk.,69,69,69,69,0
02/20/2015,APLN,Agung Podomoro Land Tbk.,463,473,463,471,24441300
02/20/2015,APOL,Arpeni Pratama Ocean Line Tbk.,64,67,62,65,31663400
02/20/2015,ARGO,Argo Pantes Tbk,1150,1150,1150,1150,0
02/20/2015,ARII,Atlas Resources Tbk.,419,419,419,419,100
02/20/2015,ARNA,Arwana Citramulia Tbk.,925,945,925,940,1427700
02/20/2015,ARTA,Arthavest Tbk,280,280,280,280,500
02/20/2015,ARTI,Ratu Prabu Energi Tbk,98,98,96,97,970200
02/20/2015,ASBI,Asuransi Bintang Tbk.,585,585,585,585,0
02/20/2015,ASDM,Asuransi Dayin Mitra Tbk.,1000,1000,1000,1000,0
02/20/2015,ASGR,Astra Graphia Tbk.,1860,1860,1845,1850,16600
02/20/2015,ASII,Astra International Tbk.,7850,7950,7850,7850,7536100
02/20/2015,ASJT,Asuransi Jasa Tania Tbk.,151,151,151,151,809400
02/20/2015,ASMI,Asuransi Kresna Mitra Tbk.,645,655,645,655,1435500
02/20/2015,ASRI,Alam Sutera Realty Tbk.,670,695,665,690,242570000
02/20/2015,ASRM,Asuransi Ramayana Tbk.,1220,1225,1220,1225,100000
02/20/2015,ASSA,Adi Sarana Armada Tbk.,208,210,201,206,4486000
02/20/2015,ATPK,Bara Jaya Internasional Tbk.,190,190,188,188,22300
02/20/2015,AUTO,Astra Otoparts Tbk.,3795,3795,3795,3795,6900
02/20/2015,BABP,Bank MNC Internasional Tbk.,90,91,89,90,14131600
02/20/2015,BACA,Bank Capital Indonesia Tbk.,122,122,120,121,523300
02/20/2015,BAEK,Bank Ekonomi Raharja Tbk.,2100,2100,2100,2100,0
02/20/2015,BAJA,Saranacentral Bajatama Tbk.,238,241,238,239,512500
02/20/2015,BALI,Bali Towerindo Sentra Tbk.,390,390,390,390,500
02/20/2015,BAPA,Bekasi Asri Pemula Tbk.,50,50,50,50,20300
02/20/2015,BATA,Sepatu Bata Tbk.,1120,1120,1120,1120,2000
02/20/2015,BAYU,Bayu Buana Tbk,1065,1065,1065,1065,0
02/20/2015,BBCA,Bank Central Asia Tbk.,14300,14325,14050,14050,5032400
02/20/2015,BBKP,Bank Bukopin Tbk.,800,805,795,800,1228300
02/20/2015,BBLD,Buana Finance Tbk.,940,1060,900,1060,5100
02/20/2015,BBMD,Bank Mestika Dharma Tbk.,1600,1600,1600,1600,0
02/20/2015,BBNI,Bank Negara Indonesia (Persero) Tbk.,6975,7075,6900,6900,16170800
02/20/2015,BBNP,Bank Nusantara Parahyangan Tbk.,2310,2310,2310,2310,0
02/20/2015,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,12525,12800,12500,12725,37372900
02/20/2015,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,175,176,175,175,9700
02/20/2015,BBTN,Bank Tabungan Negara (Persero) Tbk.,1050,1070,1045,1055,66874400
02/20/2015,BBYB,Bank Yudha Bhakti Tbk.,103,103,99,102,309100
02/20/2015,BCAP,MNC Kapital Indonesia Tbk.,1304,1314,1294,1299,18572500
02/20/2015,BCIC,Bank JTrust Indonesia Tbk.,50,50,50,50,0
02/20/2015,BCIP,Bumi Citra Permai Tbk.,770,775,760,765,29763200
02/20/2015,BDMN,Bank Danamon Indonesia Tbk.,4675,4690,4650,4650,1709400
02/20/2015,BEKS,Bank Pembangunan Daerah Banten Tbk.,68,71,68,69,82500
02/20/2015,BEST,Bekasi Fajar Industrial Estate Tbk.,690,705,680,680,31908600
02/20/2015,BFIN,BFI Finance  Indonesia Tbk.,2725,2725,2700,2700,18000
02/20/2015,BHIT,MNC Investama Tbk.,289,291,287,287,14704500
02/20/2015,BIMA,Primarindo Asia Infrastructure Tbk.,700,700,700,700,0
02/20/2015,BINA,Bank Ina Perdana Tbk.,255,255,255,255,0
02/20/2015,BIPI,Benakat Integra Tbk.,110,114,110,112,6361200
02/20/2015,BIPP,Bhuwanatala Indah Permai Tbk.,99,102,99,102,570
02/20/2015,BIRD,Blue Bird Tbk.,10500,10650,10500,10625,184900
02/20/2015,BISI,BISI International Tbk.,1010,1075,1010,1060,3198000
02/20/2015,BJBR,Bank Pembangunan Daerah Jawa Barat dan Banten Tbk,910,955,910,945,43091900
