Date,Open,High,Low,Close,Volume
7-Jun-16,844.25,848.94,844.03,848.94,-
6-Jun-16,833.08,841.23,832.36,841.23,-
3-Jun-16,830.57,832.73,827.76,830.94,-
2-Jun-16,828.65,833.37,827.56,827.56,-
1-Jun-16,821.24,831.60,820.86,829.43,-
31-May-16,828.24,828.68,819.29,820.01,-
30-May-16,827.36,832.86,826.82,828.81,-
27-May-16,820.34,826.80,818.92,826.30,-
26-May-16,820.34,821.22,816.07,820.86,-
25-May-16,812.05,819.21,811.93,819.21,-
24-May-16,810.60,813.55,806.35,806.35,-
23-May-16,805.84,812.13,805.84,811.96,-
20-May-16,800.64,807.77,799.21,805.15,-
19-May-16,809.60,810.66,800.06,801.93,-
18-May-16,806.69,811.68,805.21,809.82,-
17-May-16,810.51,811.60,805.84,808.48,-
16-May-16,813.02,813.75,807.03,809.12,-
13-May-16,825.09,825.64,812.90,817.02,-
12-May-16,825.68,831.20,824.58,825.61,-
11-May-16,823.90,830.16,820.18,826.72,-
10-May-16,815.26,819.56,811.58,819.45,-
9-May-16,827.51,828.85,815.20,815.20,-
4-May-16,826.30,830.98,818.08,830.98,-
3-May-16,829.25,831.90,825.83,827.19,-
2-May-16,830.14,831.59,818.88,826.62,-
29-Apr-16,832.18,832.85,827.74,832.51,-
28-Apr-16,839.31,842.20,830.91,834.41,-
27-Apr-16,829.25,835.29,827.32,835.29,-
26-Apr-16,842.52,842.58,826.70,830.83,-
25-Apr-16,854.26,854.26,842.08,845.65,-
22-Apr-16,849.51,853.72,845.39,852.86,-
21-Apr-16,847.75,852.06,847.46,850.58,-
20-Apr-16,846.24,847.87,841.18,845.70,-
19-Apr-16,847.36,849.41,844.41,847.64,-
18-Apr-16,831.90,844.91,829.52,844.91,-
15-Apr-16,836.50,836.89,827.10,834.61,-
14-Apr-16,844.20,844.40,831.56,831.56,-
13-Apr-16,840.28,842.35,834.36,839.46,-
12-Apr-16,826.67,835.99,823.80,835.99,-
11-Apr-16,836.42,838.86,822.08,826.32,-
8-Apr-16,838.73,843.74,836.16,839.71,-
7-Apr-16,850.06,852.06,843.54,845.53,-
6-Apr-16,846.71,849.41,845.97,845.97,-
5-Apr-16,842.63,851.35,841.42,845.48,-
4-Apr-16,839.55,845.63,839.45,842.96,-
1-Apr-16,839.86,840.30,834.77,840.30,-
31-Mar-16,838.07,841.23,833.87,840.35,-
30-Mar-16,833.22,839.72,830.75,835.49,-
29-Mar-16,826.04,829.95,824.41,829.32,-
28-Mar-16,834.15,835.57,824.89,827.54,-
24-Mar-16,839.46,843.14,836.42,838.56,-
23-Mar-16,844.16,844.21,838.16,843.79,-
22-Mar-16,849.07,851.59,841.11,845.63,-
21-Mar-16,848.54,856.87,848.50,852.59,-
18-Mar-16,854.69,857.69,846.77,852.10,-
17-Mar-16,854.43,856.87,849.65,853.65,-
16-Mar-16,846.12,849.07,843.14,849.07,-
15-Mar-16,852.96,853.66,844.10,846.41,-
14-Mar-16,844.84,852.17,842.48,852.14,-
11-Mar-16,832.10,838.61,830.14,838.61,-
10-Mar-16,833.79,834.94,826.38,834.31,-
8-Mar-16,842.46,844.94,830.28,838.56,-
7-Mar-16,850.91,852.43,840.66,842.59,-
4-Mar-16,849.68,852.75,837.71,848.61,-
3-Mar-16,851.48,854.67,841.99,849.57,-
2-Mar-16,844.26,850.00,843.07,848.34,-
1-Mar-16,832.10,838.23,831.57,837.14,-
29-Feb-16,829.44,837.89,825.32,834.74,-
26-Feb-16,820.53,829.04,818.21,828.18,-
25-Feb-16,816.98,817.57,809.18,811.29,-
24-Feb-16,807.87,814.91,804.30,811.00,-
23-Feb-16,824.18,825.46,805.14,810.39,-
22-Feb-16,821.34,825.58,817.48,822.56,-
19-Feb-16,830.28,834.38,817.28,820.39,-
18-Feb-16,840.09,844.13,834.45,838.79,-
17-Feb-16,829.50,837.53,829.26,835.52,-
16-Feb-16,832.35,837.22,827.28,831.12,-
15-Feb-16,834.06,836.08,829.06,831.06,-
12-Feb-16,834.55,837.68,824.74,825.34,-
11-Feb-16,827.54,841.44,827.54,839.02,-
10-Feb-16,833.29,840.67,828.63,829.64,-
9-Feb-16,837.74,839.98,829.45,838.24,-
5-Feb-16,815.91,843.95,815.76,843.95,-
4-Feb-16,799.50,814.30,799.23,813.74,-
3-Feb-16,785.00,796.81,783.54,796.81,-
2-Feb-16,796.70,800.27,792.88,793.45,-
1-Feb-16,801.22,803.03,788.58,803.03,-
29-Jan-16,797.60,801.11,789.82,799.99,-
28-Jan-16,793.72,795.02,789.41,795.02,-
27-Jan-16,787.39,793.98,785.00,793.98,-
26-Jan-16,781.50,784.79,779.73,782.92,-
25-Jan-16,786.94,790.31,782.48,786.07,-
22-Jan-16,777.07,779.31,770.36,779.31,-
21-Jan-16,774.74,777.66,765.00,767.90,-
20-Jan-16,778.29,781.47,769.13,769.13,-
19-Jan-16,777.73,783.46,774.52,782.43,-
18-Jan-16,774.95,780.44,773.89,776.22,-
15-Jan-16,788.06,792.55,784.22,784.22,-
14-Jan-16,780.70,791.40,774.78,786.42,-
13-Jan-16,793.55,797.38,791.62,793.30,-
12-Jan-16,779.70,789.51,779.24,786.92,-
11-Jan-16,781.32,782.98,772.26,773.44,-
8-Jan-16,784.21,791.37,780.81,790.06,-
7-Jan-16,792.12,794.16,785.80,785.80,-
6-Jan-16,791.28,810.96,791.00,802.13,-
5-Jan-16,782.63,798.32,782.52,789.62,-
4-Jan-16,788.39,795.59,782.20,782.20,-
30-Dec-15,789.23,797.67,789.10,792.03,-
29-Dec-15,783.99,788.71,783.98,787.90,-
28-Dec-15,775.17,789.09,775.00,785.47,-
23-Dec-15,778.27,780.27,773.02,778.10,-
22-Dec-15,776.48,780.12,772.61,779.15,-
21-Dec-15,766.32,776.75,766.18,775.45,-
18-Dec-15,778.55,779.47,770.86,770.86,-
17-Dec-15,789.69,790.96,783.11,790.96,-
16-Dec-15,768.15,773.05,760.15,773.05,-
15-Dec-15,746.99,756.37,746.73,756.37,-
14-Dec-15,742.61,748.21,736.33,748.12,-
11-Dec-15,768.85,769.23,751.64,751.64,-
10-Dec-15,761.48,768.75,760.90,767.42,-
8-Dec-15,774.00,780.93,767.74,767.74,-
7-Dec-15,781.75,788.78,781.23,781.23,-
4-Dec-15,777.26,783.86,775.93,777.48,-
3-Dec-15,779.64,787.49,778.23,783.84,-
2-Dec-15,786.05,788.56,782.62,784.99,-
1-Dec-15,771.02,785.64,771.02,785.64,-
30-Nov-15,778.11,780.25,755.46,755.46,-
27-Nov-15,795.72,797.93,782.66,787.04,-
26-Nov-15,793.08,799.24,790.05,795.18,-
25-Nov-15,784.58,790.68,784.05,790.30,-
24-Nov-15,779.10,784.84,778.80,781.33,-
23-Nov-15,789.82,793.85,780.55,780.55,-
20-Nov-15,774.55,787.45,774.39,787.45,-
19-Nov-15,778.67,781.49,776.90,778.06,-
18-Nov-15,774.39,777.34,770.28,773.37,-
17-Nov-15,764.98,775.12,764.98,770.95,-
16-Nov-15,753.92,760.49,746.19,756.48,-
13-Nov-15,754.02,767.16,752.59,762.89,-
12-Nov-15,758.57,768.16,758.29,759.33,-
11-Nov-15,754.48,759.88,750.23,756.71,-
10-Nov-15,758.69,772.20,754.70,754.70,-
9-Nov-15,780.38,780.41,766.09,767.99,-
6-Nov-15,789.47,792.68,783.83,783.83,-
5-Nov-15,791.51,795.18,785.00,787.01,-
4-Nov-15,784.80,794.65,784.66,794.64,-
3-Nov-15,770.54,780.74,769.36,777.53,-
2-Nov-15,756.46,764.14,752.13,762.41,-
30-Oct-15,763.20,768.04,759.55,759.73,-
29-Oct-15,794.14,794.99,765.34,765.53,-
28-Oct-15,803.89,806.18,793.29,795.98,-
27-Oct-15,806.43,810.73,797.58,810.73,-
26-Oct-15,812.42,814.85,809.84,812.90,-
23-Oct-15,807.11,810.41,797.26,804.74,-
22-Oct-15,795.97,796.58,788.55,789.50,-
21-Oct-15,791.82,802.14,790.97,793.78,-
20-Oct-15,784.62,794.30,783.27,788.90,-
19-Oct-15,775.56,785.55,775.40,785.39,-
16-Oct-15,775.99,778.71,768.47,772.27,-
15-Oct-15,770.85,780.09,770.07,770.07,-
13-Oct-15,794.61,794.67,763.12,763.12,-
12-Oct-15,790.88,799.32,790.65,796.87,-
