Date,Open,High,Low,Close,Volume
12-Jul-16,706.75,709.24,697.50,703.06,-
11-Jul-16,695.35,708.01,694.98,701.66,-
1-Jul-16,696.13,697.46,684.93,686.84,-
30-Jun-16,691.87,696.24,690.30,694.34,-
29-Jun-16,676.47,688.85,676.47,688.85,-
28-Jun-16,665.66,673.10,665.66,671.02,-
27-Jun-16,658.66,667.75,657.50,665.57,-
24-Jun-16,671.38,672.49,650.96,663.94,-
23-Jun-16,671.62,672.40,666.89,670.00,-
22-Jun-16,668.88,673.60,668.88,672.99,-
21-Jun-16,669.56,672.12,667.48,668.64,-
20-Jun-16,664.88,666.91,660.02,666.91,-
17-Jun-16,659.55,662.55,655.58,662.55,-
16-Jun-16,660.16,661.63,655.15,657.04,-
15-Jun-16,653.85,660.36,653.04,660.36,-
14-Jun-16,651.10,656.19,649.58,655.59,-
13-Jun-16,654.09,656.58,652.71,652.91,-
10-Jun-16,664.58,665.72,657.70,657.70,-
9-Jun-16,669.80,670.69,663.70,663.70,-
8-Jun-16,673.40,674.87,662.54,669.12,-
7-Jun-16,669.17,674.03,669.17,674.03,-
6-Jun-16,659.66,667.53,659.11,667.53,-
3-Jun-16,657.47,660.69,654.94,658.00,-
2-Jun-16,653.61,658.36,652.82,653.49,-
1-Jun-16,650.66,657.45,650.42,654.67,-
31-May-16,652.28,654.60,647.80,648.85,-
30-May-16,655.48,659.09,653.94,653.94,-
27-May-16,648.79,655.65,646.21,655.65,-
26-May-16,650.02,650.78,645.30,649.36,-
25-May-16,640.53,648.86,640.33,648.49,-
24-May-16,638.64,641.04,635.26,635.26,-
23-May-16,633.83,639.09,633.83,638.89,-
20-May-16,631.52,636.04,629.68,632.91,-
19-May-16,638.02,638.84,628.97,632.16,-
18-May-16,635.68,640.71,634.99,639.12,-
17-May-16,636.81,638.43,633.99,636.48,-
16-May-16,639.08,641.58,632.44,634.32,-
13-May-16,649.51,649.87,636.15,640.13,-
12-May-16,650.57,655.47,648.07,648.97,-
11-May-16,647.36,654.48,645.64,651.07,-
10-May-16,642.26,643.79,638.22,643.79,-
9-May-16,649.54,652.89,640.73,640.73,-
4-May-16,645.59,650.48,638.27,650.48,-
3-May-16,647.09,649.44,644.37,645.72,-
2-May-16,648.55,650.94,641.11,645.60,-
29-Apr-16,654.82,654.90,650.49,653.26,-
28-Apr-16,664.23,666.48,653.22,656.41,-
27-Apr-16,662.50,664.89,658.66,663.19,-
26-Apr-16,677.40,677.61,664.67,666.42,-
25-Apr-16,685.88,685.96,675.88,678.81,-
22-Apr-16,681.20,687.24,677.82,683.12,-
21-Apr-16,680.42,684.80,679.29,682.56,-
20-Apr-16,678.24,680.98,676.05,678.59,-
19-Apr-16,676.80,680.35,675.06,679.51,-
18-Apr-16,667.28,673.35,661.80,673.35,-
15-Apr-16,660.56,667.81,657.96,667.81,-
14-Apr-16,665.38,665.55,654.91,654.91,-
13-Apr-16,661.06,662.78,657.19,661.89,-
12-Apr-16,650.11,658.74,647.92,658.74,-
11-Apr-16,656.41,659.95,646.36,650.17,-
8-Apr-16,655.73,661.34,655.03,660.43,-
7-Apr-16,663.32,665.44,659.84,661.06,-
6-Apr-16,657.25,661.42,657.12,660.38,-
5-Apr-16,661.44,662.99,658.54,658.55,-
4-Apr-16,657.89,662.22,657.24,662.12,-
1-Apr-16,654.27,657.01,651.00,657.01,-
31-Mar-16,652.73,653.97,647.44,652.69,-
30-Mar-16,649.15,653.87,648.72,650.67,-
29-Mar-16,644.68,649.43,642.17,645.00,-
28-Mar-16,650.44,651.29,643.57,646.07,-
24-Mar-16,652.92,656.37,651.06,653.18,-
23-Mar-16,661.56,661.92,653.11,656.99,-
22-Mar-16,665.43,667.05,658.77,664.19,-
21-Mar-16,666.62,672.20,665.05,668.26,-
18-Mar-16,670.49,673.45,666.76,669.30,-
17-Mar-16,666.32,668.90,663.89,668.14,-
16-Mar-16,658.04,661.67,656.18,661.67,-
15-Mar-16,664.96,666.04,656.77,658.03,-
14-Mar-16,658.28,665.94,657.12,665.47,-
11-Mar-16,648.17,653.01,647.50,653.01,-
10-Mar-16,646.73,649.18,639.64,649.18,-
8-Mar-16,649.98,653.72,640.44,648.36,-
7-Mar-16,655.79,656.81,648.25,650.56,-
4-Mar-16,658.91,660.56,645.49,654.52,-
3-Mar-16,663.26,663.94,653.28,657.37,-
2-Mar-16,653.97,660.00,653.45,660.00,-
1-Mar-16,641.15,649.24,640.72,648.92,-
29-Feb-16,637.87,647.72,633.78,641.86,-
26-Feb-16,632.13,637.95,627.38,636.62,-
25-Feb-16,623.52,626.72,619.67,623.93,-
24-Feb-16,620.48,622.98,613.91,620.82,-
23-Feb-16,633.99,634.52,616.68,623.52,-
22-Feb-16,630.00,633.33,628.37,631.76,-
19-Feb-16,640.11,640.29,625.98,631.06,-
18-Feb-16,641.82,644.98,636.30,641.42,-
17-Feb-16,634.58,640.21,634.48,638.29,-
16-Feb-16,634.53,638.45,631.64,635.29,-
15-Feb-16,636.76,639.43,632.15,633.97,-
12-Feb-16,638.68,640.60,628.82,630.49,-
11-Feb-16,633.10,646.55,632.66,643.98,-
10-Feb-16,632.53,639.72,632.53,634.16,-
9-Feb-16,635.14,637.36,627.28,636.13,-
5-Feb-16,624.04,643.25,623.77,642.55,-
4-Feb-16,612.59,624.83,612.59,621.98,-
3-Feb-16,598.56,610.89,597.39,610.23,-
2-Feb-16,606.79,610.84,603.72,603.72,-
1-Feb-16,613.23,615.75,605.07,611.10,-
29-Jan-16,610.08,612.75,603.08,612.75,-
28-Jan-16,605.39,607.75,601.70,607.75,-
27-Jan-16,597.97,605.23,594.89,605.23,-
26-Jan-16,592.38,594.95,590.91,594.95,-
25-Jan-16,596.64,599.48,594.29,595.41,-
22-Jan-16,589.94,590.70,583.79,590.67,-
21-Jan-16,587.48,590.22,579.95,581.78,-
20-Jan-16,589.42,592.72,582.80,582.80,-
19-Jan-16,589.35,594.03,586.62,592.40,-
18-Jan-16,586.15,590.36,585.15,587.50,-
15-Jan-16,596.61,600.75,593.65,594.64,-
14-Jan-16,592.96,600.08,586.66,594.12,-
13-Jan-16,601.44,605.43,600.16,601.86,-
12-Jan-16,590.82,599.14,590.82,596.04,-
11-Jan-16,594.00,594.84,586.49,586.71,-
8-Jan-16,599.00,602.42,593.21,600.48,-
7-Jan-16,604.34,605.51,599.38,599.38,-
6-Jan-16,600.31,618.82,599.28,612.22,-
5-Jan-16,592.72,604.59,592.54,597.26,-
4-Jan-16,600.40,604.57,592.11,592.11,-
30-Dec-15,600.93,607.78,600.57,603.35,-
29-Dec-15,596.45,599.44,596.34,599.44,-
28-Dec-15,592.36,599.98,590.33,597.28,-
23-Dec-15,594.28,595.78,588.26,593.25,-
22-Dec-15,592.44,595.60,588.80,595.60,-
21-Dec-15,584.59,592.39,583.91,591.69,-
18-Dec-15,590.42,591.84,586.24,588.22,-
17-Dec-15,595.42,600.52,590.66,600.52,-
16-Dec-15,582.78,583.60,574.76,583.17,-
15-Dec-15,564.82,573.18,564.60,573.18,-
14-Dec-15,561.18,566.31,554.56,565.63,-
11-Dec-15,580.80,581.19,565.09,565.09,-
10-Dec-15,578.30,583.53,577.10,578.30,-
8-Dec-15,589.78,593.32,582.21,582.21,-
7-Dec-15,596.64,601.36,595.12,595.72,-
4-Dec-15,590.74,597.55,590.10,592.90,-
3-Dec-15,591.96,601.12,591.48,596.57,-
2-Dec-15,597.55,600.80,595.56,596.90,-
1-Dec-15,590.27,598.03,590.04,598.03,-
30-Nov-15,593.39,594.06,579.80,579.80,-
27-Nov-15,602.71,605.10,594.57,601.04,-
26-Nov-15,600.76,605.41,598.81,601.79,-
25-Nov-15,597.05,600.39,595.98,599.28,-
24-Nov-15,597.30,599.51,594.74,594.88,-
23-Nov-15,606.37,609.19,595.60,595.60,-
20-Nov-15,597.22,604.54,595.87,604.54,-
19-Nov-15,598.30,600.72,595.48,596.86,-
18-Nov-15,591.43,597.08,589.00,593.79,-
17-Nov-15,588.00,593.32,588.00,589.30,-
16-Nov-15,581.12,585.81,574.85,581.53,-
13-Nov-15,578.52,590.99,577.49,587.55,-
12-Nov-15,586.26,589.54,582.48,582.48,-
11-Nov-15,582.36,586.85,579.86,584.88,-
10-Nov-15,584.56,594.70,582.21,582.21,-
9-Nov-15,600.94,600.98,588.07,591.37,-
6-Nov-15,605.57,608.64,603.36,603.80,-
5-Nov-15,607.48,610.45,604.37,605.23,-
4-Nov-15,603.58,610.47,603.41,610.47,-
3-Nov-15,597.80,601.90,596.55,599.47,-
2-Nov-15,584.45,593.58,582.77,593.58,-
30-Oct-15,586.30,591.90,584.04,586.10,-
29-Oct-15,610.37,610.67,586.97,586.97,-
28-Oct-15,617.13,618.30,608.60,610.90,-
27-Oct-15,619.08,620.94,610.77,620.94,-
26-Oct-15,623.76,625.20,620.00,623.61,-
23-Oct-15,624.74,627.89,616.45,620.24,-
22-Oct-15,616.68,616.88,609.67,611.34,-
21-Oct-15,615.43,622.97,612.90,616.93,-
20-Oct-15,610.99,618.89,610.54,612.84,-
19-Oct-15,604.66,612.19,604.22,612.11,-
16-Oct-15,605.19,607.66,598.68,602.01,-
15-Oct-15,598.98,607.44,598.98,599.48,-
13-Oct-15,617.57,617.65,592.98,592.98,-
12-Oct-15,616.34,620.44,614.57,619.08,-
9-Oct-15,610.94,621.87,610.94,615.43,-
8-Oct-15,604.98,610.68,599.53,601.15,-
7-Oct-15,597.18,603.39,588.84,602.55,-
6-Oct-15,584.74,599.04,584.74,596.68,-
5-Oct-15,559.17,578.23,558.87,576.34,-
2-Oct-15,560.05,562.05,553.87,553.87,-
1-Oct-15,556.85,565.54,555.52,563.06,0
30-Sep-15,555.06,558.02,549.66,556.09,0
29-Sep-15,532.58,554.43,524.58,554.43,0
28-Sep-15,554.08,554.75,542.00,542.00,0
25-Sep-15,564.65,566.40,555.44,557.23,0
23-Sep-15,569.68,570.02,561.12,561.53,0
22-Sep-15,585.09,586.35,575.09,576.16,0
21-Sep-15,579.49,584.92,578.62,583.28,0
18-Sep-15,585.30,591.11,579.15,584.84,0
17-Sep-15,579.75,585.13,578.20,584.43,0
16-Sep-15,583.88,585.27,576.64,577.07,0
15-Sep-15,588.48,588.63,579.56,580.28,0
14-Sep-15,588.59,591.68,585.93,591.68,0
11-Sep-15,581.86,587.14,580.51,584.90,0
10-Sep-15,567.03,577.27,563.87,577.06,0
9-Sep-15,573.08,576.89,568.87,574.99,0
8-Sep-15,560.87,568.98,557.37,567.34,0
7-Sep-15,584.79,585.03,563.56,565.32,0
4-Sep-15,589.53,592.58,587.41,589.14,0
3-Sep-15,588.23,592.12,582.47,590.89,0
2-Sep-15,575.58,585.93,572.48,582.66,0
1-Sep-15,594.05,594.26,583.26,584.10,0
31-Aug-15,588.15,599.73,586.47,598.28,0
28-Aug-15,593.73,597.38,583.23,586.09,0
27-Aug-15,562.16,586.61,562.16,585.18,0
26-Aug-15,547.77,555.54,539.94,553.09,0
25-Aug-15,545.88,568.08,544.35,554.87,0
24-Aug-15,553.91,554.46,535.30,544.39,0
21-Aug-15,581.93,582.49,572.01,572.01,0
20-Aug-15,589.60,591.27,584.68,587.99,0
19-Aug-15,593.67,599.30,590.68,592.13,0
18-Aug-15,603.45,604.84,595.63,597.19,0
14-Aug-15,604.39,609.10,599.26,606.41,0
13-Aug-15,587.95,608.16,587.95,605.30,0
12-Aug-15,599.68,599.69,583.22,585.32,0
11-Aug-15,630.71,632.35,607.75,607.75,0
10-Aug-15,630.94,631.67,622.89,628.83,0
7-Aug-15,635.34,636.14,629.91,631.77,0
6-Aug-15,644.88,645.66,634.64,634.64,0
5-Aug-15,636.11,644.25,634.49,644.25,0
4-Aug-15,632.20,637.81,632.01,634.22,0
3-Aug-15,636.43,639.83,632.53,636.99,0
31-Jul-15,630.78,644.55,630.22,641.97,0
30-Jul-15,632.64,634.23,627.36,628.90,0
29-Jul-15,632.18,637.54,629.10,629.10,0
28-Jul-15,629.97,633.48,626.83,628.63,0
27-Jul-15,642.05,645.01,632.14,632.14,0
24-Jul-15,653.07,653.36,646.08,646.94,0
23-Jul-15,655.78,657.31,654.28,656.34,0
22-Jul-15,655.90,658.39,650.65,658.39,0
15-Jul-15,654.73,656.46,649.02,653.65,0
14-Jul-15,658.59,660.40,653.57,655.90,0
13-Jul-15,650.77,655.68,648.04,654.82,0
10-Jul-15,650.13,652.70,645.48,648.74,0
9-Jul-15,649.75,650.03,641.44,645.58,0
8-Jul-15,661.30,661.30,652.72,653.24,0
7-Jul-15,661.59,663.32,654.12,657.72,0
6-Jul-15,664.11,667.58,660.08,661.37,0
3-Jul-15,661.05,671.05,661.03,670.93,0
2-Jul-15,657.82,666.66,657.82,662.42,0
1-Jul-15,660.06,661.65,654.81,654.81,0
30-Jun-15,652.94,663.30,652.06,656.99,0
29-Jun-15,655.00,655.16,649.24,652.82,0
26-Jun-15,659.60,663.75,656.04,658.85,0
25-Jun-15,664.11,664.49,659.79,659.79,0
24-Jun-15,662.41,666.37,661.83,666.37,0
23-Jun-15,663.11,667.50,657.11,657.11,0
22-Jun-15,667.86,667.90,661.64,661.64,0
19-Jun-15,665.95,669.02,665.06,666.82,0
18-Jun-15,661.07,665.68,661.07,665.06,0
17-Jun-15,656.46,665.09,656.46,660.82,0
16-Jun-15,649.94,658.13,647.16,653.03,0
15-Jun-15,663.80,664.00,648.04,648.04,0
12-Jun-15,668.75,670.74,664.92,665.66,0
11-Jun-15,672.63,673.25,663.34,666.60,0
10-Jun-15,659.20,670.16,658.71,664.75,0
9-Jun-15,672.54,672.65,649.77,655.70,0
8-Jun-15,681.84,682.32,671.30,672.87,0
5-Jun-15,683.50,685.07,680.72,684.75,0
4-Jun-15,690.16,694.54,685.29,685.29,0
3-Jun-15,698.43,700.99,689.72,692.40,0
1-Jun-15,698.70,700.65,694.29,700.65,0
29-May-15,705.77,710.50,698.07,698.07,0
28-May-15,711.10,712.55,705.53,707.16,0
27-May-15,716.54,718.52,707.76,707.76,0
26-May-15,712.51,724.29,712.02,719.30,0
25-May-15,712.78,713.32,709.98,711.26,0
22-May-15,712.63,714.81,710.67,711.77,0
21-May-15,717.32,718.57,710.92,712.28,0
20-May-15,714.35,717.99,712.76,714.80,0
19-May-15,707.91,711.81,704.13,711.75,0
18-May-15,707.57,709.62,704.87,708.51,0
15-May-15,707.34,711.18,703.59,708.85,0
13-May-15,701.54,708.45,696.75,706.03,0
12-May-15,696.73,701.71,696.44,696.95,0
11-May-15,701.03,702.80,696.16,696.16,0
8-May-15,692.03,700.40,691.78,696.70,0
7-May-15,687.72,695.29,684.01,685.97,0
6-May-15,680.52,692.67,678.32,692.30,0
5-May-15,681.42,690.06,678.05,686.25,0
4-May-15,668.15,682.46,667.90,679.16,0
30-Apr-15,670.60,680.22,657.17,664.80,0
29-Apr-15,698.11,700.42,659.07,674.87,0
28-Apr-15,693.43,701.08,684.81,701.08,0
27-Apr-15,713.46,716.35,694.60,698.24,0
24-Apr-15,722.68,726.78,720.64,723.29,0
23-Apr-15,717.02,723.88,716.37,718.85,0
22-Apr-15,716.99,720.20,713.41,716.12,0
21-Apr-15,705.96,717.98,704.82,717.98,0
20-Apr-15,709.48,709.76,702.32,704.25,0
17-Apr-15,709.34,712.93,709.17,709.33,0
16-Apr-15,712.14,713.79,706.74,710.41,0
15-Apr-15,712.61,712.89,707.22,711.09,0
14-Apr-15,717.10,717.31,707.55,711.11,0
13-Apr-15,719.20,720.84,713.53,717.43,0
10-Apr-15,724.44,724.59,718.09,722.08,0
9-Apr-15,721.60,723.85,719.43,723.85,0
8-Apr-15,726.52,727.51,718.39,719.99,0
7-Apr-15,723.80,728.28,723.54,727.56,0
6-Apr-15,719.43,721.90,718.63,720.87,0
2-Apr-15,721.01,723.15,713.48,716.80,0
1-Apr-15,726.80,727.81,716.56,718.59,0
31-Mar-15,729.48,730.33,725.56,728.20,0
30-Mar-15,714.51,724.10,713.64,720.50,0
27-Mar-15,701.72,711.55,700.67,709.98,0
26-Mar-15,706.09,710.62,703.48,703.48,0
25-Mar-15,719.52,720.19,710.54,711.03,0
24-Mar-15,721.13,723.52,719.92,721.50,0
23-Mar-15,723.79,726.84,720.48,721.00,0
20-Mar-15,722.01,723.44,717.92,721.67,0
19-Mar-15,725.09,726.62,723.56,724.86,0
18-Mar-15,722.65,724.00,718.32,718.32,0
17-Mar-15,728.68,730.04,723.79,724.68,0
16-Mar-15,722.47,728.10,722.40,725.35,0
13-Mar-15,727.55,727.84,721.57,723.68,0
12-Mar-15,720.83,726.58,720.05,723.77,0
11-Mar-15,721.99,723.57,717.63,720.53,0
10-Mar-15,722.84,727.61,716.88,725.84,0
9-Mar-15,729.05,729.90,722.63,724.65,0
6-Mar-15,725.67,734.85,724.39,734.85,0
5-Mar-15,724.65,728.00,722.09,722.09,0
4-Mar-15,730.58,730.83,723.23,723.39,0
3-Mar-15,729.58,732.89,729.19,730.20,0
2-Mar-15,723.04,728.71,722.68,728.61,0
27-Feb-15,727.17,729.08,722.10,722.10,0
26-Feb-15,724.28,728.56,722.64,726.78,0
25-Feb-15,722.40,727.44,721.93,727.44,0
24-Feb-15,717.68,721.06,715.97,720.42,0
23-Feb-15,717.69,719.34,715.60,718.39,0
20-Feb-15,717.32,720.56,715.36,715.36,0
18-Feb-15,719.11,722.41,716.56,718.68,0
17-Feb-15,709.89,714.34,709.89,714.34,0
16-Feb-15,722.30,722.43,709.60,709.60,0
13-Feb-15,716.72,721.52,716.04,721.52,0
12-Feb-15,711.74,713.98,708.23,713.98,0
11-Feb-15,709.61,713.17,707.79,712.14,0
10-Feb-15,712.72,713.57,705.87,707.01,0
9-Feb-15,712.10,716.69,708.41,710.89,0
6-Feb-15,702.88,711.52,701.80,711.52,0
5-Feb-15,706.71,707.77,696.52,700.40,0
4-Feb-15,709.52,712.08,706.29,708.72,0
3-Feb-15,703.37,707.65,703.26,704.64,0
2-Feb-15,703.97,705.92,699.45,701.50,0
30-Jan-15,708.16,708.43,704.99,706.68,0
29-Jan-15,704.25,705.20,702.31,703.10,0
28-Jan-15,705.96,707.97,704.82,706.08,0
27-Jan-15,704.14,707.71,699.59,707.71,0
26-Jan-15,714.64,714.70,696.01,705.43,0
23-Jan-15,713.74,718.68,713.52,716.73,0
22-Jan-15,701.01,709.89,701.01,708.84,0
21-Jan-15,690.41,702.10,688.40,702.10,0
20-Jan-15,682.95,688.62,679.50,688.62,0
19-Jan-15,682.89,684.45,677.76,681.64,0
16-Jan-15,686.90,691.19,680.29,681.69,0
15-Jan-15,685.71,688.99,683.06,687.57,0
14-Jan-15,692.12,692.85,681.66,681.66,0
13-Jan-15,686.95,692.26,686.21,692.14,0
12-Jan-15,687.46,689.30,683.78,683.78,0
9-Jan-15,690.24,693.18,688.43,688.95,0
8-Jan-15,689.99,691.43,687.66,688.14,0
7-Jan-15,682.22,688.61,681.92,687.51,0
6-Jan-15,681.86,685.24,680.43,681.07,0
5-Jan-15,692.67,693.01,688.09,689.09,0
2-Jan-15,693.37,695.50,692.41,694.47,0
30-Dec-14,685.57,691.04,685.30,691.04,0
29-Dec-14,684.32,686.93,683.88,685.84,0
24-Dec-14,679.15,685.15,679.13,683.11,0
23-Dec-14,678.68,682.06,678.68,679.72,0
22-Dec-14,681.82,683.02,676.36,676.36,0
19-Dec-14,681.05,684.14,677.33,679.18,0
18-Dec-14,669.94,675.49,669.16,675.49,0
17-Dec-14,665.48,668.65,661.60,661.60,0
16-Dec-14,666.53,667.17,660.31,663.38,0
15-Dec-14,675.11,676.66,672.74,674.28,0
12-Dec-14,679.67,684.60,679.50,680.39,0
11-Dec-14,678.93,683.32,678.08,679.66,0
10-Dec-14,679.24,683.85,679.19,682.72,0
9-Dec-14,678.46,681.00,676.64,678.71,0
8-Dec-14,691.93,692.37,678.42,680.77,0
5-Dec-14,687.83,690.24,687.29,688.28,0
4-Dec-14,683.12,691.66,682.46,686.69,0
3-Dec-14,687.72,688.18,680.78,681.74,0
2-Dec-14,686.05,689.49,683.59,685.92,0
1-Dec-14,682.37,685.40,679.51,685.40,0
28-Nov-14,682.72,683.94,680.20,683.02,0
27-Nov-14,681.62,685.11,681.62,684.70,0
26-Nov-14,681.19,682.51,676.84,681.60,0
25-Nov-14,684.17,686.37,680.10,680.10,0
24-Nov-14,681.71,686.49,680.97,686.49,0
21-Nov-14,671.90,679.80,671.12,677.52,0
20-Nov-14,678.09,678.33,668.19,672.59,0
19-Nov-14,677.63,680.14,676.68,678.64,0
18-Nov-14,672.06,675.76,669.53,675.76,0
17-Nov-14,662.10,671.46,661.88,668.51,0
14-Nov-14,666.07,668.85,663.29,665.84,0
13-Nov-14,663.63,666.09,660.70,665.70,0
12-Nov-14,664.74,667.73,662.26,663.92,0
11-Nov-14,650.85,664.56,650.77,661.68,0
10-Nov-14,655.07,658.31,649.65,649.65,0
7-Nov-14,661.58,662.72,653.66,654.02,0
6-Nov-14,665.81,666.70,662.14,662.14,0
5-Nov-14,665.88,668.16,662.34,665.43,0
4-Nov-14,669.46,670.14,664.44,664.44,0
3-Nov-14,672.89,672.96,664.94,670.19,0
31-Oct-14,669.78,671.52,665.39,670.44,0
30-Oct-14,668.58,668.97,662.64,666.81,0
29-Oct-14,656.24,668.08,656.15,667.80,0
28-Oct-14,658.05,658.60,650.82,652.62,0
27-Oct-14,668.28,669.44,658.36,658.70,0
24-Oct-14,669.81,670.28,663.72,666.40,0
23-Oct-14,668.10,672.92,666.73,671.07,0
22-Oct-14,667.11,670.22,666.46,668.13,0
21-Oct-14,667.31,667.99,660.20,661.88,0
20-Oct-14,670.18,674.39,662.62,662.62,0
17-Oct-14,653.35,667.15,651.86,663.57,0
16-Oct-14,646.84,657.28,646.32,651.98,0
15-Oct-14,654.32,656.42,652.29,652.77,0
14-Oct-14,645.71,652.90,645.23,650.34,0
13-Oct-14,651.64,652.94,647.24,647.24,0
10-Oct-14,654.96,657.79,651.99,655.99,0
9-Oct-14,665.05,668.24,662.82,662.82,0
8-Oct-14,662.84,665.80,659.35,659.35,0
7-Oct-14,667.07,674.18,664.22,671.01,0
6-Oct-14,665.04,666.50,658.70,665.12,0
3-Oct-14,664.51,666.21,656.07,658.99,0
2-Oct-14,676.51,676.81,660.42,661.70,0
1-Oct-14,686.43,689.32,682.17,682.39,0
30-Sep-14,685.38,690.61,682.82,687.62,0
29-Sep-14,685.84,689.48,678.87,689.48,0
26-Sep-14,685.36,687.70,681.86,687.63,0
25-Sep-14,697.55,698.96,692.28,695.00,0
24-Sep-14,697.63,699.51,692.53,692.53,0
23-Sep-14,699.13,699.32,695.79,696.19,0
22-Sep-14,702.66,705.07,700.38,702.42,0
19-Sep-14,703.92,709.39,701.48,704.71,0
18-Sep-14,701.36,703.03,698.78,702.72,0
17-Sep-14,696.45,701.01,696.05,699.08,0
16-Sep-14,694.34,695.08,689.49,691.00,0
15-Sep-14,686.03,692.33,685.20,691.60,0
12-Sep-14,686.21,692.59,684.54,688.68,0
11-Sep-14,689.87,692.94,683.32,683.32,0
10-Sep-14,695.75,695.75,687.66,688.65,0
9-Sep-14,708.38,709.25,696.98,698.21,0
8-Sep-14,706.17,710.19,706.02,707.98,0
5-Sep-14,699.29,704.86,699.29,702.84,0
4-Sep-14,707.02,708.13,700.72,702.23,0
3-Sep-14,703.61,707.22,703.55,707.22,0
2-Sep-14,699.32,703.05,699.28,703.05,0
1-Sep-14,693.75,699.67,693.75,699.50,0
29-Aug-14,699.50,701.15,691.13,691.13,0
28-Aug-14,699.99,703.71,699.40,701.52,0
27-Aug-14,695.68,700.14,695.68,698.91,0
26-Aug-14,703.31,703.52,696.00,696.00,0
25-Aug-14,703.24,704.44,699.92,701.09,0
22-Aug-14,709.35,710.06,702.64,704.21,0
21-Aug-14,705.27,707.44,699.12,707.44,0
20-Aug-14,701.27,706.22,701.27,706.22,0
19-Aug-14,704.65,705.83,700.74,701.37,0
18-Aug-14,702.62,704.34,701.04,702.47,0
15-Aug-14,703.63,704.68,700.91,701.44,0
14-Aug-14,706.88,707.88,698.46,703.81,0
13-Aug-14,702.52,707.38,701.11,707.38,0
12-Aug-14,700.13,702.39,699.48,700.18,0
11-Aug-14,693.79,697.34,693.22,697.34,0
8-Aug-14,690.08,691.46,686.73,686.73,0
7-Aug-14,687.20,691.76,685.56,690.39,0
6-Aug-14,693.80,694.03,686.79,687.88,0
5-Aug-14,702.17,702.54,695.20,697.15,0
